cell_index,C_state,I_state,total_opportunity,n_supported_sender_receiver_pairs
39124,1,0,51.024826,4
39125,1,6,39.735905,24
39126,1,0,55.98739,8
39127,3,7,197.97536,47
39128,0,7,200.42813,47
39129,0,7,70.90483,62
39130,0,5,259.48224,48
39131,0,7,179.95834,61
39132,0,7,197.27354,61
39133,0,7,213.38531,61
39134,0,7,142.92656,61
39135,0,5,254.9217,47
39136,0,7,212.12617,61
39137,0,5,267.86877,48
39138,0,7,216.23868,48
39139,0,5,253.0253,47
39140,0,5,236.30234,48
39141,0,7,154.08592,61
39142,0,6,117.783264,47
39143,0,7,218.13492,61
39144,0,7,216.83539,61
39145,0,7,211.26752,61
39146,0,7,198.24316,61
39147,0,5,253.35522,47
39148,3,6,143.47917,47
39149,0,5,250.48837,47
39150,0,7,212.63934,61
39151,0,6,164.36967,47
39152,0,5,210.7143,36
39153,0,5,232.27551,61
39154,0,7,207.17825,61
39155,0,5,181.63882,48
39156,0,5,204.6452,61
39157,0,5,174.48462,47
39158,0,5,190.00327,48
39159,0,5,189.72444,61
39160,0,5,188.05896,48
39161,0,5,170.94754,36
39162,0,5,196.72655,77
39163,3,5,148.37314,60
39164,0,5,156.32408,47
39165,0,5,189.06853,47
39166,0,5,169.5807,77
39167,0,5,165.08421,47
39168,0,5,191.65686,61
39169,0,5,133.62851,36
39170,3,5,166.8825,47
39171,0,5,195.53575,60
39172,0,2,127.373245,46
39173,0,5,191.29472,47
39174,0,5,194.60567,46
39175,0,5,140.10031,47
39176,0,7,134.39922,60
39177,0,6,212.50945,46
39178,0,6,76.19971,47
39179,0,6,52.45604,45
39180,0,6,107.839264,35
39181,0,5,102.09543,35
39182,0,6,135.99295,46
39183,0,6,132.63542,34
39184,0,6,103.05508,23
39185,3,6,144.46605,34
39186,3,6,146.11514,34
39187,0,6,129.76721,23
39188,0,6,76.23242,33
39189,3,6,144.21948,33
39190,0,5,125.99248,34
39191,3,5,138.57474,60
39192,0,6,99.8098,33
39193,3,6,139.16782,34
39194,0,6,88.046295,59
39195,3,5,138.74898,47
39196,6,5,173.1636,48
39197,6,5,245.05382,47
39198,6,5,279.80408,46
39199,6,5,210.19765,48
39200,6,5,279.17963,47
39201,6,5,267.16028,48
39202,6,5,252.80058,36
39203,6,5,241.31573,36
39204,6,5,287.1641,46
39205,6,5,283.28677,47
39206,6,5,269.69275,36
39207,6,5,291.78943,47
39208,6,5,294.5697,35
39209,6,5,268.88943,35
39210,6,5,231.9794,35
39211,6,5,300.17078,36
39212,6,5,274.4666,35
39213,6,5,293.89703,35
39214,0,5,204.1833,61
39215,6,5,289.84625,47
39216,6,5,298.067,35
39217,6,3,273.07095,60
39218,6,5,304.79144,35
39219,6,3,291.73123,61
39220,0,5,173.49866,61
39221,6,3,234.7611,61
39222,6,3,299.96945,47
39223,6,5,175.16798,77
39224,6,3,284.79028,48
39225,6,3,313.78073,47
39226,6,3,314.03494,46
39227,6,3,204.1121,62
39228,6,3,255.47743,49
39229,6,3,296.01508,62
39230,6,3,324.30518,60
39231,6,3,310.6002,78
39232,6,5,240.42123,79
39233,6,3,298.32257,77
39234,6,3,324.0642,77
39235,6,5,246.46936,80
39236,6,5,270.58905,78
39237,6,5,297.822,61
39238,6,3,318.41888,77
39239,6,3,258.4126,96
39240,6,5,278.2829,76
39241,6,3,238.13205,97
39242,6,5,288.26758,77
39243,6,5,257.1449,77
39244,6,3,232.64836,97
39245,6,3,243.3487,62
39246,6,5,249.84085,76
39247,6,3,246.77737,62
39248,6,5,264.9697,60
39249,6,5,324.17844,35
39250,6,5,276.72403,47
39251,6,5,311.07486,35
39252,6,5,291.14154,47
39253,6,3,292.27725,47
39254,6,5,292.94116,49
39255,6,5,271.229,24
39256,6,5,267.83618,16
39257,6,3,289.5829,35
39258,6,5,272.17645,23
39259,6,7,294.9788,47
39260,6,5,280.61157,48
39261,6,5,292.30728,47
39262,6,3,248.01608,62
39263,6,7,262.0857,48
39264,6,7,263.07297,61
39265,6,5,280.89374,22
39266,6,7,243.77808,47
39267,6,5,280.83597,24
39268,6,7,233.05522,47
39269,6,7,265.63623,47
39270,6,5,280.8431,35
39271,6,5,294.70822,24
39272,6,7,225.67294,48
39273,6,7,237.10286,47
39274,6,3,163.11086,78
39275,6,5,316.7183,23
39276,6,5,281.71152,34
39277,6,5,313.03705,23
39278,6,7,236.8211,61
39279,6,7,261.2329,61
39280,6,7,180.95322,62
39281,6,5,284.3416,34
39282,6,5,321.4468,45
39283,6,7,230.29901,60
39284,6,5,306.90668,46
39285,6,5,280.11142,46
39286,6,7,237.25824,60
39287,6,5,279.07962,35
39288,0,7,94.891556,80
39289,6,7,175.29515,47
39290,0,7,113.937805,61
39291,6,5,278.9149,34
39292,0,7,153.42749,47
39293,6,3,207.5462,46
39294,6,5,228.5626,36
39295,0,7,132.95834,47
39296,0,7,79.34874,48
39297,6,5,153.77518,36
39298,0,7,106.349686,61
39299,6,6,207.88396,45
39300,6,5,261.12512,76
39301,3,6,272.4449,45
39302,6,6,205.80902,46
39303,3,6,274.9819,34
39304,6,6,244.39075,61
39305,3,6,216.77733,24
39306,6,6,251.21217,47
39307,6,6,222.1712,47
39308,3,6,305.87192,23
39309,6,6,259.84607,34
39310,6,5,232.33234,61
39311,6,6,196.74748,60
39312,6,6,300.4139,24
39313,6,6,211.80542,60
39314,6,6,278.8831,33
39315,6,6,264.49988,33
39316,6,5,212.54602,60
39317,6,5,227.14156,60
39318,6,5,296.27228,45
39319,6,6,228.06593,47
39320,6,6,304.80203,34
39321,6,6,285.0796,36
39322,6,6,282.65445,61
39323,6,5,229.71474,35
39324,6,6,308.88013,34
39325,6,6,239.09381,47
39326,6,6,323.63586,60
39327,6,5,312.68283,61
39328,6,5,328.33817,60
39329,6,6,282.68146,47
39330,6,5,317.5016,47
39331,6,5,249.95518,25
39332,6,5,332.60318,47
39333,6,5,327.7825,34
39334,6,3,298.5335,61
39335,6,5,281.69067,60
39336,6,5,316.78018,49
39337,6,5,293.94357,60
39338,6,5,263.027,47
39339,6,5,249.48715,25
39340,6,5,250.21948,15
39341,6,5,228.55397,34
39342,6,5,212.86801,33
39343,6,5,244.19443,46
39344,6,5,235.53094,46
39345,6,5,287.42908,22
39346,6,5,295.1676,33
39347,6,5,265.5421,24
39348,6,5,273.43842,23
39349,6,5,249.78131,25
39350,6,5,322.17432,48
39351,6,5,171.45204,78
39352,6,5,200.68889,61
39353,6,5,185.08345,62
39354,6,5,139.61325,96
39355,6,5,190.39528,62
39356,6,5,117.731445,48
39357,6,5,215.31851,62
39358,6,5,221.36311,61
39359,6,5,193.46687,62
39360,6,5,228.92868,62
39361,6,5,227.33925,61
39362,6,5,213.65721,62
39363,6,5,148.90263,62
39364,6,5,233.99829,62
39365,6,5,123.99436,78
39366,6,5,233.66278,61
39367,6,5,214.32083,61
39368,6,5,210.45886,48
39369,6,5,194.49857,61
39370,6,5,113.33087,79
39371,6,5,223.90204,48
39372,6,5,182.77478,35
39373,6,5,161.05386,76
39374,6,5,179.49979,48
39375,6,5,212.85667,61
39376,6,5,186.97754,48
39377,6,5,200.83556,35
39378,6,5,142.85951,47
39379,6,5,126.5827,47
39380,6,5,181.50963,48
39381,6,5,203.44038,46
39382,6,5,193.70393,35
39383,6,5,156.78278,48
39384,6,5,156.78653,48
39385,6,5,182.16519,47
39386,6,5,142.91779,36
39387,6,5,160.0726,61
39388,6,5,126.719765,35
39389,6,5,162.08725,24
39390,6,5,93.335495,62
39391,6,5,112.989365,61
39392,6,5,93.25788,78
39393,6,5,122.77443,80
39394,6,5,44.36615,35
39395,6,5,56.02494,48
39396,6,5,190.29062,34
39397,6,5,178.67392,34
39398,6,5,167.50298,46
39399,6,5,126.820274,48
39400,6,5,111.468796,48
39401,6,5,111.57066,48
39402,6,5,136.05153,35
39403,6,5,99.37806,78
39404,6,5,82.29506,79
39405,0,5,41.54853,47
39406,6,5,123.129196,61
39407,6,5,115.77595,63
39408,6,5,184.77722,62
39409,6,5,148.77615,78
39410,6,5,107.37187,63
39411,6,5,166.38615,61
39412,6,5,180.62437,47
39413,6,5,142.89058,46
39414,2,5,87.85448,79
39415,6,5,100.20119,48
39416,6,5,54.89408,47
39417,0,5,88.38637,79
39418,6,5,71.55878,62
39419,6,5,96.26456,48
39420,6,5,172.16988,48
39421,6,5,164.40913,35
39422,6,5,103.949875,97
39423,6,5,117.58618,63
39424,6,5,67.90664,48
39425,5,2,80.88272,35
39426,0,6,135.79146,34
39427,5,2,83.85588,47
39428,0,6,103.581985,34
39429,0,6,84.66396,48
39430,0,2,141.1828,48
39431,0,6,132.24915,25
39432,0,2,90.7966,48
39433,0,2,134.18288,47
39434,0,2,123.21686,47
39435,5,2,82.96824,46
39436,5,2,82.32021,24
39437,0,2,96.595825,48
39438,0,6,147.57208,36
39439,5,2,82.596146,34
39440,0,2,116.698685,47
39441,5,2,85.15839,47
39442,0,2,120.8037,35
39443,0,2,151.95415,36
39444,0,2,89.247055,48
39445,0,2,138.54071,36
39446,0,2,142.66374,36
39447,0,2,144.28354,36
39448,5,2,82.4897,35
39449,5,2,105.72384,34
39450,0,2,108.350174,48
39451,5,2,92.90152,9
39452,2,2,80.74488,61
39453,5,2,87.22725,16
39454,5,2,65.74279,47
39455,0,2,122.449554,48
39456,0,2,103.527664,61
39457,0,2,132.27718,36
39458,5,2,67.634125,35
39459,2,2,81.84111,62
39460,5,2,88.650406,23
39461,5,2,101.3477,34
39462,5,2,107.26895,35
39463,0,2,91.795944,62
39464,0,2,97.30098,61
39465,2,2,83.383026,62
39466,2,2,79.70983,62
39467,5,2,72.44144,47
39468,3,2,82.679665,62
39469,5,2,64.332245,15
39470,5,2,60.060257,79
39471,2,2,90.37689,78
39472,3,2,80.35545,79
39473,2,2,74.80706,62
39474,3,2,92.849785,79
39475,5,2,49.606216,34
39476,3,2,97.45874,79
39477,2,2,77.92717,78
39478,3,2,95.124954,79
39479,3,6,100.74379,62
39480,2,2,86.92676,63
39481,2,2,96.202255,79
39482,0,6,104.32257,62
39483,5,2,55.07489,35
39484,3,6,111.373764,62
39485,5,2,49.98604,22
39486,2,2,94.03822,49
39487,2,2,114.48706,78
39488,5,2,61.773987,23
39489,2,2,90.2903,35
39490,6,5,127.68863,61
39491,6,6,147.10922,62
39492,6,5,127.15512,62
39493,6,5,154.31178,47
39494,6,5,147.5732,47
39495,6,2,168.53487,62
39496,5,2,93.000336,35
39497,5,2,91.200516,24
39498,6,6,171.42844,62
39499,2,2,146.79355,62
39500,0,2,178.72336,61
39501,2,2,133.9699,35
39502,6,5,178.73468,46
39503,6,5,162.90285,46
39504,6,6,199.57277,61
39505,2,2,126.510025,35
39506,6,5,135.4588,46
39507,6,5,152.869,46
39508,6,5,197.9333,60
39509,6,6,202.01035,78
39510,6,5,211.04422,61
39511,6,5,175.09584,60
39512,6,5,181.03955,47
39513,6,5,203.7568,46
39514,0,2,162.1955,62
39515,5,2,68.3896,61
39516,0,2,60.180637,62
39517,5,2,76.91898,61
39518,0,2,123.40571,48
39519,5,2,85.50309,24
39520,5,2,79.16972,24
39521,0,2,84.070694,62
39522,0,2,111.20699,62
39523,5,2,65.70975,34
39524,5,2,98.27277,9
39525,0,2,104.92227,62
39526,5,2,70.421844,47
39527,5,2,99.14149,9
39528,5,2,97.26706,9
39529,2,2,90.00198,48
39530,5,2,79.24834,24
39531,5,2,93.51359,9
39532,5,2,102.26311,15
39533,5,2,95.61607,15
39534,2,2,87.33977,48
39535,5,2,81.82279,47
39536,5,2,93.759964,14
39537,2,2,85.17726,47
39538,5,2,77.09294,47
39539,5,2,82.65012,15
39540,5,2,74.57126,24
39541,5,2,83.763794,23
39542,5,2,73.695175,15
39543,5,2,80.72127,34
39544,5,2,66.4967,23
39545,5,2,77.31621,47
39546,5,2,65.18552,16
39547,2,2,94.319595,62
39548,5,2,85.03656,61
39549,5,2,64.79445,75
39550,2,2,118.37078,78
39551,5,2,83.17056,77
39552,5,2,76.37529,45
39553,2,2,111.02989,79
39554,5,2,62.3532,22
39555,2,2,132.3831,78
39556,2,2,114.21712,62
39557,6,2,145.2556,78
39558,5,2,84.725876,47
39559,5,2,95.66312,46
39560,5,2,100.167404,61
39561,5,5,115.01294,62
39562,2,2,127.248344,78
39563,6,2,151.20924,77
39564,5,2,111.41966,61
39565,0,2,147.11319,78
39566,2,2,131.51375,78
39567,5,2,141.32887,47
39568,6,6,152.84312,61
39569,0,6,123.854515,62
39570,0,6,134.62646,62
39571,0,6,140.2315,61
39572,0,2,146.25157,47
39573,0,5,146.73163,77
39574,0,5,154.9125,47
39575,6,5,152.28252,61
39576,2,2,97.54309,79
39577,5,2,76.64307,46
39578,5,2,71.518555,62
39579,2,2,119.77797,78
39580,6,5,125.45703,77
39581,6,5,137.20757,48
39582,6,5,135.67334,61
39583,6,6,146.46071,61
39584,6,5,130.96516,34
39585,6,5,156.1875,35
39586,6,5,155.57445,25
39587,6,5,152.01888,35
39588,6,5,147.54524,34
39589,6,5,150.86275,60
39590,6,5,152.01134,35
39591,6,5,136.1376,36
39592,6,5,129.53464,33
39593,6,5,155.51532,36
39594,6,5,134.64546,36
39595,6,5,119.66296,33
39596,6,5,154.49197,36
39597,6,5,105.782234,25
39598,6,5,139.70839,35
39599,6,5,172.36108,35
39600,6,5,104.87923,25
39601,6,5,109.071785,34
39602,6,5,109.79831,36
39603,6,5,185.23865,36
39604,6,5,208.3034,36
39605,6,5,116.45947,48
39606,6,5,124.02429,36
39607,6,5,151.45401,36
39608,6,5,229.15602,47
39609,6,5,115.75871,47
39610,6,5,118.73797,35
39611,0,2,117.53151,49
39612,6,5,157.88084,47
39613,0,5,137.10023,79
39614,5,2,108.114075,48
39615,6,5,140.84918,61
39616,0,5,146.01657,80
39617,5,5,107.372475,62
39618,6,5,139.2539,48
39619,0,5,165.52165,80
39620,5,5,136.69836,63
39621,6,5,151.88452,47
39622,0,5,174.97318,80
39623,6,5,172.4704,62
39624,6,5,154.87164,47
39625,6,5,167.33269,48
39626,0,5,174.04095,80
39627,6,5,183.95612,62
39628,6,5,166.80942,48
39629,6,5,189.21301,80
39630,5,5,124.95532,63
39631,6,5,162.08212,35
39632,6,5,190.60486,62
39633,6,5,177.34436,48
39634,0,5,166.10175,64
39635,5,5,141.70001,63
39636,6,5,189.33487,79
39637,6,5,163.70517,35
39638,6,5,196.52373,61
39639,6,5,163.24695,63
39640,6,5,159.3511,35
39641,6,5,180.70206,47
39642,6,5,167.06647,47
39643,6,5,190.89676,61
39644,6,5,165.96136,63
39645,6,5,175.88098,48
39646,6,5,157.39493,35
39647,6,5,176.37659,48
39648,6,5,162.0007,62
39649,6,5,172.15273,47
39650,2,2,75.96602,16
39651,2,2,66.33682,33
39652,2,2,63.092926,24
39653,0,2,93.75716,35
39654,2,2,81.23162,24
39655,2,2,71.99829,34
39656,0,6,99.626396,46
39657,0,2,98.586,35
39658,2,2,67.84886,25
39659,2,2,80.06676,34
39660,2,2,81.2229,16
39661,0,2,77.180016,47
39662,2,2,68.62994,34
39663,0,2,102.01178,35
39664,2,2,65.446,47
39665,0,2,75.169495,25
39666,2,2,85.06424,46
39667,2,2,93.53161,47
39668,2,2,92.757996,34
39669,2,2,95.137566,33
39670,0,2,88.545,25
39671,2,2,78.2332,34
39672,0,2,97.48316,47
39673,5,2,104.52344,25
39674,5,2,102.98393,24
39675,5,2,114.156494,47
39676,5,2,105.113365,35
39677,5,2,93.26228,48
39678,5,2,107.15633,25
39679,5,2,81.46814,33
39680,5,2,71.117676,48
39681,5,2,109.69347,25
39682,5,2,69.64909,33
39683,5,2,110.30161,35
39684,5,2,85.31737,23
39685,5,2,102.32731,33
39686,5,2,105.02292,24
39687,5,2,77.24403,47
39688,5,2,93.26286,15
39689,5,2,105.77414,15
39690,5,2,107.95027,16
39691,5,2,62.2305,24
39692,5,2,93.916336,9
39693,5,2,103.68204,15
39694,5,2,94.472946,45
39695,5,2,107.0694,16
39696,5,2,64.42405,15
39697,5,2,96.118256,9
39698,5,2,85.14241,15
39699,5,2,81.55436,23
39700,5,2,69.38402,15
39701,5,2,95.3504,15
39702,5,2,46.277718,23
39703,5,2,104.30541,9
39704,5,2,84.288795,24
39705,5,2,46.607468,33
39706,5,2,71.45457,15
39707,5,2,49.82274,22
39708,5,2,97.77216,22
39709,5,2,85.50511,24
39710,5,2,92.48573,24
39711,5,2,76.56987,34
39712,0,5,128.69382,63
39713,0,5,146.6695,62
39714,0,5,142.44037,62
39715,6,5,141.35712,62
39716,0,5,108.23793,78
39717,0,5,121.20679,62
39718,0,5,160.00032,62
39719,6,5,140.67404,36
39720,0,5,142.74123,47
39721,0,5,107.58023,78
39722,0,5,149.08041,48
39723,6,5,154.645,36
39724,0,2,99.93175,96
39725,0,5,149.75465,47
39726,0,5,152.31308,47
39727,0,5,151.34161,35
39728,0,6,161.59491,79
39729,0,5,132.6211,48
39730,0,5,146.27783,48
39731,0,2,112.68285,97
39732,0,2,143.18387,97
39733,0,6,156.0284,49
39734,0,5,154.2948,35
39735,0,5,139.2096,24
39736,6,5,152.50073,24
39737,6,5,164.77615,35
39738,0,6,151.91489,63
39739,0,6,144.2273,49
39740,6,5,166.87128,25
39741,0,5,141.2639,24
39742,6,5,177.58766,25
39743,6,5,126.55882,35
39744,0,6,108.613785,60
39745,0,2,140.83151,80
39746,0,5,162.64276,47
39747,0,5,153.11232,24
39748,0,6,145.7958,48
39749,0,5,97.38608,47
39750,6,7,172.84071,47
39751,0,6,132.46066,48
39752,0,2,85.585175,77
39753,6,5,156.51488,25
39754,0,5,164.16476,25
39755,0,6,136.65565,47
39756,6,7,192.38576,35
39757,0,2,114.14548,80
39758,0,5,161.48036,47
39759,0,2,126.93731,64
39760,6,7,116.44552,76
39761,0,2,96.48899,80
39762,0,6,152.78888,47
39763,0,5,97.972755,24
39764,0,5,155.76385,25
39765,0,6,109.28257,47
39766,0,6,148.62881,46
39767,0,5,141.54047,25
39768,0,6,136.83267,35
39769,0,5,104.70941,36
39770,0,5,87.00824,48
39771,6,7,177.18777,47
39772,6,7,170.04065,61
39773,6,5,164.47226,25
39774,0,6,117.79767,49
39775,0,5,106.804924,34
39776,0,2,104.58053,62
39777,6,7,129.34967,78
39778,0,2,84.239395,36
39779,0,6,123.37871,25
39780,0,5,52.882336,47
39781,6,7,195.61214,47
39782,0,7,85.211685,61
39783,6,7,178.37543,47
39784,0,6,92.36856,61
39785,6,7,140.8276,77
39786,0,5,70.58768,48
39787,6,7,187.24496,48
39788,0,5,80.37506,47
39789,0,5,78.59767,46
39790,0,5,69.73875,47
39791,6,7,76.51239,78
39792,6,7,160.12003,61
39793,0,2,70.374275,46
39794,2,7,40.000618,77
39795,2,7,39.41814,61
39796,0,5,61.291748,47
39797,0,2,67.03769,62
39798,5,2,80.7482,36
39799,5,2,85.09158,63
39800,5,2,90.373184,62
39801,0,2,79.64191,61
39802,0,2,79.78946,36
39803,6,3,226.54875,64
39804,0,5,71.66398,35
39805,0,3,69.838005,47
39806,0,0,36.06436,47
39807,0,5,89.83745,25
39808,6,3,227.36253,80
39809,0,3,58.59973,59
39810,6,3,211.83948,98
39811,0,3,146.53912,117
39812,6,3,230.3711,98
39813,0,3,83.86886,79
39814,0,5,95.39189,34
39815,0,3,187.30643,98
39816,0,3,73.23692,47
39817,0,3,87.796776,24
39818,0,3,156.4623,98
39819,0,3,176.0234,98
39820,0,3,119.77122,97
39821,0,5,101.65338,24
39822,0,3,82.354904,62
39823,0,3,189.77603,98
39824,0,3,108.01387,24
39825,0,3,174.84451,98
39826,0,3,114.41792,16
39827,0,3,130.38994,97
39828,0,3,78.42704,96
39829,0,3,72.927,61
39830,0,3,109.23068,24
39831,0,3,94.4819,23
39832,0,5,86.89409,34
39833,0,3,91.79573,97
39834,0,3,111.90253,33
39835,0,5,62.28163,61
39836,0,3,92.52576,98
39837,0,3,93.482315,23
39838,0,3,98.6447,35
39839,0,3,85.86699,23
39840,0,0,79.9215,35
39841,0,0,45.137672,62
39842,0,3,60.22207,33
39843,0,0,62.49831,35
39844,0,0,38.05195,97
39845,0,0,39.72709,47
39846,0,0,63.19497,34
39847,0,0,42.010223,116
39848,0,5,65.025246,94
39849,0,0,41.81571,35
39850,0,0,34.81615,116
39851,0,5,80.73071,76
39852,0,0,23.188139,47
39853,0,0,50.53679,34
39854,0,0,37.967663,46
39855,0,0,32.7329,46
39856,0,0,41.59098,33
39857,0,0,75.1879,77
39858,0,5,106.94484,59
39859,0,0,31.280384,77
39860,1,0,32.028343,34
39861,0,0,39.849445,24
39862,0,5,97.4182,76
39863,0,5,119.746704,60
39864,0,5,114.38063,59
39865,0,5,52.82675,96
39866,0,5,111.08195,46
39867,0,5,75.83346,47
39868,0,5,129.22098,46
39869,0,3,56.069508,97
39870,6,3,214.80489,118
39871,6,3,239.69165,64
39872,6,3,189.63103,118
39873,6,3,153.34654,117
39874,3,3,221.29343,79
39875,3,3,193.54416,62
39876,3,3,185.75125,79
39877,3,3,145.92426,96
39878,2,2,38.74581,34
39879,5,2,79.788315,15
39880,5,2,105.60335,16
39881,2,2,42.24746,45
39882,5,2,75.020996,16
39883,2,2,44.184475,47
39884,5,2,66.347885,16
39885,2,2,45.256645,59
39886,5,2,47.401367,24
39887,5,2,57.688187,24
39888,2,2,45.389343,59
39889,0,2,48.48141,61
39890,2,2,40.47481,76
39891,5,2,38.615982,46
39892,2,2,36.462967,47
39893,0,2,44.50568,61
39894,0,5,49.651,47
39895,2,2,33.328934,78
39896,2,2,36.761345,79
39897,2,2,51.171013,80
39898,0,5,76.473915,34
39899,6,5,83.2509,77
39900,0,5,70.80223,47
39901,0,5,104.39821,46
39902,0,5,115.217674,46
39903,6,5,76.27894,63
39904,6,5,118.55544,76
39905,0,5,130.86688,46
39906,0,5,108.55828,47
39907,6,5,110.36534,78
39908,6,5,129.92181,77
39909,6,5,104.60828,78
39910,0,5,143.12022,47
39911,6,5,117.85109,62
39912,0,5,133.65118,47
39913,3,5,102.63336,62
39914,6,5,126.50223,61
39915,0,5,133.61447,61
39916,0,5,57.35782,35
39917,0,2,95.42137,48
39918,0,5,55.640892,47
39919,0,5,57.01937,35
39920,2,2,38.04115,76
39921,6,5,110.689316,62
39922,3,5,117.189964,62
39923,3,5,113.290184,48
39924,0,5,99.06282,62
39925,0,2,120.40428,47
39926,3,5,138.57452,62
39927,0,5,94.62232,61
39928,3,5,140.3146,62
39929,2,2,95.746635,62
39930,3,5,129.57594,62
39931,3,5,117.222946,47
39932,6,5,166.38219,62
39933,2,2,85.9561,62
39934,6,5,124.33599,60
39935,0,5,83.85936,63
39936,6,5,163.96364,47
39937,0,5,103.420364,61
39938,0,5,100.34073,62
39939,0,2,98.92876,49
39940,0,5,109.19945,63
39941,6,5,135.63911,49
39942,6,5,121.13442,62
39943,2,2,92.172,47
39944,6,5,171.95276,47
39945,6,5,150.47705,47
39946,0,5,165.40024,63
39947,0,6,190.85335,64
39948,0,6,168.01285,79
39949,6,2,116.16373,96
39950,0,6,184.50525,64
39951,6,2,101.49043,79
39952,6,2,106.860565,95
39953,0,6,184.29565,49
39954,0,2,164.77643,80
39955,2,6,172.99043,49
39956,2,2,133.51064,62
39957,2,2,144.09885,62
39958,2,2,148.32495,62
39959,2,2,80.76053,77
39960,2,2,140.04408,64
39961,2,2,69.745834,77
39962,2,2,146.51181,61
39963,2,2,85.8008,77
39964,5,2,49.332855,60
39965,2,2,116.54483,34
39966,5,2,76.315735,61
39967,2,2,112.645676,35
39968,2,2,98.44199,47
39969,5,2,99.571365,33
39970,5,2,48.22616,46
39971,5,2,96.29017,34
39972,5,2,98.96236,34
39973,5,2,59.925655,33
39974,5,2,74.52036,34
39975,5,2,98.67292,23
39976,5,2,79.72976,15
39977,5,2,92.29061,34
39978,5,2,117.31784,24
39979,5,2,63.860363,23
39980,5,2,101.89035,24
39981,5,2,121.14899,24
39982,5,2,45.2586,46
39983,5,2,136.7855,34
39984,5,2,134.81749,24
39985,5,2,43.857456,23
39986,5,1,139.52951,24
39987,5,1,161.74739,24
39988,5,2,159.79733,24
39989,5,2,123.070564,24
39990,5,2,175.0752,24
39991,5,2,48.232353,34
39992,5,2,155.51314,24
39993,5,2,171.24094,24
39994,5,1,180.79366,24
39995,5,2,106.9323,24
39996,5,1,167.1109,24
39997,5,1,147.6851,24
39998,5,1,170.45981,34
39999,5,2,142.84314,16
40000,5,2,150.59212,16
40001,2,2,37.084915,46
40002,2,2,38.76284,77
40003,3,6,81.920494,61
40004,3,6,66.7835,48
40005,6,6,94.62993,62
40006,6,6,101.71201,60
40007,6,6,75.17606,47
40008,0,2,85.5728,78
40009,6,6,100.80556,61
40010,6,6,97.42931,47
40011,0,6,104.662445,47
40012,6,5,123.96648,47
40013,6,5,115.03211,76
40014,6,6,120.65592,35
40015,0,7,78.7805,95
40016,0,5,107.726524,61
40017,0,5,77.45035,77
40018,6,5,141.10791,47
40019,6,5,109.93619,24
40020,6,5,140.28122,25
40021,6,5,149.67834,47
40022,0,5,102.20584,23
40023,0,5,141.35248,60
40024,0,5,133.81471,24
40025,0,5,101.797424,95
40026,0,5,140.33876,46
40027,0,5,149.46338,46
40028,0,5,149.95004,35
40029,0,5,136.77473,34
40030,0,7,129.13254,60
40031,3,5,91.612976,96
40032,0,5,119.17879,25
40033,0,7,148.75073,61
40034,0,5,139.8589,62
40035,0,5,107.13812,24
40036,3,7,92.82765,95
40037,3,7,157.05568,78
40038,3,7,141.55756,78
40039,3,7,124.75195,95
40040,0,5,109.46965,25
40041,3,7,114.97345,61
40042,0,5,112.07614,25
40043,3,7,168.22739,79
40044,0,7,151.03561,77
40045,3,7,155.65729,79
40046,0,7,165.3508,78
40047,3,7,179.90616,79
40048,0,5,120.77168,61
40049,6,7,184.82343,78
40050,3,7,172.61308,78
40051,3,7,193.03659,78
40052,3,7,133.51373,62
40053,0,7,175.75763,94
40054,0,5,139.79785,62
40055,3,7,154.24377,61
40056,6,7,204.38115,96
40057,6,5,68.59807,47
40058,0,5,78.826805,35
40059,6,5,100.112946,77
40060,6,5,131.79959,63
40061,6,5,84.513916,46
40062,0,5,92.6763,25
40063,6,7,158.36032,48
40064,6,5,106.82548,47
40065,6,5,132.09563,62
40066,0,5,102.85664,24
40067,6,6,154.91444,48
40068,6,5,173.84158,48
40069,6,5,177.11572,62
40070,6,5,110.39074,36
40071,6,6,173.43396,63
40072,6,6,177.45894,62
40073,0,5,106.64824,34
40074,6,5,135.65944,36
40075,6,6,186.7628,63
40076,6,5,158.58806,49
40077,6,6,173.44293,79
40078,6,5,183.70642,63
40079,6,5,116.28554,47
40080,6,5,121.677704,48
40081,6,5,145.11418,62
40082,6,5,183.63327,63
40083,6,5,122.19636,48
40084,6,6,193.36511,63
40085,6,6,142.74226,79
40086,6,5,147.09189,63
40087,6,5,128.57962,63
40088,6,6,185.33426,64
40089,6,3,234.50943,46
40090,0,3,166.43958,34
40091,0,5,71.05741,23
40092,0,3,137.40587,60
40093,6,3,282.09445,61
40094,0,3,184.49135,60
40095,0,5,111.48975,45
40096,0,5,135.51256,46
40097,0,3,97.018906,34
40098,6,3,316.81647,61
40099,0,7,175.3594,47
40100,6,3,275.74295,60
40101,0,5,95.93145,33
40102,0,7,166.64851,60
40103,0,7,159.34282,46
40104,0,7,48.61712,32
40105,6,3,340.67725,62
40106,0,7,159.3991,59
40107,6,3,310.3406,61
40108,0,7,256.8343,46
40109,6,7,346.81964,48
40110,0,3,110.59532,33
40111,6,7,340.6297,48
40112,0,5,44.370453,8
40113,0,5,159.84634,45
40114,0,3,234.02753,61
40115,6,7,304.16055,48
40116,0,7,197.77005,61
40117,0,3,140.91617,59
40118,6,7,254.87701,47
40119,0,5,151.48395,33
40120,0,7,45.11844,22
40121,0,3,230.52403,47
