cell_index,C_state,I_state,total_opportunity,n_supported_sender_receiver_pairs
103213,2,2,104.211426,24
103214,2,2,118.845505,15
103215,0,2,30.785166,9
103216,2,2,82.13122,9
103217,2,2,91.403854,16
103218,2,2,106.26619,9
103219,0,2,105.359634,23
103220,2,2,101.740585,24
103221,2,2,106.61692,24
103222,0,2,113.18267,24
103223,2,2,107.23602,15
103224,0,2,41.938267,9
103225,2,2,93.94228,23
103226,0,2,87.308784,23
103227,2,2,95.30689,24
103228,0,2,88.715195,15
103229,0,2,72.76181,9
103230,0,2,25.006824,9
103231,0,2,38.92551,9
103232,0,2,23.46831,8
103233,0,6,32.438152,8
103234,0,2,15.900477,4
103235,0,2,12.278359,4
103236,5,2,81.58287,15
103237,5,2,124.4019,16
103238,2,2,114.4442,16
103239,0,2,43.21163,15
103240,5,2,100.07662,9
103241,0,2,25.162327,15
103242,2,2,113.25723,15
103243,5,2,96.03868,9
103244,5,2,118.79336,16
103245,0,2,76.98189,15
103246,0,2,64.90678,15
103247,2,2,99.3854,16
103248,5,2,112.33467,15
103249,5,2,85.8835,15
103250,0,2,26.94175,15
103251,2,2,98.0546,9
103252,2,2,98.13568,9
103253,2,2,88.4828,9
103254,5,2,105.0731,9
103255,5,2,92.36639,9
103256,5,2,89.67247,9
103257,2,2,75.99794,9
103258,5,2,96.18406,15
103259,0,2,76.98768,15
103260,5,2,92.72641,9
103261,2,2,78.44631,9
103262,0,2,50.439056,15
103263,5,2,89.04756,9
103264,5,2,84.563866,9
103265,5,2,96.18306,9
103266,0,2,41.389282,15
103267,5,2,98.84306,9
103268,5,2,75.26434,9
103269,5,2,99.0083,9
103270,5,2,96.02057,9
103271,2,2,78.67926,9
103272,5,2,110.339424,15
103273,0,3,38.221016,14
103274,2,2,86.68352,9
103275,2,2,100.03302,9
103276,2,2,69.70519,9
103277,0,2,54.573414,14
103278,5,2,79.499115,9
103279,0,2,61.670692,9
103280,2,2,68.49503,9
103281,0,2,68.395874,15
103282,5,2,86.19573,16
103283,0,2,50.507904,14
103284,0,2,51.89405,15
103285,2,2,74.43315,15
103286,2,2,96.755844,9
103287,5,2,110.86858,16
103288,5,2,108.11403,16
103289,5,2,116.27536,16
103290,5,2,118.33504,16
103291,2,2,94.74782,24
103292,0,2,74.43329,24
103293,0,2,65.429,16
103294,2,2,107.62864,24
103295,5,2,96.20447,24
103296,5,2,103.07834,16
103297,5,2,109.80502,24
103298,2,2,120.90795,24
103299,2,2,115.61189,24
103300,2,2,116.36015,24
103301,5,2,92.65909,16
103302,2,2,154.65826,16
103303,5,2,101.42898,16
103304,5,2,114.29388,16
103305,5,2,92.30585,16
103306,2,2,144.82146,16
103307,5,2,107.92097,16
103308,5,2,116.52983,16
103309,5,2,101.40632,15
103310,5,2,86.86349,15
103311,2,2,126.158134,15
103312,2,2,115.020096,16
103313,5,2,95.563995,9
103314,5,2,92.87968,15
103315,5,2,83.0896,9
103316,5,2,64.69347,9
103317,5,2,80.431335,8
103318,5,2,97.1835,16
103319,2,2,112.82592,15
103320,5,2,74.51869,9
103321,5,2,58.441444,4
103322,5,2,82.2384,15
103323,5,2,65.98428,8
103324,5,2,90.13682,15
103325,5,2,62.735077,7
103326,5,2,53.332314,4
103327,5,2,74.01134,4
103328,5,2,82.669106,9
103329,5,2,62.942883,1
103330,5,2,54.58876,3
103331,5,2,81.708206,9
103332,5,2,66.32206,3
103333,5,2,73.90864,4
103334,5,2,82.11384,8
103335,5,2,75.77379,3
103336,5,2,84.668045,9
103337,5,2,73.761536,4
103338,5,2,70.6237,4
103339,5,2,96.13653,9
103340,5,2,86.74791,4
103341,5,2,73.54289,14
103342,5,2,105.361176,9
103343,5,2,87.72098,4
103344,5,2,108.876526,9
103345,5,2,88.369255,8
103346,5,2,103.8235,4
103347,5,2,90.51514,15
103348,2,2,129.29292,15
103349,0,2,61.51673,34
103350,5,2,83.89026,4
103351,5,2,89.32558,4
103352,5,2,94.65191,15
103353,5,2,111.16919,9
103354,5,2,96.8099,4
103355,5,2,100.22279,4
103356,5,2,89.89087,4
103357,5,2,91.06475,14
103358,5,2,90.78599,8
103359,5,2,102.50755,4
103360,2,2,105.143486,9
103361,2,2,77.893036,15
103362,2,2,76.45563,15
103363,2,2,76.526505,15
103364,5,2,81.691444,15
103365,2,2,105.132355,15
103366,2,2,86.32832,15
103367,5,2,81.94672,15
103368,5,2,88.27764,9
103369,0,2,66.010284,15
103370,5,2,73.88664,15
103371,5,2,81.90545,9
103372,2,6,93.24888,24
103373,2,2,152.96713,24
103374,2,2,110.20212,23
103375,2,2,117.45779,23
103376,2,2,96.667755,15
103377,5,2,110.49539,9
103378,5,2,102.37144,9
103379,5,2,95.56377,9
103380,2,2,84.32172,15
103381,5,2,104.762726,8
103382,2,2,103.623,15
103383,2,2,109.22467,15
103384,2,2,74.96909,16
103385,0,2,73.892456,16
103386,5,2,75.67066,16
103387,2,2,91.9845,16
103388,5,2,88.52522,24
103389,0,2,77.710785,16
103390,0,2,80.04743,24
103391,2,2,76.35841,16
103392,5,2,80.50412,24
103393,0,2,69.68887,15
103394,5,2,109.00926,23
103395,5,2,73.80507,23
103396,2,2,97.46928,16
103397,2,2,96.23982,25
103398,5,2,103.66268,16
103399,2,2,101.29753,15
103400,5,2,97.39723,24
103401,2,6,122.058784,24
103402,5,2,87.88731,23
103403,2,2,109.76222,23
103404,2,2,93.85882,25
103405,2,2,127.81238,16
103406,5,2,120.43172,23
103407,2,6,156.87088,24
103408,0,2,84.77778,15
103409,2,2,123.48021,16
103410,5,2,130.82863,24
103411,5,2,119.48663,16
103412,5,2,111.93731,16
103413,2,2,100.496185,15
103414,0,2,93.64448,35
103415,2,6,152.73222,24
103416,2,2,176.3954,15
103417,5,2,148.42578,16
103418,0,2,46.03968,9
103419,2,2,111.54144,34
103420,2,2,180.55157,24
103421,2,2,194.56892,15
103422,2,2,199.50851,15
103423,5,2,141.58182,15
103424,0,2,97.38587,24
103425,2,2,149.40683,16
103426,5,2,61.527977,9
103427,5,2,101.5556,16
103428,5,2,87.95837,15
103429,5,2,111.245155,16
103430,2,2,95.78262,15
103431,0,2,115.55018,24
103432,2,2,194.6247,15
103433,2,2,143.67603,16
103434,2,2,204.13106,15
103435,2,2,146.1738,34
103436,0,4,71.9571,24
103437,5,2,70.614815,9
103438,2,2,148.0402,24
103439,5,2,80.75786,9
103440,2,2,119.040634,24
103441,5,2,97.04118,16
103442,5,2,84.91655,15
103443,2,2,95.65722,34
103444,5,2,129.0785,24
103445,2,2,179.04803,15
103446,2,2,114.86633,16
103447,5,2,89.425,16
103448,2,2,194.6408,23
103449,0,2,46.13894,15
103450,5,2,72.05929,9
103451,2,2,216.20807,8
103452,0,2,45.1,15
103453,5,2,73.00089,4
103454,2,2,117.39094,16
103455,2,2,175.02927,23
103456,2,2,214.91495,15
103457,5,2,102.23102,16
103458,2,2,190.96008,15
103459,2,2,116.22713,24
103460,5,2,50.32199,16
103461,2,2,188.83844,23
103462,2,2,221.40137,15
103463,5,2,77.11222,16
103464,5,2,102.830246,16
103465,2,2,92.3894,16
103466,2,2,212.19417,16
103467,2,2,95.67096,23
103468,2,2,101.414154,16
103469,2,2,204.6731,15
103470,2,2,170.44249,15
103471,2,2,129.72087,24
103472,2,2,129.99423,24
103473,2,2,90.120926,24
103474,0,2,65.52584,24
103475,0,6,7.138543,23
103476,0,5,65.05145,16
103477,0,2,69.10603,35
103478,0,3,12.025818,15
103479,0,6,68.88249,35
103480,0,6,64.28743,35
103481,0,3,14.903803,9
103482,0,6,111.33804,34
103483,0,6,33.230106,35
103484,0,6,120.09144,35
103485,0,3,6.8780966,15
103486,0,6,13.182354,35
103487,0,2,141.38863,47
103488,0,3,15.066476,9
103489,0,6,108.42304,35
103490,0,2,99.37096,35
103491,0,2,154.255,47
103492,0,2,162.9638,47
103493,2,2,81.75835,36
103494,0,2,133.60255,47
103495,0,2,174.5989,47
103496,0,3,13.864596,9
103497,0,2,135.82666,47
103498,0,2,165.10663,48
103499,0,2,163.19666,47
103500,0,2,180.1875,47
103501,2,2,170.96185,47
103502,2,2,113.87137,36
103503,0,6,54.101315,35
103504,0,2,127.64182,47
103505,2,2,160.15732,48
103506,0,3,12.28696,9
103507,2,2,172.6612,47
103508,0,6,96.50774,35
103509,2,2,100.28634,24
103510,2,2,134.10507,36
103511,0,5,33.14939,34
103512,0,3,8.26627,15
103513,0,6,79.99306,35
103514,0,5,27.28625,34
103515,0,6,98.39471,35
103516,2,2,121.26672,24
103517,0,5,40.848583,34
103518,0,3,11.4714365,9
103519,2,2,171.54102,47
103520,0,2,129.80304,47
103521,2,2,147.9368,36
103522,0,3,15.225418,16
103523,2,2,107.5748,23
103524,0,2,148.64975,47
103525,0,3,9.574475,9
103526,0,3,10.196802,15
103527,2,2,166.92276,47
103528,0,2,149.58057,47
103529,2,2,158.09314,36
103530,0,5,58.554054,34
103531,0,3,19.074852,25
103532,0,2,112.553604,47
103533,0,2,140.9312,35
103534,2,2,159.74728,35
103535,2,2,146.88803,35
103536,2,2,125.04899,23
103537,2,2,122.53748,24
103538,5,2,132.96289,24
103539,5,2,138.76198,16
103540,2,2,63.517986,16
103541,5,2,110.766525,24
103542,2,2,81.315895,16
103543,0,2,37.914757,24
103544,5,2,120.74463,24
103545,5,2,90.37126,16
103546,5,2,132.14516,23
103547,2,2,42.005936,24
103548,0,2,26.905567,24
103549,5,2,112.46501,15
103550,0,2,15.399139,24
103551,5,2,115.434235,9
103552,5,2,91.07454,24
103553,5,2,57.90065,16
103554,5,2,39.386433,16
103555,5,2,75.08047,16
103556,2,2,93.590904,9
103557,5,2,83.06878,9
103558,5,2,42.83302,16
103559,5,2,75.065475,15
103560,2,2,84.26386,15
103561,5,2,85.34796,9
103562,5,2,58.948185,24
103563,2,2,24.282875,34
103564,5,2,41.557713,23
103565,2,2,59.248177,35
103566,2,2,37.864624,34
103567,2,2,42.168316,48
103568,2,2,43.08421,35
103569,2,2,34.593666,25
103570,2,2,19.52497,24
103571,0,2,9.819624,24
103572,0,2,15.548566,35
103573,0,2,21.064405,35
103574,0,2,5.823423,47
103575,0,7,15.073659,34
103576,0,5,7.238753,47
103577,0,7,10.634989,46
103578,0,5,3.6209075,34
103579,0,2,52.87673,24
103580,0,5,6.5157394,24
103581,0,6,39.044533,24
103582,0,5,3.477755,23
103583,0,2,8.236544,45
103584,2,2,109.05649,35
103585,2,2,101.780785,15
103586,2,2,28.615576,45
103587,2,2,82.1928,45
103588,2,2,75.71846,33
103589,0,2,4.988016,45
103590,2,2,96.33312,33
103591,2,2,26.896389,45
103592,2,2,147.83278,24
103593,0,6,1.6231163,22
103594,2,2,144.58696,14
103595,2,2,88.32685,33
103596,2,2,82.14553,33
103597,2,2,163.08255,14
103598,2,2,127.229004,23
103599,2,2,149.89752,23
103600,2,2,50.952263,33
103601,2,2,95.87196,33
103602,2,2,33.262062,33
103603,2,2,195.74391,15
103604,2,2,82.56822,33
103605,2,2,182.58269,15
103606,2,2,124.155876,33
103607,0,2,15.854195,33
103608,0,4,79.18777,24
103609,2,2,76.86512,33
103610,2,2,142.60548,23
103611,2,2,162.47879,15
103612,2,2,181.31273,23
103613,2,2,175.47137,23
103614,0,2,6.3747435,32
103615,0,6,5.2832875,22
103616,0,6,13.501123,33
103617,0,3,9.265587,23
103618,2,2,73.08156,34
103619,2,2,89.73752,9
103620,0,2,30.977915,35
103621,0,5,6.4015446,23
103622,0,5,9.8339,23
103623,0,5,10.510618,9
103624,0,5,9.647442,16
103625,0,5,7.256712,9
103626,0,5,3.3262465,16
103627,0,5,4.4791417,16
103628,0,2,6.299452,16
103629,0,2,12.842528,15
103630,0,2,7.7776995,16
103631,0,2,15.380832,15
103632,0,2,8.969208,9
103633,0,2,27.95247,15
103634,2,2,66.23913,15
103635,2,2,30.786274,9
103636,2,2,56.051548,15
103637,2,2,56.19771,15
103638,2,2,64.38426,24
103639,2,2,87.01876,9
103640,2,2,53.682022,9
103641,2,2,62.094936,9
103642,2,2,109.20334,16
103643,5,2,101.20008,9
103644,2,2,91.76099,16
103645,5,2,108.48784,8
103646,5,2,109.13909,8
103647,5,2,115.14288,16
103648,2,2,128.8327,16
103649,5,2,114.10074,15
103650,2,2,49.45791,9
103651,5,2,122.08173,8
103652,5,2,113.97827,9
103653,2,2,131.81056,16
103654,5,2,125.76649,4
103655,2,2,80.20717,9
103656,5,2,126.60614,9
103657,5,2,135.00255,16
103658,5,2,130.65627,4
103659,5,2,130.95088,9
103660,2,2,67.56612,9
103661,5,2,133.54097,9
103662,5,2,131.188,15
103663,5,2,134.2608,16
103664,5,2,76.459625,9
103665,5,2,126.618034,9
103666,5,2,103.625046,9
103667,5,2,129.67258,9
103668,2,2,43.834663,9
103669,5,2,126.3714,9
103670,5,2,122.02782,9
103671,0,5,1.5524664,15
103672,0,3,3.8199253,33
103673,0,3,1.2967818,46
103674,0,5,6.584088,23
103675,0,3,4.6222935,23
103676,0,3,5.2196527,24
103677,0,5,9.232834,23
103678,0,5,8.254155,15
103679,0,3,4.767232,34
103680,0,3,7.131255,24
103681,0,3,11.13135,34
103682,0,3,1.8248672,33
103683,2,2,121.315216,16
103684,0,3,4.803639,23
103685,2,2,131.62332,16
103686,2,2,125.527626,16
103687,2,2,124.42641,16
103688,2,2,113.33697,16
103689,5,2,86.93883,15
103690,5,2,116.16627,16
103691,5,2,92.47642,8
103692,5,2,113.10573,9
103693,5,2,114.03172,9
103694,5,2,86.70243,15
103695,5,2,109.984795,9
103696,2,2,107.380844,16
103697,5,2,108.718094,9
103698,5,2,62.16997,16
103699,5,2,90.29854,9
103700,5,2,83.06035,15
103701,5,2,96.920334,8
103702,5,2,84.40487,8
103703,5,2,101.10989,16
103704,5,2,96.68677,9
103705,0,5,6.258795,14
103706,0,5,9.745172,34
103707,0,3,6.525947,14
103708,0,6,18.25748,16
103709,0,5,23.399967,25
103710,0,6,16.401001,24
103711,0,3,8.432079,14
103712,0,5,9.646767,24
103713,0,6,29.708372,16
103714,0,5,22.405142,25
103715,0,3,8.0791445,14
103716,0,5,29.691723,35
103717,0,5,16.704632,34
103718,0,5,40.11048,25
103719,0,3,7.0874414,8
103720,0,5,14.840947,24
103721,0,5,32.11038,46
103722,0,3,4.666346,22
103723,0,5,29.19486,46
103724,0,5,24.563448,35
103725,0,5,30.77008,35
103726,0,5,44.58863,24
103727,0,3,9.78367,25
103728,0,3,8.831409,14
103729,0,5,23.049742,24
103730,0,6,44.130783,16
103731,0,5,38.840477,47
103732,0,5,38.455105,25
103733,0,3,4.1865735,15
103734,0,6,41.681366,16
103735,0,5,16.038918,15
103736,0,5,23.442137,24
103737,0,6,28.761063,16
103738,0,5,19.545704,23
103739,0,5,10.69285,9
103740,0,5,42.509377,34
103741,0,3,8.250317,14
103742,0,5,38.436707,35
103743,0,6,36.35148,16
103744,0,5,19.020046,24
103745,0,5,40.92416,34
103746,0,5,29.43107,25
103747,0,5,15.543115,15
103748,0,5,14.867771,24
103749,0,3,6.762767,32
103750,0,3,5.109245,14
103751,0,3,7.5414047,14
103752,0,5,9.80962,15
103753,0,3,11.926755,25
103754,0,5,34.34001,35
103755,0,5,28.957148,46
103756,0,6,19.397015,16
103757,0,5,16.428568,15
103758,0,3,7.770976,23
103759,0,5,26.65013,35
103760,0,5,18.075245,35
103761,0,5,12.330032,25
103762,0,3,2.1758106,14
103763,0,3,4.9506574,14
103764,0,3,8.982213,33
103765,0,3,7.6742287,24
103766,0,5,12.232868,25
103767,0,3,12.013736,14
103768,0,5,13.42758,15
103769,0,3,6.673932,24
103770,0,5,13.564994,16
103771,0,3,3.4056854,15
103772,0,6,2.9749892,34
103773,0,6,3.4065347,33
103774,0,5,3.3204439,35
103775,0,3,9.257162,32
103776,0,6,4.7066793,13
103777,0,3,14.94405,33
103778,0,6,7.962883,13
103779,0,3,17.589651,33
103780,0,3,9.573208,32
103781,0,3,21.81198,32
103782,0,6,16.0476,34
103783,0,6,9.8828335,45
103784,0,3,23.094017,32
103785,0,6,13.431319,46
103786,0,3,17.39833,32
103787,0,3,29.275793,32
103788,0,6,11.631453,14
103789,0,6,12.285728,45
103790,0,6,9.425306,43
103791,0,6,11.021042,44
103792,0,6,8.244863,31
103793,0,5,4.6816287,44
103794,0,3,26.206715,32
103795,0,3,28.959347,32
103796,0,6,11.091174,32
103797,0,3,24.152666,32
103798,0,6,15.656368,45
103799,0,6,5.124206,58
103800,0,3,11.965273,32
103801,0,3,4.8428583,45
103802,0,3,19.903427,32
103803,0,3,9.911309,32
103804,0,3,6.3774586,32
103805,0,5,3.8968484,22
103806,0,3,2.3035564,33
103807,0,2,1.8172228,23
103808,0,2,4.8746114,15
103809,0,2,2.7787607,33
103810,0,5,2.6634672,23
103811,0,2,10.91395,9
103812,0,5,2.9078357,15
103813,0,2,2.2039115,33
103814,2,2,23.806894,9
103815,0,2,14.440932,9
103816,2,2,148.42157,36
103817,0,2,119.348976,35
103818,0,3,7.4767222,15
103819,0,6,48.143135,24
103820,2,2,138.04564,35
103821,2,2,126.18265,24
103822,2,2,106.07764,23
103823,0,3,6.6884413,16
103824,2,2,82.20615,15
103825,2,2,97.2552,23
103826,0,6,70.460724,24
103827,0,2,103.98611,34
103828,2,2,99.88747,33
103829,2,2,58.24228,15
103830,0,3,2.73944,9
103831,0,2,64.366394,33
103832,0,6,4.389338,33
103833,0,3,3.4882042,24
103834,0,6,36.94679,24
103835,0,2,23.861347,23
103836,0,6,16.06226,34
103837,0,6,22.222258,34
103838,0,2,4.337247,33
103839,0,6,27.256178,48
103840,0,2,13.552283,23
103841,0,6,9.017066,46
103842,0,6,21.239832,47
103843,0,6,38.68203,48
103844,0,2,2.8987334,24
103845,0,2,3.707527,25
103846,0,6,52.477432,48
103847,0,6,58.82376,48
103848,0,6,56.092354,48
103849,0,6,53.62188,48
103850,0,6,42.883858,46
103851,0,2,31.89645,46
103852,0,2,59.300728,46
103853,0,2,49.973362,62
103854,2,6,79.95178,48
103855,2,2,22.107433,35
103856,0,7,28.313238,34
103857,0,7,31.081268,23
103858,0,5,18.42778,62
103859,0,7,6.2890596,48
103860,0,7,30.869476,15
103861,0,7,29.060114,33
103862,0,7,27.876986,15
103863,0,5,26.480564,63
103864,0,7,34.45903,64
103865,0,7,29.868984,64
103866,0,7,16.839865,79
103867,0,7,31.503761,33
103868,0,7,15.162802,61
103869,0,7,26.4914,59
103870,0,7,27.620388,60
103871,0,7,61.74224,80
103872,0,7,27.26195,60
103873,0,7,30.969517,60
103874,0,7,48.976402,79
103875,0,7,60.454597,64
103876,0,7,92.83615,79
103877,0,7,55.464508,117
103878,0,7,105.32617,79
103879,0,7,107.45136,79
103880,0,7,36.90172,95
103881,0,7,70.29271,63
103882,6,7,120.49771,79
103883,0,7,127.06386,79
103884,0,7,106.93132,63
103885,0,7,52.440903,118
103886,0,7,94.0647,97
103887,6,7,131.96188,79
103888,6,7,124.95508,79
103889,6,7,109.07046,97
103890,0,5,61.50083,97
103891,0,7,52.698063,96
103892,0,7,42.882828,60
103893,0,7,116.38301,63
103894,0,7,56.345047,96
103895,0,7,56.121155,76
103896,0,7,25.053051,60
103897,0,5,68.541435,79
103898,6,5,105.79677,63
103899,0,7,43.72841,60
103900,0,7,96.08333,63
103901,0,7,55.780518,94
103902,0,7,54.11634,60
103903,0,5,53.17074,49
103904,0,5,43.323025,60
103905,0,5,50.58722,79
103906,0,7,48.670193,60
103907,0,5,30.875513,77
103908,0,5,31.385529,46
103909,0,5,55.786713,49
103910,0,5,25.027554,47
103911,0,5,28.461761,35
103912,0,6,6.523085,47
103913,0,6,13.542501,23
103914,0,6,10.235245,22
103915,0,6,2.799797,32
103916,0,6,17.243698,22
103917,0,6,13.687624,32
103918,0,6,16.7188,22
103919,0,6,14.68865,14
103920,0,6,8.677049,22
103921,0,6,7.872375,34
103922,0,6,9.787293,22
103923,0,6,9.361772,22
103924,0,6,7.5788536,9
103925,0,6,7.9875174,8
103926,0,6,4.5907664,15
103927,0,6,9.851593,23
103928,0,5,6.6515527,23
103929,0,2,7.188033,24
103930,0,6,6.5016947,15
103931,0,2,24.533592,15
103932,0,2,25.183006,15
103933,0,2,7.2536783,32
103934,0,2,14.253849,15
103935,0,2,9.565895,23
103936,0,2,49.073273,15
103937,0,2,25.021542,23
103938,0,2,50.160614,15
103939,0,2,61.130966,23
103940,0,3,5.148643,22
103941,2,2,74.697235,24
103942,0,2,74.32482,15
103943,0,2,62.762867,9
103944,0,2,19.160727,23
103945,5,2,65.52337,9
103946,5,2,95.58827,15
103947,5,2,64.15809,9
103948,0,2,42.27822,15
103949,5,2,102.91939,9
103950,5,2,92.08448,9
103951,2,2,101.557205,15
103952,5,2,115.83426,15
103953,2,2,98.1232,16
103954,2,2,114.877495,15
103955,0,3,10.432938,23
103956,0,2,60.886692,15
103957,2,2,98.50897,15
103958,2,2,95.03224,16
103959,6,5,39.199394,47
103960,6,5,35.328613,47
103961,6,5,41.04049,47
103962,6,7,35.273808,35
103963,0,7,28.381847,35
103964,0,5,17.167967,47
103965,6,7,27.370264,35
103966,0,5,13.848282,34
103967,0,5,10.771817,46
103968,0,7,13.411484,47
103969,0,5,12.525238,35
103970,6,7,27.165138,47
103971,0,5,16.591724,47
103972,6,5,29.575586,77
103973,0,5,20.951138,61
103974,0,5,19.477661,47
103975,6,5,30.940693,62
103976,0,5,35.240547,47
103977,0,5,45.737938,47
103978,6,5,34.69483,62
103979,6,5,60.56725,47
103980,6,5,36.929955,61
103981,6,5,55.35383,47
103982,0,5,52.173515,47
103983,0,5,42.556313,61
103984,6,5,58.64923,47
103985,0,5,62.95306,47
103986,6,5,66.41654,47
103987,0,5,65.115906,35
103988,0,5,54.58423,47
103989,6,5,46.544937,47
103990,0,5,52.0607,35
103991,6,5,54.063335,25
103992,6,5,54.504242,46
103993,0,5,52.27088,47
103994,0,5,52.040215,47
103995,0,5,63.030922,25
103996,6,5,59.19234,35
103997,0,5,55.29246,35
103998,0,5,49.62763,35
103999,0,5,70.58525,35
104000,0,5,54.244713,47
104001,6,5,46.208878,36
104002,0,5,41.37313,47
104003,0,6,6.8790097,24
104004,2,2,110.69915,24
104005,5,2,128.96161,24
104006,0,6,22.710245,34
104007,0,6,29.358765,23
104008,0,6,29.22757,33
104009,0,2,31.525932,47
104010,0,6,24.259369,34
104011,0,6,25.301983,33
104012,5,2,117.25846,16
104013,0,2,53.859207,46
104014,0,2,91.89477,24
104015,5,2,116.53934,15
104016,0,6,12.199562,34
104017,0,6,21.239876,23
104018,0,2,80.813995,24
104019,5,2,104.06336,16
104020,5,2,101.74039,16
104021,0,6,6.4087477,16
104022,0,6,15.623778,23
104023,0,6,8.448068,16
104024,0,6,11.969822,33
104025,0,2,17.379177,46
104026,5,2,110.87583,16
104027,5,2,106.45326,24
104028,0,2,55.92695,16
104029,5,2,116.39925,24
104030,0,2,29.2832,34
104031,0,2,86.53018,24
104032,5,2,118.508705,16
104033,5,2,111.00943,16
104034,5,2,105.903595,16
104035,0,6,8.145915,25
104036,0,6,11.403428,34
104037,5,2,120.80665,16
104038,0,5,15.749833,33
104039,5,2,114.25155,24
104040,5,2,113.73175,15
104041,0,2,47.605263,24
104042,5,2,108.885605,24
104043,0,2,79.81614,24
104044,0,5,13.813121,35
104045,0,2,79.80707,24
104046,0,6,2.9438422,24
104047,0,5,9.136244,34
104048,0,2,50.83349,24
104049,0,2,27.10749,24
104050,5,2,96.40952,24
104051,0,5,13.542868,46
104052,0,6,9.091935,24
104053,5,2,82.46223,23
104054,0,2,27.936441,24
104055,0,2,56.508335,24
104056,0,2,12.707148,34
104057,0,5,10.791115,47
104058,0,2,50.40936,23
104059,0,2,21.757761,34
104060,0,5,4.9002123,16
104061,0,5,5.9696207,47
104062,0,5,6.7734933,34
104063,0,2,21.319555,33
104064,5,2,89.68443,15
104065,5,2,116.02623,9
104066,5,2,76.562096,9
104067,5,2,86.72669,9
104068,5,2,86.837685,8
104069,5,2,75.22203,9
104070,5,2,94.45326,9
104071,5,2,70.118256,9
104072,2,2,66.22741,15
104073,0,2,55.092033,15
104074,5,2,74.95738,9
104075,5,2,129.92781,9
104076,5,2,95.35985,9
104077,5,2,111.72348,9
104078,5,2,80.40694,9
104079,5,2,66.681206,8
104080,5,2,78.15434,8
104081,5,2,53.035965,4
104082,5,2,47.776974,3
104083,5,2,52.367046,8
104084,5,2,51.209324,8
104085,5,2,59.42888,9
104086,5,2,129.98134,9
104087,5,2,152.88174,9
104088,5,2,49.467415,4
104089,2,2,73.1774,15
104090,2,2,90.554436,15
104091,2,2,89.94526,15
104092,2,2,76.450516,15
104093,0,2,60.276314,15
104094,2,2,96.812744,15
104095,2,2,93.135994,15
104096,0,2,84.84995,15
104097,0,2,30.991556,23
104098,0,7,7.4940457,8
104099,0,6,8.757994,7
104100,0,7,8.999534,7
104101,0,7,3.2475433,3
104102,0,6,1.4966127,3
104103,0,7,2.3530114,3
104104,0,6,3.0975056,3
104105,0,3,1.1215194,3
104106,0,7,2.0221765,3
104107,0,7,1.6683427,7
104108,0,3,2.328152,3
104109,0,3,2.6489375,13
104110,0,6,1.2741389,15
104111,0,7,5.490548,3
104112,0,7,4.388908,3
104113,0,6,2.4108148,24
104114,0,3,2.5207086,13
104115,0,6,2.6079357,14
104116,0,3,9.663279,3
104117,0,3,6.714826,7
104118,0,5,9.466106,7
104119,0,5,8.706072,8
104120,0,3,9.720301,13
104121,0,5,7.810983,8
104122,0,6,6.5148168,46
104123,0,3,5.1000566,13
104124,0,6,3.9238553,33
104125,0,6,16.794453,61
104126,0,6,14.059814,61
104127,0,6,19.907394,61
104128,0,6,25.290281,61
104129,0,6,21.539684,61
104130,0,6,18.683641,61
104131,0,6,16.255974,61
104132,0,6,2.6126153,32
104133,0,6,9.257891,46
104134,0,6,1.6196116,14
104135,0,5,3.483585,8
104136,0,6,22.684029,47
104137,0,6,9.334684,45
104138,0,6,9.664912,61
104139,0,6,12.90416,61
104140,0,3,12.102281,25
104141,0,7,5.8945756,45
104142,0,7,5.2656355,33
104143,0,3,7.3785877,24
104144,0,3,9.032469,24
104145,0,3,7.5149593,24
104146,0,7,3.1683857,44
104147,0,3,3.2824352,32
104148,0,3,4.693288,33
104149,0,3,6.7210903,23
104150,0,5,4.456311,9
104151,0,2,3.369492,15
104152,0,5,3.0340142,9
104153,0,2,7.821962,25
104154,2,2,16.134012,16
104155,2,2,46.125042,24
104156,2,2,38.413067,24
104157,2,2,20.313713,16
104158,2,2,20.22938,16
104159,2,2,69.73082,24
104160,2,2,85.72453,23
104161,2,2,56.00493,15
104162,2,2,77.210815,16
104163,2,2,35.126633,15
104164,2,2,107.04059,23
104165,2,2,118.13168,16
104166,2,2,132.65172,16
104167,2,2,59.8058,15
104168,2,2,106.211784,16
104169,2,2,56.15321,15
104170,2,2,63.2733,15
104171,2,2,141.1143,16
104172,2,2,122.438416,9
104173,2,2,132.35109,16
104174,2,2,122.247765,9
104175,2,2,106.34807,16
104176,2,2,138.06647,9
104177,2,2,80.53801,9
104178,2,2,137.35252,16
104179,2,2,105.953636,16
104180,5,2,80.75332,9
104181,2,2,127.68348,15
104182,2,2,111.27493,16
104183,2,2,117.81418,16
104184,5,2,97.39051,16
104185,2,2,107.846176,16
104186,2,2,104.89753,16
104187,2,2,106.19575,16
104188,2,2,110.0699,16
104189,5,2,95.83673,9
104190,5,2,109.88667,9
104191,5,2,108.69772,15
104192,5,2,128.46997,16
104193,5,2,109.46936,16
104194,5,2,96.224945,9
104195,5,2,103.08443,9
104196,2,2,114.78996,16
104197,5,2,133.80212,15
104198,5,2,124.095856,16
104199,2,2,104.20068,16
104200,0,5,10.106029,8
104201,0,5,10.193683,8
104202,0,5,8.548212,9
104203,0,5,18.546482,9
