C_state,I_state,sender,receiver,composition_pair_availability
0,0,T_Cell_&_Tumor_Hybrid,Mast_Cells,0.00011538587568793446
0,0,T_Cell_&_Tumor_Hybrid,Myoepi_ACTA2+,4.921999425278045e-05
0,0,T_Cell_&_Tumor_Hybrid,Myoepi_KRT15+,0.0
0,0,T_Cell_&_Tumor_Hybrid,Perivascular-Like,6.320278771454468e-05
0,0,T_Cell_&_Tumor_Hybrid,Prolif_Invasive_Tumor,0.00035435098106972873
0,0,T_Cell_&_Tumor_Hybrid,Stromal,0.004502574913203716
0,0,T_Cell_&_Tumor_Hybrid,Stromal_&_T_Cell_Hybrid,4.052553777000867e-05
0,0,T_Cell_&_Tumor_Hybrid,T_Cell_&_Tumor_Hybrid,0.0018402260029688478
0,0,T_Cell_&_Tumor_Hybrid,Unlabeled,0.0005635899724438787
0,0,Unlabeled,B_Cells,0.0006818553083576262
0,0,Unlabeled,CD4+_T_Cells,0.0009500115411356091
0,0,Unlabeled,CD8+_T_Cells,0.001873982953839004
0,0,Unlabeled,DCIS_1,9.989315003622323e-06
0,0,Unlabeled,DCIS_2,0.00014922465197741985
0,0,Unlabeled,Endothelial,0.00257141818292439
0,0,Unlabeled,IRF7+_DCs,3.718612788361497e-05
0,0,Unlabeled,Invasive_Tumor,0.006762201897799969
0,0,Unlabeled,LAMP3+_DCs,9.623575351724867e-06
0,0,Unlabeled,Macrophages_1,0.0038134444039314985
0,0,Unlabeled,Macrophages_2,0.00016359607980120927
0,0,Unlabeled,Mast_Cells,2.6635307222022675e-05
0,0,Unlabeled,Myoepi_ACTA2+,0.00022316821559797972
0,0,Unlabeled,Myoepi_KRT15+,0.0
0,0,Unlabeled,Perivascular-Like,0.00022944435477256775
0,0,Unlabeled,Prolif_Invasive_Tumor,0.0015801439294591546
0,0,Unlabeled,Stromal,0.01592716947197914
0,0,Unlabeled,Stromal_&_T_Cell_Hybrid,0.00016718693950679153
0,0,Unlabeled,T_Cell_&_Tumor_Hybrid,0.0005635899724438787
0,0,Unlabeled,Unlabeled,0.004105907399207354
0,1,B_Cells,B_Cells,0.0019953548908233643
0,1,B_Cells,CD4+_T_Cells,0.00011384430399630219
0,1,B_Cells,CD8+_T_Cells,0.0006229157443158329
0,1,B_Cells,DCIS_1,0.002032847609370947
0,1,B_Cells,DCIS_2,0.0004419611068442464
0,1,B_Cells,Endothelial,0.0012782710837200284
0,1,B_Cells,IRF7+_DCs,0.0
0,1,B_Cells,Invasive_Tumor,4.11327819165308e-05
0,1,B_Cells,LAMP3+_DCs,1.7699574073049007e-06
0,1,B_Cells,Macrophages_1,0.0006403343286365271
0,1,B_Cells,Macrophages_2,0.000166143145179376
0,1,B_Cells,Mast_Cells,2.9964961868245155e-05
0,1,B_Cells,Myoepi_ACTA2+,0.002195012290030718
0,1,B_Cells,Myoepi_KRT15+,0.00014974585792515427
0,1,B_Cells,Perivascular-Like,0.0003911002422682941
