C_state,region_A,region_B,I_state_A,I_state_B,n_A,n_B,composition_JS,CCC_soft_JS,CCC_common_support_cosine,common_support_features,structural_zero_excluded_features,total_opportunity_median_A,total_opportunity_median_B,display_score
1,78,328,0,2,29940,38,0.28676026828547446,0.7560617696968089,0.8336575716657291,673,2671,74.2375717163086,148.32931518554688,0.8772721385087
1,19,328,0,2,1626,38,0.27981587472211294,0.7279446103967666,0.7799350742441825,673,2671,110.65777587890625,148.32931518554688,0.8772073744656966
0,929,3892,6,3,287,47,0.2798457113964915,0.5439010449055596,0.7738685019422087,890,2454,5.11663293838501,73.59689331054688,0.875070161046587
7,1394,4355,0,2,51,31,0.291210165765255,,0.8701127546550174,410,2934,473.7015075683594,75.49816131591797,0.873753292172186
7,330,4358,0,4,525,33,0.294530701186593,0.9128550577975267,0.9521285016154699,809,2535,54.030757904052734,66.26483154296875,0.8687880488752644
0,45,4773,3,5,37,34,0.2853020228541841,0.6182068915468413,0.7822247749906797,1458,1886,11.70928955078125,59.4633674621582,0.8664565433271448
0,1011,3922,7,5,61,32,0.2073874012359136,0.49879768626900156,0.653299940350432,922,2422,40.15950393676758,16.425308227539062,0.8664565433271447
0,3577,4961,6,3,86,41,0.20732329041488318,0.5678617766811536,0.6523319563972868,747,2597,50.67858123779297,21.17011070251465,0.8653123785674194
0,3518,4021,6,3,64,31,0.2905082562675109,0.7331710683466964,0.8033281069322791,383,2961,43.889060974121094,1.3702216148376465,0.8629808730192996
0,682,3510,3,7,129,44,0.2412168488099153,0.686096419042609,0.6717920799039849,1048,2296,3.8970553874969482,103.20319366455078,0.8626354647899486
0,961,3513,7,6,47,31,0.2662846644926959,0.4617902000984631,0.7079920812847331,1181,2163,7.274176597595215,39.85842514038086,0.862311644574932
1,1680,3675,0,6,118,67,0.2503362153227433,0.6748349044638826,0.6804725546833275,760,2584,58.98744201660156,49.203861236572266,0.8598290229264712
0,3569,4961,6,3,41,41,0.2709305377234911,0.44510206090068777,0.7142541486680354,950,2394,88.25746154785156,21.17011070251465,0.859764258883468
0,820,3513,3,6,305,31,0.26962860964748514,0.5646539080699348,0.7092629424633345,1521,1823,7.126079082489014,39.85842514038086,0.8584473900090669
0,625,3892,6,3,646,47,0.27185448875366,0.5382570796316626,0.7130829228316149,937,2407,18.28583335876465,73.59689331054688,0.8574759293640171
7,1359,1394,2,0,31,51,0.2995845071564633,,0.9300419107953364,170,3174,436.34332275390625,473.7015075683594,0.8572168731920038
0,917,3569,3,6,120,41,0.2914175236371358,0.46253589306774234,0.7868942467189979,1077,2267,2.369907855987549,88.25746154785156,0.8559215923319372
