C_state,region_A,region_B,I_state_A,I_state_B,n_A,n_B,composition_JS,CCC_soft_JS,CCC_common_support_cosine,common_support_features,structural_zero_excluded_features,total_opportunity_median_A,total_opportunity_median_B,display_score
1,478,2895,6,5,39,53,0.37895357821253545,0.5918299624562239,0.5617753216143169,561,2783,45.73065185546875,125.01819610595703,0.3341176978541514
6,2233,4688,3,6,75,47,0.4355566939142418,inf,0.6799941865362639,907,2437,289.38323974609375,235.09852600097656,0.33411769785415135
0,638,1139,5,3,2016,256,0.2891165389330632,0.5447429533197012,0.4644058286054893,2362,982,30.777111053466797,8.291614532470703,0.3340745218254825
0,206,704,6,7,123,81,0.270667559496768,0.4845267871131156,0.4510695054972954,1392,1952,125.54753112792969,26.821136474609375,0.33405293381114803
0,621,993,6,5,138,37,0.3340690376024684,0.5065284077125385,0.5066906918876277,970,2374,4.598821640014648,14.287792205810547,0.33405293381114803
0,1011,5476,7,3,61,64,0.30302662949385484,0.4100858415410829,0.47642379761965725,1130,2214,40.15950393676758,93.19011688232422,0.3340097577824792
0,169,401,6,7,220,297,0.4386660032485466,0.7117467325233187,0.6903934469312332,1780,1564,37.544677734375,62.510093688964844,0.33390181771080696
0,721,3886,3,2,44,58,0.4504034582574693,0.8671300438401851,0.7455551713854487,396,2948,31.275745391845703,60.18693923950195,0.3338802296964726
0,419,464,5,7,30,2403,0.398491873968273,0.6226098333940595,0.5942737218738509,1247,2097,36.59312438964844,7.282663345336914,0.3337291135961314
0,876,1098,4,3,32,38,0.4222544125976128,0.6967582564361336,0.6434414746441887,685,2659,22.293630599975586,5.007700443267822,0.33372911359613133
0,637,4540,6,7,536,48,0.25011066818224786,0.43900514960423265,0.4394756365724848,1258,2086,9.726129531860352,15.384403228759766,0.333707525581797
0,432,1110,6,7,3927,85,0.30684907082462487,0.4077446683653908,0.47969012231216135,1783,1561,6.54338264465332,16.42220115661621,0.33366434955312807
6,231,271,6,5,39,50,0.28335860645764493,0.46332567337865055,0.4602454256502273,1108,2236,197.72335815429688,140.69456481933594,0.33364276153879363
0,434,985,3,7,45,369,0.3724254539537509,0.5362029349224237,0.5527552900616632,1256,2088,5.069018363952637,30.067394256591797,0.3335995855101248
0,446,4650,5,7,63,99,0.37171932692515885,0.5596981829385117,0.5516559978102071,1216,2128,3.209841251373291,48.94568634033203,0.33359958551012475
0,3890,4099,7,5,60,50,0.30951094287521425,0.5268581237341041,0.4820689841400707,904,2440,84.10357666015625,35.24066162109375,0.3335779974957903
6,321,1376,5,7,71,30,0.25716889858217234,0.558872091537426,0.44296083040506007,830,2514,188.4753875732422,238.65786743164062,0.3335348214671215
0,586,1191,7,5,110,36,0.27140143654512155,0.4804354001288329,0.4515171318663048,1128,2216,3.4741907119750977,25.77268409729004,0.33347005742411817
0,720,772,6,5,42,45,0.3368486221753608,0.438784143912313,0.5095005815925034,611,2733,6.7813615798950195,4.929305076599121,0.3334052933811148
0,45,4532,3,5,37,48,0.33975632083779844,0.5387081294829028,0.512598245823481,880,2464,11.70928955078125,45.53275680541992,0.3333621173524459
0,533,986,7,6,71,621,0.401026060535423,0.555544723456021,0.5986563400253553,1490,1854,60.53845977783203,17.616920471191406,0.33334052933811154
0,713,1140,5,6,151,70,0.3785155864131016,0.5789852671098059,0.5608704343788293,1137,2207,46.72763442993164,70.71290588378906,0.3332973533094426
0,1047,4731,4,2,157,58,0.3736336890196169,0.6622150394124077,0.554342501100725,2305,1039,48.92235565185547,104.88316345214844,0.3332973533094426
0,923,2361,2,7,32,56,0.4528678975724937,0.7243823097693528,0.764461003370496,1188,2156,14.49146842956543,54.257041931152344,0.33329735330944255
0,209,917,6,3,90,120,0.44591278827515823,0.5397976062743276,0.7185030475670163,1389,1955,51.217254638671875,2.369907855987549,0.3332541772807738
0,401,984,7,3,297,49,0.3075174854224282,0.4831154481025416,0.48003389736684143,1437,1907,62.510093688964844,46.31055450439453,0.3332541772807737
0,820,5786,3,6,305,37,0.3526907920522743,0.41887438988992587,0.5270536026904857,900,2444,7.126079082489014,13.646663665771484,0.33321100125210484
0,792,3174,2,6,31,36,0.4052118344707077,0.5461857078105431,0.6063465081877738,1103,2241,26.66497039794922,49.22881317138672,0.3331894132377704
0,1110,3609,7,3,85,45,0.2518907008938419,0.45977297162636666,0.4399942022480434,1066,2278,16.42220115661621,25.414535522460938,0.3331678252234359
0,238,929,0,6,49,287,0.401901861206429,0.5941074932119331,0.5999867861248762,1182,2162,32.42852783203125,5.11663293838501,0.33312464919476703
0,801,1099,4,7,89,85,0.4105680571014914,0.6378655248777848,0.6174430285631713,1567,1777,33.52984619140625,8.241405487060547,0.33312464919476703
0,364,4550,5,2,58,56,0.391185670282781,0.5270868407839795,0.5815192661961156,1080,2264,97.06150817871094,26.298667907714844,0.33301670912309483
0,1044,2070,5,6,71,46,0.347791015956091,0.36687002032916016,0.5212046978930456,1325,2019,39.28477096557617,125.80560302734375,0.3329951211087604
1,423,507,6,0,37,468,0.31323628937178133,0.4770477537981369,0.4852414354664861,1041,2303,90.52023315429688,67.83894348144531,0.3329519450800915
6,914,3935,3,7,66,31,0.30590770250999205,inf,0.4787196006258896,1284,2060,257.0982666015625,178.2161865234375,0.3329519450800915
0,961,5524,7,6,47,77,0.3547581665856747,0.41074384833797917,0.529025814010788,1240,2104,7.274176597595215,33.37791442871094,0.3329303570657571
0,3174,3886,6,2,36,58,0.4566342284565646,0.7059132662725336,0.8034547383536118,819,2525,49.22881317138672,60.18693923950195,0.33290876905142264
0,420,3513,7,6,91,31,0.25787167619678547,0.4049795004487843,0.4431256073719768,1345,1999,108.19209289550781,39.85842514038086,0.33288718103708825
0,533,693,7,5,71,149,0.25013894521166424,0.5066944329180801,0.4392796459979129,1511,1833,60.53845977783203,27.66883087158203,0.3328871810370882
0,169,1810,6,5,220,47,0.2737211520352668,0.4702256259659047,0.45272835224214647,1756,1588,37.544677734375,44.830074310302734,0.33286559302275376
0,927,4917,5,6,49,55,0.430226478895596,0.6253249721824263,0.6634319439847725,652,2692,55.438446044921875,23.28876495361328,0.33286559302275376
0,778,3609,0,3,42,45,0.4093625034443916,0.6339923049750865,0.6142585973516259,743,2601,3.4147133827209473,25.414535522460938,0.33282241699408494
0,246,1495,7,6,48,32,0.4283231606926361,0.6852774981808153,0.6583816940452558,1314,2030,76.06794738769531,68.454833984375,0.3328008289797505
0,588,4217,3,6,197,33,0.3847968892700429,0.701758574920404,0.570383259263273,1013,2331,2.343207359313965,39.855751037597656,0.332779240965416
0,751,1110,6,7,33,85,0.4129728232371247,0.43705022210715266,0.6218032387382398,1436,1908,82.81951904296875,16.42220115661621,0.332779240965416
0,818,1098,7,3,48,38,0.30013199314053385,0.4460405287118231,0.47320238916558155,745,2599,34.36449432373047,5.007700443267822,0.3327360649367471
0,880,1011,3,7,57,61,0.3595916662678329,0.38266812880096296,0.5350480519265755,1309,2035,68.99845886230469,40.15950393676758,0.33273606493674707
0,704,2070,7,6,81,46,0.3280153280829511,0.434152118896427,0.5000121069056283,1565,1779,26.821136474609375,125.80560302734375,0.33269288890807824
0,926,4961,7,3,46,41,0.42277691773262444,0.631695886461499,0.6441027905189896,851,2493,2.1983134746551514,21.17011070251465,0.33269288890807824
0,1495,2123,6,2,32,50,0.3649493524553286,0.41664470017601885,0.5418775414803381,1527,1817,68.454833984375,100.04075622558594,0.3326497128794093
0,242,1066,3,5,253,38,0.2571741754126502,0.357124405261115,0.442597245877581,1359,1985,57.62660217285156,42.052581787109375,0.3326065368507405
0,420,702,7,3,91,47,0.4484783961002266,0.4652446118567165,0.7312254299653889,1007,2337,108.19209289550781,3.347684383392334,0.3326065368507405
0,622,5988,7,3,65,42,0.26784976752479117,0.5272204595959115,0.4485315821618979,820,2524,25.606277465820312,40.210052490234375,0.33258494883640605
0,789,1097,3,5,55,85,0.3448405529094463,0.5239676897895472,0.517820844017906,1370,1974,20.174013137817383,36.01165008544922,0.33254177280773717
0,708,4021,7,3,54,31,0.4254654064879295,0.7219560310069114,0.6504725657149275,505,2839,51.846275329589844,1.3702216148376465,0.33252018479340273
6,3845,4078,5,6,53,32,0.37563802932265067,0.3959772198660291,0.557040597378325,1041,2303,111.02661895751953,235.0806121826172,0.33252018479340273
0,751,5476,6,3,33,64,0.3267831560799764,0.45845952449603766,0.4985783769765946,1362,1982,82.81951904296875,93.19011688232422,0.33245542075039936
0,45,541,3,7,37,50,0.38931399473988676,0.5356319110738855,0.5775562005698021,1130,2214,11.70928955078125,99.34632873535156,0.33236906869306165
0,621,778,6,0,138,42,0.31568911029995794,0.42972345034954756,0.48715830165958773,1062,2282,4.598821640014648,3.4147133827209473,0.3323690686930616
0,986,4924,6,4,621,40,0.43195905066641954,0.6292221282101758,0.6674619489791807,856,2488,17.616920471191406,31.230308532714844,0.3323258926643927
0,793,970,3,7,46,131,0.3386003106996227,0.5416950140402762,0.5109057962149319,1427,1917,10.719075202941895,13.427836418151855,0.3323043046500582
0,45,5364,3,6,37,30,0.2975443730675608,0.49816406890771453,0.47039504552650135,1261,2083,11.70928955078125,24.215423583984375,0.33228271663572384
1,40,2895,6,5,84,53,0.3589695388122865,0.6294665023656231,0.5341782212160773,481,2863,124.87911987304688,125.01819610595703,0.3322827166357238
0,419,4475,5,7,30,35,0.3671721880689672,0.49803484871695414,0.54497743491873,732,2612,36.59312438964844,9.042522430419922,0.3322179525927205
0,169,636,6,7,220,40,0.4244776160894768,0.6315663136080171,0.6477684173607616,1295,2049,37.544677734375,41.72966003417969,0.3321747765640517
0,446,789,5,3,63,55,0.3564915649630026,0.5659414064704241,0.5308364561394285,1233,2111,3.209841251373291,20.174013137817383,0.33213160053538276
0,399,4219,5,3,2945,41,0.2784206384985647,0.385192022308606,0.45583601467309975,1196,2148,75.42094421386719,17.077041625976562,0.3321100125210483
0,206,698,6,2,123,51,0.45188283554161274,0.7309159271279919,0.7538735106974623,659,2685,125.54753112792969,54.125762939453125,0.33206683649237945
0,673,5221,7,5,63,83,0.2209317348695264,0.4261177256113925,0.42792086710523014,1406,1938,18.70172119140625,22.526992797851562,0.3319373084063728
1,239,371,6,2,119,36,0.38560404758358435,0.7947992326700194,0.5712728344194207,407,2937,63.04586410522461,89.80370330810547,0.3318941323777039
0,315,3510,5,7,48,44,0.2966514307109988,0.49710318200907677,0.4694763248902015,1094,2250,36.62677764892578,103.20319366455078,0.33187254436336944
0,847,970,5,7,40,131,0.34220428349646786,0.5532435703623576,0.5146749318506224,1279,2065,17.092174530029297,13.427836418151855,0.33185095634903505
0,4975,5938,4,6,58,101,0.44115593151958526,0.6595184530909622,0.6962692783881579,1373,1971,47.29572296142578,26.278905868530273,0.33185095634903505
0,895,3901,3,6,78,65,0.31174358668417335,0.4541702037687529,0.48336598297453093,1311,2033,77.6036605834961,67.24130249023438,0.33185095634903494
0,934,5832,4,5,265,37,0.38443090554917003,0.5648559802057306,0.5692909354265311,1752,1592,19.690345764160156,54.635955810546875,0.33182936833470056
0,1011,1495,7,6,61,32,0.4477405961845843,0.5939967022376159,0.725834471880505,1357,1987,40.15950393676758,68.454833984375,0.33182936833470056
0,541,2109,7,5,50,35,0.3553528066059986,0.591263394841248,0.5293561896959202,1379,1965,99.34632873535156,96.73247528076172,0.3318077803203662
2,62,4159,6,2,51,119,0.44537464749567984,0.6649834875939945,0.7144684116463551,399,2945,111.14784240722656,90.07093811035156,0.3317430162773629
0,547,893,3,5,32,692,0.4194328721940722,0.6082528144556226,0.6352442074487394,777,2567,17.406089782714844,98.23236083984375,0.3317430162773628
0,413,3510,5,7,525,44,0.21073015819702454,0.5279726644894481,0.4254791774150608,1072,2272,145.2908172607422,103.20319366455078,0.3316998402486939
0,918,5583,6,7,60,36,0.4119806097421228,0.556890073789672,0.6193068055498141,1461,1883,3.6345162391662598,96.82612609863281,0.3316998402486939
0,845,1148,7,3,198,62,0.2804735603828035,0.4542690743719669,0.45735066940456337,1270,2074,7.131406307220459,38.21673583984375,0.3316782522343595
0,1495,1688,6,5,32,44,0.30864126018848864,0.49371986918774374,0.48039084992252257,1727,1617,68.454833984375,137.80755615234375,0.3316350762056906
1,388,594,6,5,48,39,0.3576780597276995,0.5437377019951977,0.5321711294715967,551,2793,67.89134216308594,82.17440032958984,0.33157031216268734
0,541,1112,7,6,50,133,0.29910937401501464,0.4513821044117616,0.4719023576571152,1096,2248,99.34632873535156,11.277910232543945,0.3315703121626873
0,621,3787,6,5,138,62,0.3442421332125137,0.48107426945345044,0.5168211036427064,1459,1885,4.598821640014648,57.529541015625,0.33154872414835285
6,1088,2819,5,6,88,41,0.32209161614411874,0.4227236499307835,0.4930415063993032,968,2376,111.68695831298828,254.84228515625,0.3315055481196839
0,24,697,6,7,35,39,0.42321541647890065,0.5534750755918569,0.6443693687659651,1124,2220,60.420570373535156,10.327139854431152,0.33139760804801177
6,321,4078,5,6,71,32,0.3571458648603722,0.4688517782431333,0.5312641040517643,1143,2201,188.4753875732422,235.0806121826172,0.3313544320193429
0,4021,5018,3,6,31,56,0.4553133087400545,0.7197041615818549,0.7835627367556683,537,2807,1.3702216148376465,84.93281555175781,0.33126807996200514
1,2592,2758,6,7,46,36,0.25913599604224535,0.5492308803381108,0.443315332789766,1027,2317,42.396209716796875,86.44670867919922,0.33124649194767064
0,432,856,6,4,3927,218,0.43935342893763435,0.6632920822750629,0.6898349154122553,2072,1272,6.54338264465332,38.52228927612305,0.3311817279046674
0,835,3886,6,2,942,58,0.45980513965601577,0.7932010560190473,0.8499969778161252,861,2483,9.173786163330078,60.18693923950195,0.3311817279046674
0,708,3569,7,6,54,41,0.4277010973834365,0.6754845903385427,0.655650016960781,993,2351,51.846275329589844,88.25746154785156,0.3311601398903329
1,477,594,6,5,143,39,0.3673683943302363,0.5668777077653129,0.5448434911281227,538,2806,64.51844024658203,82.17440032958984,0.33113855187599844
0,4197,5193,6,2,52,46,0.38006546121122264,0.638510236265894,0.5621140356870067,978,2366,43.433719635009766,23.737579345703125,0.3311385518759984
0,964,4550,6,2,168,56,0.45162291211515726,0.734325757088722,0.7496026817072341,1010,2334,8.867231369018555,26.298667907714844,0.33105219981866074
0,2071,2253,7,2,33,65,0.41530673089152087,0.6458433639213076,0.6255120158286498,1554,1790,166.46517944335938,57.40523910522461,0.33103061180432625
0,819,820,5,3,204,305,0.29365976357611895,0.44994742818376493,0.46693747727839197,2185,1159,49.63808059692383,7.126079082489014,0.33100902378999175
0,432,934,6,4,3927,265,0.4180540374946544,0.6146125834674455,0.6314488741489876,2447,897,6.54338264465332,19.690345764160156,0.33098743577565737
0,639,1064,5,7,168,37,0.22484950337636286,0.4102710355443876,0.42876245689995207,875,2469,9.173097610473633,55.657203674316406,0.3309658477613229
0,923,4917,2,6,32,55,0.4575598264032785,0.7396546066722495,0.808159852719422,1005,2339,14.49146842956543,23.28876495361328,0.3309658477613229
0,566,894,5,7,65,124,0.36553328039790095,0.38036780011346377,0.5420857463188136,466,2878,9.125954627990723,91.42159271240234,0.3309010837183196
6,1401,2171,7,3,188,46,0.2931429002454736,0.4772138544871149,0.4665937616639475,1523,1821,120.25732421875,299.14599609375,0.3309010837183196
0,286,4327,5,2,170,33,0.4416594707144076,0.6313142391849508,0.6972716782793549,956,2388,131.318359375,113.69058990478516,0.330728379603644
0,685,5202,6,3,628,42,0.3575101352069493,0.49931839881804546,0.5315084210061334,1309,2035,3.7479214668273926,4.470450401306152,0.3307067915893096
0,533,4252,7,3,71,41,0.2979219061115424,0.5231253042271828,0.47025618665320146,1101,2243,60.53845977783203,18.718456268310547,0.3306852035749752
0,3890,4917,7,6,60,55,0.30442318383220063,0.6420616030014221,0.4765956435467761,652,2692,84.10357666015625,23.28876495361328,0.3306420275463063
0,255,2632,2,7,84,32,0.3813472346217855,0.5610422907620949,0.5640153631794882,1610,1734,84.65652465820312,39.073307037353516,0.3306204395319718
0,420,547,7,3,91,32,0.40489427878913337,0.6368245069791342,0.6040095185723879,777,2567,108.19209289550781,17.406089782714844,0.3306204395319718
0,401,639,7,5,297,168,0.27702272089940155,0.5187627564106662,0.45427383291127077,1655,1689,62.510093688964844,9.173097610473633,0.3305988515176374
1,19,611,0,6,1626,164,0.2844731808700704,0.4875138434229458,0.4600126812201052,1135,2209,110.65777587890625,84.90804290771484,0.3305988515176374
0,698,917,2,3,51,120,0.45522458222900636,0.8440913706124451,0.7799461687584168,695,2649,54.125762939453125,2.369907855987549,0.3304693234316307
0,793,1032,3,7,46,51,0.2972823031977084,0.49066075755605365,0.46948567731082413,1079,2265,10.719075202941895,37.93328857421875,0.3304693234316307
0,1032,2409,7,5,51,66,0.33583628073440236,0.5528753478265992,0.5073179277209154,1616,1728,37.93328857421875,20.959545135498047,0.33044773541729633
0,819,4731,5,2,204,58,0.4180797484893759,0.6458413001582526,0.6311403216227626,1758,1586,49.63808059692383,104.88316345214844,0.33038297137429307
0,835,4946,6,4,942,38,0.4446364840019374,0.7446220554057069,0.7088768148126583,1438,1906,9.173786163330078,64.35945129394531,0.3303182073312897
1,489,1851,6,0,115,36,0.39376741288749995,inf,0.5844707656865461,705,2639,69.32501983642578,100.74961853027344,0.3303182073312897
0,923,3901,2,6,32,65,0.4378664066905855,0.7147349167763215,0.6837331429991429,803,2541,14.49146842956543,67.24130249023438,0.3302966193169553
0,904,4184,5,7,76,32,0.38235622346298215,0.4848191109530298,0.5654565879249209,339,3005,80.6787109375,10.957883834838867,0.33029661931695525
0,797,895,7,3,47,78,0.3706815162410225,0.6457880727649123,0.5488996976956362,453,2891,8.682868003845215,77.6036605834961,0.3302750313026208
0,639,725,5,2,168,332,0.4522677585777926,0.7431488225804428,0.7521759929207694,1465,1879,9.173097610473633,50.84321212768555,0.33018867924528306
0,985,1098,7,3,369,38,0.3822573818708219,0.5072954241619727,0.5652401860254619,955,2389,30.067394256591797,5.007700443267822,0.33016709123094856
0,116,5214,6,3,35,48,0.3836285359025513,inf,0.5673565882498007,1178,2166,74.9534683227539,8.657819747924805,0.3301455032166141
0,801,820,4,3,89,305,0.4445286763253643,0.6285998676306465,0.708246966410807,1620,1724,33.52984619140625,7.126079082489014,0.3300375631449419
0,961,3922,7,5,47,32,0.2188424168467084,0.3801588926232105,0.42665260166386265,961,2383,7.274176597595215,16.425308227539062,0.3300375631449419
1,594,1785,5,6,39,83,0.3177767352371114,0.4585515397305002,0.4881400551985241,598,2746,82.17440032958984,84.31401062011719,0.32999438711627305
0,221,419,7,5,78,30,0.3478727533793233,0.5208355964757706,0.5201552262155444,1048,2296,104.47811126708984,36.59312438964844,0.3299727991019386
0,2070,4824,6,2,46,30,0.381514119674468,0.5809561432798852,0.5639225516270525,1224,2120,125.80560302734375,34.64490509033203,0.32995121108760417
6,914,1089,3,6,66,40,0.37372914540315,0.5725292219396847,0.5531172713827202,1397,1947,257.0982666015625,131.02247619628906,0.32992962307326973
0,901,917,6,3,33,120,0.3739931091791201,0.43279285890178076,0.5535917677796869,1612,1732,43.27668762207031,2.369907855987549,0.32990803505893523
0,586,986,7,6,110,621,0.3302018148443964,0.48719483053112594,0.5011925684793161,1225,2119,3.4741907119750977,17.616920471191406,0.32982168300159753
0,820,1023,3,6,305,33,0.40157531766579585,0.5721525766497771,0.5977685261966929,1918,1426,7.126079082489014,74.95528411865234,0.32980009498726304
0,1139,3164,3,5,256,71,0.33541718327534664,0.6359145890085947,0.5066466630935115,1755,1589,8.291614532470703,49.619651794433594,0.32977850697292854
0,2208,5018,3,6,38,56,0.41373939539647364,0.5751610007454175,0.6217191676558832,1453,1891,145.54017639160156,84.93281555175781,0.3296921549155909
0,637,682,6,3,536,129,0.24203972744114802,0.44474259789822934,0.43429501358672085,1454,1890,9.726129531860352,3.8970553874969482,0.32958421484391864
0,751,2632,6,7,33,32,0.2594874858366112,0.4273884938412501,0.4428039453821244,1276,2068,82.81951904296875,39.073307037353516,0.32958421484391864
1,1235,3212,0,1,62,62,0.44884152481529904,0.7912123742227963,0.7288462636336503,604,2740,126.22329711914062,139.51864624023438,0.32954103881524976
0,1137,2123,7,2,357,50,0.41258130451824426,0.5927618742792019,0.6192587076689144,1598,1746,56.37036895751953,100.04075622558594,0.32949786278658094
0,5364,6000,6,5,30,56,0.31232410296478114,0.3859913368427237,0.48314860121544145,1532,1812,24.215423583984375,107.2242660522461,0.32943309874357757
0,1139,2336,3,7,256,34,0.3093101284234645,0.4755682060276574,0.4803283682325419,1592,1752,8.291614532470703,11.251714706420898,0.32938992271490874
0,636,4477,7,3,40,45,0.3070800066167459,0.44025935042222375,0.4784658685828329,1075,2269,41.72966003417969,19.524211883544922,0.32936833470057425
0,818,4917,7,6,48,55,0.4209798918866712,0.7498800335368266,0.6369182117207475,632,2712,34.36449432373047,23.28876495361328,0.32936833470057425
0,2336,4477,7,3,34,45,0.370376828054877,0.5207358442985457,0.5481170266514275,1522,1822,11.251714706420898,19.524211883544922,0.32932515867190537
0,364,3544,5,7,58,32,0.38618396602241,0.6121847321009893,0.5710362718964996,864,2480,97.06150817871094,171.95547485351562,0.32926039462890205
0,221,568,7,6,78,41,0.4499904268155362,0.6238412857433605,0.7342856020632151,218,3126,104.47811126708984,11.550522804260254,0.3292388066145676
0,986,6056,6,7,621,67,0.2187653261818476,0.4245860466663916,0.4262969342120684,1528,1816,17.616920471191406,75.65634155273438,0.32923880661456756
0,704,4099,7,5,81,50,0.27393894285834,0.4909777373940228,0.4515644229717505,1280,2064,26.821136474609375,35.24066162109375,0.32917404257156424
0,5364,6056,6,7,30,67,0.28638634671777013,0.4243206496874327,0.46076213548252565,1270,2074,24.215423583984375,75.65634155273438,0.32915245455722986
0,218,357,7,0,61,45,0.43945489930563897,0.6131201551035778,0.6879988215307213,1298,2046,91.05789947509766,14.722501754760742,0.32913086654289536
0,893,5193,5,2,692,46,0.4480406073801028,0.69804808962344,0.7236165615418442,1679,1665,98.23236083984375,23.737579345703125,0.32913086654289536
0,835,4184,6,7,942,32,0.3107572433223417,0.5808259108179852,0.48151185135931585,339,3005,9.173786163330078,10.957883834838867,0.3291092785285609
0,820,1810,3,5,305,47,0.4490250257814694,0.6697184798467676,0.7287046023177819,1538,1806,7.126079082489014,44.830074310302734,0.3290661024998921
0,315,4200,5,2,48,46,0.44229536722448765,0.6604732559526397,0.6980667592706182,968,2376,36.62677764892578,157.1565399169922,0.3290445144855576
0,861,6031,4,7,243,36,0.42403997897727214,0.6411696791858328,0.6443539226605599,1363,1981,68.37655639648438,136.4289093017578,0.32897975044255434
0,918,2632,6,7,60,32,0.4104327858679163,0.5268229700584353,0.614415425808815,1623,1721,3.6345162391662598,39.073307037353516,0.32891498639955097
0,364,2640,5,6,58,42,0.28893532996389065,0.45321413316967046,0.4623477459662313,1664,1680,97.06150817871094,34.72361755371094,0.3288718103708821
0,434,1140,3,6,45,70,0.38578277191360044,0.4963659576834603,0.5701758768977323,804,2540,5.069018363952637,70.71290588378906,0.3288718103708821
0,1099,4153,7,3,85,31,0.2962269336694018,0.454817228853128,0.468046308866474,756,2588,8.241405487060547,7.541404724121094,0.32880704632787877
0,142,401,5,7,31,297,0.391086765231875,0.6665981074731393,0.579168380048348,1524,1820,114.47492980957031,62.510093688964844,0.32878545831354433
0,218,721,7,3,61,44,0.3470060540496908,0.42827387060728206,0.5188005242614727,823,2521,91.05789947509766,31.275745391845703,0.32874228228487545
1,11,111,2,0,57,60,0.18990476917605062,0.3547905853299693,0.4216549584523439,435,2909,142.6294403076172,71.90724182128906,0.328720694270541
0,464,751,7,6,2403,33,0.42134287970654066,0.5452659971785151,0.6375834929999471,1733,1611,7.282663345336914,82.81951904296875,0.32872069427054096
1,19,423,0,6,1626,37,0.30044171363566224,0.4330506312217244,0.4720320497900602,1063,2281,110.65777587890625,90.52023315429688,0.3286991062562066
0,804,4975,7,4,141,58,0.400729423327323,0.6941154678546143,0.5956972104068132,1522,1822,28.404403686523438,47.29572296142578,0.32867751824187214
6,1872,3935,5,7,33,31,0.28995446174752315,0.5659103330967021,0.46314027639135147,1039,2305,187.4375762939453,178.2161865234375,0.32867751824187214
0,893,4219,5,3,692,41,0.28064477882573263,0.40651865859470465,0.4563213934956021,1196,2148,98.23236083984375,17.077041625976562,0.3286775182418721
0,401,3827,7,6,297,41,0.3660182772583638,0.5854658843809163,0.5418073750968222,1484,1860,62.510093688964844,112.21199035644531,0.3286343422132032
0,24,5114,6,7,35,30,0.381384368775776,0.5668849131324377,0.5630809278589983,849,2495,60.420570373535156,23.95528793334961,0.3285911661845343
0,206,553,6,2,123,251,0.44490447554225876,0.6430303915510928,0.7082625993462524,1178,2166,125.54753112792969,72.38532257080078,0.3285911661845343
0,721,4917,3,6,44,55,0.3915128762883217,0.6373710484782185,0.5798867346737211,392,2952,31.275745391845703,23.28876495361328,0.3285911661845343
0,206,852,6,3,123,33,0.3353404073197111,0.5164048156886434,0.5061662102296407,723,2621,125.54753112792969,8.064168930053711,0.3285695781701999
0,708,3921,7,3,54,37,0.3252771943386537,0.4853328729493996,0.4953439595704132,777,2567,51.846275329589844,19.84027099609375,0.32854799015586544
0,834,985,2,7,51,369,0.3841246570252077,0.6041401156089918,0.5673683636089348,1593,1751,21.130661010742188,30.067394256591797,0.32852640214153106
0,1066,4197,5,6,38,52,0.3778235444075302,0.5162617142241596,0.558333181639274,1114,2230,42.052581787109375,43.433719635009766,0.32852640214153106
0,353,4974,6,7,65,34,0.31561642422558694,0.5063505465515178,0.48583881630282333,1575,1769,30.50978660583496,42.75418472290039,0.32850481412719656
0,895,2052,3,5,78,68,0.37209336488872086,0.4479504403517075,0.5501061536204934,1348,1996,77.6036605834961,75.7269287109375,0.32846163809852763
0,531,682,6,3,91,129,0.23138431026794232,0.48933150104438555,0.42979024596788096,1236,2108,63.71247100830078,3.8970553874969482,0.32844005008419325
0,636,923,7,2,40,32,0.4275796933643334,0.7987792720385015,0.6533503912255382,889,2455,41.72966003417969,14.49146842956543,0.3283968740555243
0,876,929,4,6,32,287,0.36638455204304043,0.5891021841912908,0.5421914062767256,1261,2083,22.293630599975586,5.11663293838501,0.3283968740555243
0,2107,4824,6,2,41,30,0.4157693704899837,0.5400268542096585,0.6247069685592805,750,2594,67.67095184326172,34.64490509033203,0.32837528604118993
1,26,423,5,6,48,37,0.2536114662700607,0.43145385669198,0.4392267218631557,851,2493,78.12256622314453,90.52023315429688,0.3283536980268555
0,419,926,5,7,30,46,0.4346737375608425,0.700132494912779,0.6717773967414171,793,2551,36.59312438964844,2.1983134746551514,0.3282673459695177
0,834,3528,2,7,51,31,0.413525681352383,0.6338447172955568,0.6204032076853878,1221,2123,21.130661010742188,89.94400024414062,0.3282673459695177
0,919,2361,6,7,54,56,0.40119833005316047,0.5075363033478945,0.5963096772233987,1582,1762,14.939245223999023,54.257041931152344,0.32818099391218
0,625,4152,6,2,646,211,0.44253448851413646,0.7464889259617218,0.6984064037839763,1391,1953,18.28583335876465,47.605262756347656,0.3281809939121799
1,430,478,0,6,1952,39,0.23364811675959968,0.4332445917163039,0.43049184478847313,679,2665,67.94696044921875,45.73065185546875,0.3281809939121799
1,19,383,0,5,1626,35,0.32006839425863803,0.5088323258567949,0.4896641073984549,1135,2209,110.65777587890625,89.2728500366211,0.32811622986917666
0,45,894,3,7,37,124,0.34406569871081527,0.5730670072739436,0.5153823439482743,1172,2172,11.70928955078125,91.42159271240234,0.32809464185484216
0,45,3507,3,2,37,75,0.460296474405043,0.6817822640139855,0.8406231667060726,1100,2244,11.70928955078125,65.21377563476562,0.32809464185484216
0,1011,1688,7,5,61,44,0.44142002152427884,0.6419390453331346,0.6935454652072134,1439,1905,40.15950393676758,137.80755615234375,0.3280514658261733
0,2409,5259,5,7,66,56,0.26403228834588965,0.5387671476214233,0.4449579521884438,1536,1808,20.959545135498047,59.29560852050781,0.3280514658261733
