region_id,C_state,I_state,n_cells,x_centroid_um,y_centroid_um,total_opportunity_median,supported_pairs_median,dominant_cell_types,C_centroid_0,C_centroid_1,C_centroid_2,C_centroid_3,C_centroid_4,C_centroid_5,C_centroid_6,C_centroid_7,C_centroid_8,C_centroid_9,C_centroid_10,C_centroid_11,C_centroid_12,C_centroid_13,C_centroid_14,C_centroid_15,C_centroid_16,C_centroid_17,C_centroid_18,C_centroid_19,CCC_soft_centroid_0,CCC_soft_centroid_1,CCC_soft_centroid_2,CCC_soft_centroid_3,CCC_soft_centroid_4,CCC_soft_centroid_5,CCC_soft_centroid_6,CCC_soft_centroid_7
29,1,6,36,112.27752685546875,795.4552612304688,84.9169921875,29.5,"Invasive_Tumor, Macrophages_1, Stromal",0.0,0.0273841954767704,0.04052907973527908,0.0,0.0,0.07107823342084885,0.0,0.6287972927093506,0.0,0.09063534438610077,0.0,0.001171974348835647,0.0,0.0,0.0,0.019137727096676826,0.11987900733947754,0.0,0.0,0.00138714793138206,0.33106252551078796,0.0,0.0005739001790061593,2.6398616626011062e-09,0.0005289751570671797,0.11581844836473465,0.5512749552726746,0.0007412576233036816
31,0,5,108,93.97228240966797,1006.7562255859375,103.36175537109375,62.0,"Stromal, B_Cells, Macrophages_1",0.1090521439909935,0.1354544311761856,0.042917560786008835,0.0,0.013709343038499355,0.07769662886857986,0.00014501356054097414,0.03621770069003105,0.009775643236935139,0.07938257604837418,0.016399703919887543,0.0010064776288345456,0.008644605986773968,0.0,0.0,0.0008248112280853093,0.40253746509552,0.014750556088984013,0.0006490419618785381,0.05083624646067619,0.0285873394459486,4.954866744810715e-05,0.031431637704372406,0.15360143780708313,0.003007678547874093,0.5074438452720642,0.1892005056142807,0.08667798340320587
32,6,5,225,347.7162170410156,900.2443237304688,150.54974365234375,48.0,"CD4+_T_Cells, CD8+_T_Cells, Macrophages_1",0.1577882170677185,0.21973970532417297,0.18562500178813934,0.0,0.0,0.03045766055583954,9.819636034080759e-05,0.015144702978432178,0.0012895837426185608,0.20223301649093628,0.021150683984160423,0.004456216003745794,0.0012684701941907406,0.0,0.0021508645731955767,0.0007493292214348912,0.09905886650085449,0.0021830943878740072,0.0035176603123545647,0.05308881029486656,0.06546285003423691,2.0275387480315778e-41,0.0028471893165260553,0.10521119087934494,0.00465022400021553,0.6680583357810974,0.08090426027774811,0.07286599278450012
38,5,1,44,793.9091186523438,557.1161499023438,256.893310546875,24.0,"DCIS_2, Macrophages_1, Unlabeled",0.0,0.0,0.0,0.035565927624702454,0.5935083031654358,0.0,0.0,0.14220313727855682,0.0,0.1121763214468956,0.0,0.0,0.0,0.012005135416984558,0.0,0.0,0.0,0.0,0.0,0.10454127192497253,0.1919296234846115,0.5104192495346069,0.27156615257263184,0.021073652431368828,0.004444695543497801,0.0005665780627168715,0.0,0.0
40,1,6,84,68.73839569091797,162.13856506347656,124.87911987304688,35.0,"Invasive_Tumor, Stromal, Endothelial",0.0,0.0,0.007171467877924442,0.0,0.023635651916265488,0.09361261874437332,0.0,0.5848970413208008,0.0,0.055460475385189056,0.0,0.0,0.00451009813696146,0.0,0.012239114381372929,0.02235419489443302,0.10943324118852615,0.0,0.0,0.08668595552444458,0.287971556186676,0.008689947426319122,0.04999963566660881,0.03010999597609043,0.0008513953071087599,0.02232516184449196,0.6000521779060364,2.802596928649634e-45
45,0,3,37,507.27276611328125,109.470703125,11.70928955078125,47.0,"Stromal, B_Cells, Unlabeled",0.06560388952493668,0.00017282280896324664,0.025198034942150116,0.0,0.0334174670279026,0.019271425902843475,0.0,0.010845092125236988,0.0,0.09319134801626205,0.0057829320430755615,0.0,0.012689647264778614,0.0,0.002073633950203657,0.00433059548959136,0.6174463033676147,0.0,0.0004625144356396049,0.10951430350542068,0.10354931652545929,0.00021771721367258579,0.09248316287994385,0.46717163920402527,0.022366002202033997,0.0927182286977768,0.13448284566402435,0.08701109886169434
51,6,5,346,818.3469848632812,1429.4088134765625,174.8330078125,46.0,"CD4+_T_Cells, CD8+_T_Cells, Macrophages_1",0.07095549255609512,0.3467358350753784,0.1779617965221405,0.0,0.0,0.025800347328186035,0.0025462242774665356,0.021213803440332413,0.015961667522788048,0.17424818873405457,0.0037270700559020042,0.0,0.0018437227699905634,0.0,0.0024455080274492502,0.0,0.09850706160068512,0.00544093269854784,0.006975958589464426,0.04563647136092186,0.05348214507102966,0.00012399040861055255,0.0025314646773040295,0.18632501363754272,0.0027345758862793446,0.6271263957023621,0.09293565899133682,0.03474076837301254
62,2,6,51,133.01312255859375,1578.844482421875,111.14784240722656,35.0,"Myoepi_ACTA2+, Endothelial, Stromal",0.0020748183596879244,0.0,0.01159624382853508,0.0,0.10771743953227997,0.14700815081596375,0.0,0.039592940360307693,0.0,0.04575463756918907,0.0,0.005858289077877998,0.5005320906639099,0.0,0.008799943141639233,0.0012579920003190637,0.11685377359390259,0.0018491592491045594,0.0,0.011104477569460869,0.13923656940460205,1.401298464324817e-45,0.3080516755580902,0.06799296289682388,0.021551618352532387,0.03421737626194954,0.428949773311615,1.401298464324817e-45
63,2,2,358,121.31827545166016,1627.1197509765625,82.85083770751953,33.0,"Myoepi_ACTA2+, DCIS_2, Stromal",0.0021090018562972546,0.005311477929353714,0.018115030601620674,0.0,0.21825478971004486,0.0672641322016716,0.0,0.018022989854216576,0.0,0.035421375185251236,0.0029219575226306915,0.005768635310232639,0.4975768029689789,0.0,0.004603230394423008,4.638807877199724e-05,0.11323034018278122,0.0031664064154028893,0.0002907454327214509,0.007896646857261658,0.05892522260546684,4.516199624049477e-05,0.6313791275024414,0.020816154778003693,0.017708739265799522,0.06861018389463425,0.19224755465984344,0.010267793200910091
65,5,2,247,66.17401123046875,1725.889892578125,75.95121002197266,8.0,"DCIS_2, Myoepi_ACTA2+, Invasive_Tumor",0.0,0.0,0.0011647507781162858,0.0,0.7879488468170166,0.007159149739891291,0.0,0.022423502057790756,0.0,0.019848400726914406,0.00011143050505779684,0.0005046775913797319,0.14479652047157288,0.0,0.0007310038199648261,0.0,0.006369183771312237,0.0,0.0,0.00894271582365036,0.034419987350702286,0.015709202736616135,0.9203218817710876,0.003439108608290553,1.8067499695462175e-05,0.004655369557440281,0.021084396168589592,0.0003523054765537381
66,2,2,98,75.21420288085938,1209.2103271484375,82.3201904296875,33.0,"Myoepi_ACTA2+, DCIS_2, Endothelial",0.00043367387843318284,0.011346994899213314,0.01400749571621418,0.0,0.20087043941020966,0.11219499260187149,0.0,0.0,0.0,0.02038324996829033,0.0024816575460135937,0.0035586925223469734,0.5403666496276855,0.0,0.0004095532058272511,0.0,0.09010598808526993,0.0012987088412046432,0.0,0.002541984897106886,0.00043175515020266175,0.0,0.7250521183013916,0.011617300100624561,0.0012050368823111057,0.0665421113371849,0.17995670437812805,0.015195067040622234
67,5,2,63,54.403377532958984,1225.9527587890625,46.14870834350586,4.0,"DCIS_2, Myoepi_ACTA2+, CD8+_T_Cells",0.0,0.0,0.0006157320458441973,0.0,0.7638197541236877,0.0016785840271040797,0.0,0.0,0.0,0.002435040660202503,0.0,0.0,0.22568866610527039,0.0,0.0,0.0,0.005762489512562752,0.0,0.0,0.0,0.0,6.576495582693725e-20,0.9902160167694092,0.0,4.742618054170167e-35,0.0,0.00978397112339735,1.8181966078122808e-13
72,0,5,50,323.92437744140625,1625.5093994140625,111.17526245117188,76.5,"Stromal, Macrophages_1, CD8+_T_Cells",0.043508075177669525,0.07807973772287369,0.07349219173192978,0.0,0.0006883969181217253,0.029550928622484207,0.0,0.0977432131767273,0.0,0.18194738030433655,0.02547503262758255,0.0,0.038860682398080826,0.0,0.0,0.012330331839621067,0.3707708418369293,0.0,0.00502267200499773,0.042530518025159836,0.206875741481781,0.0,0.02495938539505005,0.09115026146173477,0.017323248088359833,0.39523589611053467,0.1024046540260315,0.1620507687330246
73,1,5,45,380.9870300292969,1763.626708984375,84.48880004882812,48.0,"Invasive_Tumor, Stromal, Macrophages_1",0.02815290354192257,0.061950985342264175,0.05813603848218918,0.0,0.0054746270179748535,0.07629188150167465,0.0,0.38911256194114685,0.001983249792829156,0.13440139591693878,0.0,0.0,0.0,0.0,0.0012266578851267695,0.002350382274016738,0.14716093242168427,0.004374688025563955,0.030469506978988647,0.05891423299908638,0.25941890478134155,0.0017638943390920758,0.002597294980660081,0.046741168946027756,0.003244186518713832,0.5076881051063538,0.1744384616613388,0.004108082503080368
76,1,0,655,484.3299560546875,1470.9041748046875,84.55746459960938,34.0,"Invasive_Tumor, Prolif_Invasive_Tumor, Macrophages_1",0.0057111033238470554,0.009786740876734257,0.029245899990200996,0.0,0.005269210785627365,0.02233491837978363,0.00011862232349812984,0.6473658084869385,0.00014622928574681282,0.07704615592956543,0.0004330784431658685,0.0,0.0,0.0,0.000441913929535076,0.0761391893029213,0.07240502536296844,0.0004132546600885689,0.033105384558439255,0.020037449896335602,0.7090011835098267,0.0009580358164384961,0.007510400842875242,0.05393294617533684,0.002953792456537485,0.11092329025268555,0.10424494743347168,0.010475359857082367
