method,niche,cell_type,n_cells,mean_local_fraction,global_mean_local_fraction,relative_enrichment_0to1,p_greater_raw,across_niche_entropy,entropy_rank
Composition only,8,Macrophages_1,6553,0.08783424220255401,0.06661433726549149,0.022734337600077623,1.0467855542639376e-209,0.8019178716402003,2
Composition only,8,Endothelial,6553,0.39187358153719837,0.05436495691537857,0.3569121460415522,0.0,0.7535428257616795,3
Composition only,8,Perivascular-Like,6553,0.043839067301969896,0.0053644864819943905,0.03868209002677716,0.0,0.7152980437366286,4
Composition only,8,Myoepi_ACTA2+,6553,0.015214422030834746,0.04370839148759842,0.0,1.0,0.702087287654945,5
Composition only,8,CD8+_T_Cells,6553,0.04441193190239989,0.0427422970533371,0.0017441853639972354,3.0734003366112444e-90,0.6596497535065446,6
Composition only,8,T_Cell_&_Tumor_Hybrid,6553,0.0032940906462027115,0.0034927502274513245,0.0,0.006722242537428647,0.5841352489911474,7
Composition only,8,Stromal_&_T_Cell_Hybrid,6553,0.004744859057439417,0.0036742810625582933,0.001074526092494322,4.106978431181874e-14,0.5786956434347333,8
Composition only,8,Mast_Cells,6553,0.001502999592309418,0.0010158149525523186,0.000487680045610928,1.8298856966522095e-24,0.5543816186190537,9
Composition only,8,Myoepi_KRT15+,6553,0.0002446088283101486,0.017415644600987434,0.0,1.0,0.5222823169304115,10
Composition only,8,B_Cells,6553,0.028591932015190693,0.030480749905109406,0.0,3.9479617762394524e-45,0.5210013279407797,11
Composition only,8,IRF7+_DCs,6553,0.0029725879748732525,0.0030429887119680643,0.0,7.294601172705566e-09,0.5110207294114983,12
Composition only,8,DCIS_2,6553,0.004935467994880612,0.07043232023715973,0.0,1.0,0.5035235604918589,13
Composition only,8,Macrophages_2,6553,0.018166705636978794,0.00992500688880682,0.008324317666105311,1.5073267668474782e-299,0.4668716065973242,14
Composition only,8,CD4+_T_Cells,6553,0.05497378644407341,0.05306157097220421,0.002019366160029389,4.0745224644667185e-177,0.4657087216078272,15
Composition only,8,Stromal,6553,0.21088451574167985,0.23891310393810272,0.0,5.361558957298442e-118,0.4639757508231126,16
Composition only,8,LAMP3+_DCs,6553,0.0008569151769356236,0.0018582490738481283,0.0,0.9999999943010447,0.3960707091999771,17
Composition only,8,Invasive_Tumor,6553,0.036965068746022206,0.20947420597076416,0.0,1.0,0.2290340142741681,18
Composition only,8,DCIS_1,6553,0.004125531642464734,0.07875767350196838,0.0,1.0,0.18054391398479164,19
Composition only,8,Prolif_Invasive_Tumor,6553,0.0039284792187200095,0.022822272032499313,0.0,1.0,0.1418535293246717,20
