grid_id,x,y,n_cells,C_state,I_state,C_margin,I_margin
1043,6800.0,1300.0,417,2,3,0.081159085,0.38996482
1044,6900.0,1300.0,496,0,7,0.5681567,0.30196744
1045,7000.0,1300.0,490,4,3,0.8007153,0.29553917
1046,7100.0,1300.0,557,4,3,0.5420213,0.15899059
1047,7200.0,1300.0,543,6,0,0.006041825,0.040371194
1048,7300.0,1300.0,587,7,0,0.06789577,0.06947899
1049,7400.0,1300.0,606,3,3,0.027017713,0.12452069
1050,7500.0,1300.0,439,4,3,0.2603888,0.38929617
1051,7600.0,1300.0,185,1,3,0.18900336,0.8700841
1052,0.0,1400.0,387,0,6,0.47158587,0.24628724
1053,100.0,1400.0,631,5,1,0.3115104,0.2138136
1054,200.0,1400.0,777,2,1,0.38991606,0.2185818
1055,300.0,1400.0,742,1,5,0.28307205,0.27255455
1056,400.0,1400.0,802,1,5,0.59274906,0.050415516
1057,500.0,1400.0,852,1,5,0.5438136,0.22219315
1058,600.0,1400.0,877,1,5,0.8072159,0.08499275
1059,700.0,1400.0,928,0,0,0.091216624,0.12521628
1060,800.0,1400.0,892,6,6,0.31596163,0.08400184
1061,900.0,1400.0,866,7,4,0.050456196,0.0429219
1062,1000.0,1400.0,843,1,5,0.56990105,0.3621864
1063,1100.0,1400.0,744,1,2,0.7596618,0.18127048
1064,1200.0,1400.0,753,1,5,0.7896321,0.5267877
1065,1300.0,1400.0,742,1,5,0.560892,0.10177836
1066,1400.0,1400.0,732,1,5,0.52480704,0.2851828
1067,1500.0,1400.0,731,1,5,0.65355647,0.36403257
1068,1600.0,1400.0,694,0,5,0.00067928433,0.008917391
1069,1700.0,1400.0,705,1,5,0.9809957,0.27591485
1070,1800.0,1400.0,743,1,5,0.42849448,0.28511715
1071,1900.0,1400.0,756,1,5,0.63421726,0.21692777
1072,2000.0,1400.0,716,1,5,0.94917923,0.6082508
1073,2100.0,1400.0,701,1,5,0.8651586,0.16330728
1074,2200.0,1400.0,676,1,5,0.00907439,0.18730655
1075,2300.0,1400.0,704,1,5,0.31294382,0.18824294
1076,2400.0,1400.0,773,1,5,0.83037853,0.27703112
1077,2500.0,1400.0,801,1,2,0.2692635,0.18023941
1078,2600.0,1400.0,790,1,5,0.58350873,0.50511396
1079,2700.0,1400.0,764,1,5,0.4240208,0.3582694
1080,2800.0,1400.0,768,1,2,0.5064017,0.07104206
1081,2900.0,1400.0,774,3,2,0.19953045,0.1237573
1082,3000.0,1400.0,801,1,5,0.5389648,0.21135741
1083,3100.0,1400.0,833,1,5,0.99367875,0.39211655
1084,3200.0,1400.0,884,1,5,0.9895025,0.26504105
1085,3300.0,1400.0,889,1,5,0.9356135,0.74317807
1086,3400.0,1400.0,908,1,5,0.9520953,0.5791487
1087,3500.0,1400.0,908,1,5,0.94774485,0.7917192
1088,3600.0,1400.0,869,1,5,0.87195677,0.5507474
1089,3700.0,1400.0,703,1,5,0.78527486,0.25430995
1090,3800.0,1400.0,444,1,0,0.0711464,0.2425664
1091,3900.0,1400.0,199,3,2,0.28677878,0.7471278
1092,4000.0,1400.0,71,0,7,0.88475937,0.7692871
1093,4100.0,1400.0,64,0,7,0.6913341,0.20326024
1094,4200.0,1400.0,93,0,0,0.89714587,0.2330195
1095,4300.0,1400.0,85,0,2,0.85375196,0.026893914
1096,4400.0,1400.0,75,0,2,0.1719279,0.32388806
1097,4500.0,1400.0,86,0,7,0.04231608,0.9060605
1098,4600.0,1400.0,72,0,7,0.2187916,0.47230357
1099,4700.0,1400.0,89,3,7,0.43667144,0.08009946
1100,4800.0,1400.0,133,0,7,0.5839871,0.026898772
1101,4900.0,1400.0,164,0,7,0.652775,0.3307767
1102,5000.0,1400.0,315,0,7,0.28716153,0.55077064
1103,5100.0,1400.0,572,2,1,0.038791448,0.06984125
1104,5200.0,1400.0,840,5,1,0.49254963,0.45188594
1105,5300.0,1400.0,986,5,1,0.8917728,0.5464455
1106,5400.0,1400.0,911,5,1,0.69476545,0.5479882
1107,5500.0,1400.0,669,5,1,0.8363608,0.35001853
1108,5600.0,1400.0,458,0,1,0.17806622,0.10644621
1109,5700.0,1400.0,259,6,7,0.015520006,0.53307873
1110,5800.0,1400.0,150,0,4,0.4710616,0.07310246
1111,5900.0,1400.0,114,7,7,0.3394397,0.86666095
1112,6000.0,1400.0,90,0,7,0.9999919,1.0
1113,6100.0,1400.0,98,7,0,0.7918786,0.03800863
1114,6200.0,1400.0,73,0,7,0.99705666,0.42353758
1115,6300.0,1400.0,157,0,7,0.35692266,0.9682636
1116,6400.0,1400.0,319,3,0,0.1761046,0.14523752
1117,6500.0,1400.0,399,4,3,0.14363027,0.32086492
1118,6600.0,1400.0,463,0,3,0.10876393,0.00972119
1119,6700.0,1400.0,391,4,3,0.55306834,0.40667975
1120,6800.0,1400.0,353,2,3,0.11844286,0.25632626
1121,6900.0,1400.0,356,0,0,0.47898173,0.0057066977
1122,7000.0,1400.0,389,0,0,0.38915965,0.11889124
1123,7100.0,1400.0,442,0,7,0.5356512,0.16582704
1124,7200.0,1400.0,489,0,4,0.114847034,0.05146849
1125,7300.0,1400.0,580,0,4,0.120331675,0.04831484
1126,7400.0,1400.0,551,6,3,0.52049196,0.010309428
1127,7500.0,1400.0,422,0,6,0.14912045,0.05782661
1128,7600.0,1400.0,152,0,7,0.93493456,0.76157284
1129,0.0,1500.0,430,2,1,0.3028634,0.29579157
1130,100.0,1500.0,671,2,1,0.14947855,0.111708716
1131,200.0,1500.0,816,2,1,0.31644034,0.7086181
1132,300.0,1500.0,815,3,1,0.06906891,0.05664739
1133,400.0,1500.0,841,3,6,0.052235156,0.1443933
1134,500.0,1500.0,839,1,5,0.8161693,0.20229092
1135,600.0,1500.0,867,1,5,0.47816414,0.5136811
1136,700.0,1500.0,907,6,5,0.0038792938,0.13489887
1137,800.0,1500.0,876,6,0,0.16819897,0.018534333
1138,900.0,1500.0,862,7,4,0.02417326,0.04310283
1139,1000.0,1500.0,847,1,5,0.77974796,0.72853124
1140,1100.0,1500.0,822,1,5,0.98638713,0.818558
1141,1200.0,1500.0,849,1,5,0.5495987,0.27860436
1142,1300.0,1500.0,844,1,5,0.9428124,0.9847693
1143,1400.0,1500.0,852,1,5,0.34853888,0.26135474
1144,1500.0,1500.0,819,1,5,0.32796064,0.67305857
1145,1600.0,1500.0,794,1,5,0.66504496,0.16393772
1146,1700.0,1500.0,740,0,5,0.02124399,0.07745212
1147,1800.0,1500.0,749,1,5,0.97052324,0.09477788
1148,1900.0,1500.0,755,1,5,0.43476117,0.2630071
1149,2000.0,1500.0,720,1,5,0.94034487,0.14110821
1150,2100.0,1500.0,691,0,4,0.018721491,0.06342694
1151,2200.0,1500.0,678,1,2,0.04422292,0.01437813
1152,2300.0,1500.0,719,0,5,0.29390773,0.5363399
1153,2400.0,1500.0,776,1,5,0.55952287,0.013619542
1154,2500.0,1500.0,791,1,5,0.3791119,0.20762107
1155,2600.0,1500.0,752,1,5,0.62460256,0.1970286
1156,2700.0,1500.0,726,1,5,0.24015597,0.07507172
1157,2800.0,1500.0,703,1,5,0.8459745,0.6506879
1158,2900.0,1500.0,734,1,5,0.75387,0.29615074
1159,3000.0,1500.0,777,1,5,0.4080543,0.6205744
1160,3100.0,1500.0,863,1,5,0.952281,0.20230836
1161,3200.0,1500.0,867,1,5,0.7713538,0.3770935
1162,3300.0,1500.0,849,1,5,0.5802076,0.44795936
1163,3400.0,1500.0,847,1,5,1.0,1.0
1164,3500.0,1500.0,840,1,5,0.65597653,0.60729635
1165,3600.0,1500.0,845,1,5,0.963676,0.23366237
1166,3700.0,1500.0,650,6,5,0.0036811978,0.1500614
1167,3800.0,1500.0,424,0,5,0.47229755,0.0055864155
1168,3900.0,1500.0,203,0,7,0.9999411,0.8961094
1169,4000.0,1500.0,75,0,7,0.28261915,0.56282616
1170,4100.0,1500.0,63,0,2,0.45598754,0.5791343
1171,4200.0,1500.0,72,0,2,0.8969822,0.3630702
1172,4300.0,1500.0,87,0,7,0.9999963,0.86269504
1173,4400.0,1500.0,77,0,7,0.9999882,0.91760695
1174,4500.0,1500.0,83,0,7,0.5970928,0.14923811
1175,4600.0,1500.0,59,0,7,0.1152311,0.70190835
1176,4700.0,1500.0,87,0,0,0.07335171,0.61820877
1177,4800.0,1500.0,107,0,4,0.968978,0.28543457
1178,4900.0,1500.0,128,7,7,0.11804068,0.021017969
1179,5000.0,1500.0,221,0,2,0.471798,0.08131957
1180,5100.0,1500.0,380,0,7,0.7173325,0.4152997
1181,5200.0,1500.0,530,0,1,0.21913354,0.50105107
1182,5300.0,1500.0,657,5,1,0.06146641,0.24208653
1183,5400.0,1500.0,665,5,1,0.18672617,0.033774048
1184,5500.0,1500.0,537,5,1,0.61024857,0.40220964
1185,5600.0,1500.0,382,0,7,0.8222729,0.0074647367
1186,5700.0,1500.0,208,0,7,0.64270484,0.5862309
1187,5800.0,1500.0,149,0,2,0.70439935,0.14979699
1188,5900.0,1500.0,111,0,7,0.07752228,0.4755931
1189,6000.0,1500.0,94,0,2,0.46471906,0.75244915
1190,6100.0,1500.0,95,0,7,0.946293,0.9441021
1191,6200.0,1500.0,94,0,7,0.82652444,0.6197334
1192,6300.0,1500.0,353,0,7,0.32702386,0.7801144
1193,6400.0,1500.0,446,0,0,0.47079837,0.15489843
1194,6500.0,1500.0,462,0,4,0.39999855,0.013721675
1195,6600.0,1500.0,421,0,6,0.8232331,0.058960468
1196,6700.0,1500.0,297,0,2,0.6789525,0.08450645
1197,6800.0,1500.0,259,0,2,0.928763,0.06415531
1198,6900.0,1500.0,272,3,0,0.08359429,0.022516161
1199,7000.0,1500.0,275,0,7,0.5321279,0.035236716
1200,7100.0,1500.0,272,0,4,0.2908051,0.18714696
1201,7200.0,1500.0,412,0,7,0.5965614,0.047085434
1202,7300.0,1500.0,513,6,0,0.15014336,0.17450204
1203,7400.0,1500.0,497,6,4,0.06872538,0.07770309
1204,7500.0,1500.0,337,0,6,0.34083405,0.28988764
1205,7600.0,1500.0,113,0,7,0.9893263,0.0011499387
1206,0.0,1600.0,465,5,1,0.14873314,1.0
1207,100.0,1600.0,674,2,1,0.4672518,0.19468737
1208,200.0,1600.0,894,2,5,0.3350407,0.04296413
1209,300.0,1600.0,885,0,6,0.032466948,0.012014121
1210,400.0,1600.0,852,1,5,0.57974213,0.4924792
1211,500.0,1600.0,844,1,5,0.72829425,0.4537069
1212,600.0,1600.0,792,1,5,0.16298613,0.2992494
1213,700.0,1600.0,741,3,5,0.19363296,0.1704126
1214,800.0,1600.0,769,0,6,0.19652869,0.019451827
1215,900.0,1600.0,829,0,6,0.076196045,0.34777772
1216,1000.0,1600.0,840,1,5,0.16158706,0.057123393
1217,1100.0,1600.0,850,1,5,0.20169878,0.10819879
1218,1200.0,1600.0,876,1,5,0.73874295,0.15864694
1219,1300.0,1600.0,913,6,5,0.17795984,0.17831698
1220,1400.0,1600.0,895,1,5,0.9805486,0.16570815
1221,1500.0,1600.0,910,1,5,0.7363875,0.15843555
1222,1600.0,1600.0,847,1,5,0.67060244,0.17971836
1223,1700.0,1600.0,758,1,5,0.56224406,0.5124731
1224,1800.0,1600.0,736,1,5,0.88892627,0.2719396
1225,1900.0,1600.0,711,1,5,0.34121224,0.33906364
1226,2000.0,1600.0,695,7,2,0.15563312,0.09582192
1227,2100.0,1600.0,696,1,5,0.23028012,0.10065812
1228,2200.0,1600.0,700,1,5,0.420077,0.037911445
1229,2300.0,1600.0,700,1,5,0.7016759,0.4518397
1230,2400.0,1600.0,743,1,2,0.9988305,0.022254467
1231,2500.0,1600.0,749,1,5,0.21244216,0.36236286
1232,2600.0,1600.0,713,3,5,0.21527985,0.25797158
1233,2700.0,1600.0,663,1,2,0.9226554,0.0342004
1234,2800.0,1600.0,658,3,5,0.17607877,0.06978837
1235,2900.0,1600.0,744,1,5,0.7153056,0.38295293
1236,3000.0,1600.0,804,1,5,0.7923518,0.05639389
1237,3100.0,1600.0,865,1,5,0.28526175,0.06345987
1238,3200.0,1600.0,812,1,2,0.6179743,0.19949496
1239,3300.0,1600.0,812,1,2,0.6751536,0.23615451
1240,3400.0,1600.0,796,1,2,0.8306807,0.14422995
1241,3500.0,1600.0,766,1,5,0.8584517,1.0
1242,3600.0,1600.0,727,1,5,0.91741645,0.09380883
1243,3700.0,1600.0,569,1,5,0.96983594,0.3927749
1244,3800.0,1600.0,356,1,2,0.46654665,0.077109545
1245,3900.0,1600.0,187,0,7,0.99997723,0.8935533
1246,4000.0,1600.0,84,0,7,0.9975177,0.9085975
1247,4100.0,1600.0,81,0,2,0.6433244,0.18818688
1248,4200.0,1600.0,65,0,7,0.015605003,1.0
1249,4300.0,1600.0,66,0,7,0.9999958,1.0
1250,4400.0,1600.0,60,0,7,0.98878986,0.6162282
1251,4500.0,1600.0,44,0,0,0.999761,0.3348143
1252,4600.0,1600.0,59,0,0,0.197972,0.18428454
1253,4700.0,1600.0,66,0,7,0.8318046,0.16808093
1254,4800.0,1600.0,99,0,6,0.63544846,0.08467269
1255,4900.0,1600.0,119,3,7,0.21284968,0.021208793
1256,5000.0,1600.0,149,7,7,0.12815958,0.023402452
1257,5100.0,1600.0,222,0,7,0.74976397,0.111604095
1258,5200.0,1600.0,312,0,2,0.8157794,0.31642318
1259,5300.0,1600.0,397,0,4,0.95377266,0.031306
1260,5400.0,1600.0,433,3,0,0.24003576,0.10700208
1261,5500.0,1600.0,350,0,6,0.24432448,0.146088
1262,5600.0,1600.0,257,0,2,0.7989571,0.123672634
1263,5700.0,1600.0,174,0,7,0.9866022,0.39163592
1264,5800.0,1600.0,145,3,7,0.49532643,0.19015834
1265,5900.0,1600.0,125,3,2,0.3990383,0.2483544
1266,6000.0,1600.0,103,0,2,0.083780795,0.97822917
1267,6100.0,1600.0,89,0,0,0.99443537,0.07614282
1268,6200.0,1600.0,202,0,2,0.27733102,0.1233415
1269,6300.0,1600.0,415,0,6,0.8712268,0.39060712
1270,6400.0,1600.0,481,6,6,0.8640589,0.16961274
1271,6500.0,1600.0,493,7,6,0.10706046,0.028767645
1272,6600.0,1600.0,380,0,7,0.9999949,0.9693237
1273,6700.0,1600.0,235,0,7,0.9839355,0.51635957
1274,6800.0,1600.0,210,0,7,0.9999955,0.9468811
1275,6900.0,1600.0,189,0,7,0.9947011,0.17484096
1276,7000.0,1600.0,234,0,0,0.6691584,0.04543832
1277,7100.0,1600.0,278,0,2,0.64662147,0.013469368
1278,7200.0,1600.0,460,0,7,0.993419,0.28380078
1279,7300.0,1600.0,556,0,6,0.2784369,0.3156286
1280,7400.0,1600.0,495,0,6,0.20622516,0.51941204
1281,7500.0,1600.0,328,0,7,0.99999493,1.0
1282,0.0,1700.0,444,5,1,0.86474645,1.0
1283,100.0,1700.0,717,5,1,0.70721763,0.47031906
1284,200.0,1700.0,955,2,5,0.08752543,0.023322642
1285,300.0,1700.0,944,7,4,0.45826185,0.021175891
1286,400.0,1700.0,921,1,5,0.4579259,0.19878301
1287,500.0,1700.0,808,0,5,0.13477826,0.15955672
1288,600.0,1700.0,765,7,6,0.013602912,0.003631413
1289,700.0,1700.0,675,1,5,0.27532873,0.0926058
1290,800.0,1700.0,675,1,5,0.28278834,0.46240956
1291,900.0,1700.0,782,1,5,0.8046638,0.15482587
1292,1000.0,1700.0,832,1,5,0.5337637,0.010818511
1293,1100.0,1700.0,870,1,5,0.5395114,0.2525076
1294,1200.0,1700.0,865,1,5,0.8367678,0.26920572
1295,1300.0,1700.0,858,1,5,0.9406184,0.27317533
1296,1400.0,1700.0,886,1,2,0.70670277,0.015621632
1297,1500.0,1700.0,879,1,5,1.0,1.0
1298,1600.0,1700.0,822,1,5,0.121269226,0.037949264
1299,1700.0,1700.0,763,1,5,0.49408606,0.042029113
1300,1800.0,1700.0,727,1,0,0.0694868,0.027470112
1301,1900.0,1700.0,723,1,5,0.10357919,0.10284957
1302,2000.0,1700.0,753,0,2,0.19243708,0.05971244
1303,2100.0,1700.0,721,1,5,0.48398325,0.027735293
1304,2200.0,1700.0,683,1,5,1.0,1.0
1305,2300.0,1700.0,686,1,5,1.0,1.0
1306,2400.0,1700.0,683,1,5,0.92377084,0.05805701
1307,2500.0,1700.0,699,1,5,0.19931225,0.20039746
1308,2600.0,1700.0,675,1,5,0.71732545,0.16121078
1309,2700.0,1700.0,625,1,2,0.1477958,0.15073848
1310,2800.0,1700.0,615,1,5,0.55933815,0.27322024
1311,2900.0,1700.0,712,1,5,0.5151988,0.17214078
1312,3000.0,1700.0,792,1,2,0.35297126,0.008683056
1313,3100.0,1700.0,815,1,6,0.12816048,0.25182977
1314,3200.0,1700.0,790,3,5,0.009114057,0.02313605
1315,3300.0,1700.0,774,0,5,0.0188514,0.1251587
1316,3400.0,1700.0,733,1,5,0.62493414,0.42189842
1317,3500.0,1700.0,680,1,5,0.29289663,0.36990696
1318,3600.0,1700.0,615,1,5,0.353588,0.2289911
1319,3700.0,1700.0,436,1,5,0.11725265,0.03820592
1320,3800.0,1700.0,300,0,7,0.9764369,0.30704632
1321,3900.0,1700.0,153,0,7,0.70680934,0.89691925
1322,4000.0,1700.0,96,0,2,0.123226225,0.11019677
1323,4100.0,1700.0,83,0,7,0.9999535,0.23336771
1324,4200.0,1700.0,75,0,0,0.9294593,0.0903801
1325,4300.0,1700.0,55,0,0,0.9933831,0.09278223
1326,4400.0,1700.0,49,0,0,0.9986593,0.21096262
1327,4500.0,1700.0,52,0,7,1.0,0.12978122
1328,4600.0,1700.0,60,0,7,1.0,0.86846894
1329,4700.0,1700.0,68,0,7,0.99999124,0.7398454
1330,4800.0,1700.0,95,0,7,0.8061139,0.8143936
1331,4900.0,1700.0,109,0,2,0.29056266,0.17657192
1332,5000.0,1700.0,115,0,7,0.9999257,0.8818135
1333,5100.0,1700.0,117,0,7,0.8997144,0.2673658
1334,5200.0,1700.0,131,0,2,0.6102147,0.07153344
1335,5300.0,1700.0,185,0,7,0.99726105,0.39682856
1336,5400.0,1700.0,203,3,6,0.342286,0.04254347
1337,5500.0,1700.0,183,0,4,0.99339116,0.21530777
1338,5600.0,1700.0,170,0,4,0.95723,0.53875387
1339,5700.0,1700.0,176,0,2,0.6901474,0.70509326
1340,5800.0,1700.0,148,3,0,0.2152457,0.060480237
1341,5900.0,1700.0,141,0,2,0.8688878,0.11200163
1342,6000.0,1700.0,123,0,7,0.99999535,0.90690243
1343,6100.0,1700.0,106,0,7,0.99999535,0.45138666
1344,6200.0,1700.0,228,0,7,0.98692465,0.5924783
1345,6300.0,1700.0,368,3,4,0.19824344,0.047318697
1346,6400.0,1700.0,444,6,0,0.68156135,0.012944639
1347,6500.0,1700.0,472,3,2,0.16097274,0.4301272
1348,6600.0,1700.0,347,0,7,0.5655215,0.12737334
1349,6700.0,1700.0,271,0,7,0.3074191,0.067840695
1350,6800.0,1700.0,227,0,7,0.6566987,0.5266534
1351,6900.0,1700.0,205,0,7,0.89853877,0.4819436
1352,7000.0,1700.0,286,0,7,0.9496051,0.38012695
1353,7100.0,1700.0,475,0,0,0.20416558,0.073542535
1354,7200.0,1700.0,662,0,7,0.45365018,0.0104622245
1355,7300.0,1700.0,648,3,4,0.3362739,0.05225326
1356,7400.0,1700.0,524,6,6,0.2944907,0.07760197
1357,7500.0,1700.0,334,0,7,0.80957234,0.69472957
1358,7600.0,1700.0,68,0,7,0.99998397,0.00038032432
1359,0.0,1800.0,421,5,1,0.56083345,0.8313191
1360,100.0,1800.0,752,5,1,1.0,1.0
1361,200.0,1800.0,1026,0,0,0.103471145,0.17928341
1362,300.0,1800.0,1056,6,4,0.14454547,0.22487205
1363,400.0,1800.0,1034,1,6,0.4679129,0.09738737
1364,500.0,1800.0,885,6,6,0.23887342,0.2453188
1365,600.0,1800.0,750,7,2,0.14330891,0.013300747
1366,700.0,1800.0,739,1,5,0.3908806,0.2834702
1367,800.0,1800.0,747,1,5,0.8220479,0.54248345
1368,900.0,1800.0,768,1,5,0.35864943,0.26000136
1369,1000.0,1800.0,818,1,5,0.8998473,0.6365019
1370,1100.0,1800.0,832,1,5,0.8133745,0.2352303
1371,1200.0,1800.0,824,1,5,0.31705958,0.26732284
1372,1300.0,1800.0,809,1,5,0.54814494,0.07964331
1373,1400.0,1800.0,817,1,5,0.9997856,0.620005
1374,1500.0,1800.0,817,1,5,0.6943608,0.49523738
1375,1600.0,1800.0,786,1,5,0.9528714,0.5899197
1376,1700.0,1800.0,759,1,5,0.5605698,0.10750809
1377,1800.0,1800.0,694,1,5,0.93846995,0.10640144
1378,1900.0,1800.0,687,1,5,1.0,1.0
1379,2000.0,1800.0,709,1,5,0.99488145,0.69799954
1380,2100.0,1800.0,691,1,2,0.93663853,0.27528527
1381,2200.0,1800.0,685,1,2,0.20165414,0.4594642
1382,2300.0,1800.0,654,0,2,0.062259644,0.004203886
1383,2400.0,1800.0,630,0,5,0.559196,0.20506537
1384,2500.0,1800.0,590,1,5,0.38569856,0.16382274
1385,2600.0,1800.0,594,1,5,0.80018115,0.0839027
1386,2700.0,1800.0,632,6,0,0.15677756,0.14995225
1387,2800.0,1800.0,591,1,5,0.51038104,0.02021274
1388,2900.0,1800.0,700,1,5,0.56343377,0.19023934
1389,3000.0,1800.0,774,1,5,1.0,0.35580406
1390,3100.0,1800.0,809,1,5,1.0,0.86363524
1391,3200.0,1800.0,796,1,5,1.0,1.0
1392,3300.0,1800.0,752,1,5,1.0,1.0
1393,3400.0,1800.0,712,1,5,0.99470234,0.58149517
1394,3500.0,1800.0,606,1,6,0.86792046,0.033731192
1395,3600.0,1800.0,517,0,7,0.1649163,0.11110519
1396,3700.0,1800.0,388,0,2,0.10733506,0.06217757
1397,3800.0,1800.0,246,3,2,0.11190823,0.049974352
1398,3900.0,1800.0,141,0,2,0.35484323,0.039805412
1399,4000.0,1800.0,98,0,7,0.931104,0.6787
1400,4100.0,1800.0,83,0,7,0.99999535,0.9149525
1401,4200.0,1800.0,61,0,7,0.9999955,0.8739692
1402,4300.0,1800.0,65,0,7,0.99999535,0.94472003
1403,4400.0,1800.0,66,0,7,0.9999963,0.9439335
1404,4500.0,1800.0,55,0,7,0.9999955,0.8483938
1405,4600.0,1800.0,54,0,0,0.9789291,0.46418902
1406,4700.0,1800.0,71,0,7,0.99999565,0.94524926
1407,4800.0,1800.0,146,0,7,0.99999535,1.0
1408,4900.0,1800.0,132,0,2,0.78752065,0.08049095
1409,5000.0,1800.0,121,0,7,0.9999969,0.4144497
1410,5100.0,1800.0,86,0,0,0.9970173,0.22098151
1411,5200.0,1800.0,82,0,0,1.0,0.036681205
1412,5300.0,1800.0,95,0,7,0.99999535,1.0
1413,5400.0,1800.0,98,0,0,0.9969809,0.07865262
1414,5500.0,1800.0,123,0,0,0.8344663,0.014656007
1415,5600.0,1800.0,180,0,2,0.8461156,0.0839895
1416,5700.0,1800.0,197,0,0,0.56850356,0.17031586
1417,5800.0,1800.0,196,3,2,0.55485976,0.19785452
1418,5900.0,1800.0,151,0,0,0.9884193,0.15008125
1419,6000.0,1800.0,88,0,7,0.99999905,0.021285206
1420,6100.0,1800.0,115,0,7,0.99999535,0.9719666
1421,6200.0,1800.0,187,0,7,0.9999904,0.94987756
1422,6300.0,1800.0,284,0,2,0.3164787,0.1737917
1423,6400.0,1800.0,376,0,2,0.53656363,0.056323707
1424,6500.0,1800.0,357,4,3,0.29108727,0.6276764
1425,6600.0,1800.0,340,3,0,0.10494301,0.043443397
1426,6700.0,1800.0,339,0,3,0.22802566,0.3579472
1427,6800.0,1800.0,298,0,3,0.4126499,0.44237304
1428,6900.0,1800.0,278,0,7,0.97936004,0.7334976
1429,7000.0,1800.0,385,0,7,0.99993426,0.7641407
1430,7100.0,1800.0,559,6,0,0.5262674,0.06883076
1431,7200.0,1800.0,720,6,6,0.6274385,0.13712737
1432,7300.0,1800.0,837,0,3,0.1550483,0.01655978
1433,7400.0,1800.0,688,3,0,0.18335873,0.19009323
1434,7500.0,1800.0,387,3,6,0.7501795,0.009932756
1435,7600.0,1800.0,125,3,2,0.8964906,1.0
1436,0.0,1900.0,455,2,1,0.3207665,0.39550462
1437,100.0,1900.0,761,0,1,0.085641354,0.11287962
1438,200.0,1900.0,1014,7,6,0.0388757,0.15554154
1439,300.0,1900.0,1097,6,0,0.03732899,0.053182095
1440,400.0,1900.0,1089,6,6,0.070743024,0.028584987
1441,500.0,1900.0,970,1,5,0.40515584,0.22628504
1442,600.0,1900.0,845,1,5,0.9695327,0.89115196
1443,700.0,1900.0,783,1,5,0.87096125,0.9533739
1444,800.0,1900.0,791,1,5,0.9945598,0.92431784
1445,900.0,1900.0,814,1,5,0.7903269,0.700171
1446,1000.0,1900.0,817,1,5,0.53168845,0.34198418
1447,1100.0,1900.0,814,1,5,0.7371237,0.31574693
1448,1200.0,1900.0,787,1,5,0.8481143,0.59054416
1449,1300.0,1900.0,732,1,2,0.5734143,0.04510808
1450,1400.0,1900.0,753,1,2,0.61255157,0.06153062
1451,1500.0,1900.0,765,1,2,0.8367852,0.17949602
1452,1600.0,1900.0,761,1,5,0.9139083,0.5865973
1453,1700.0,1900.0,733,1,5,0.99947035,0.91769403
1454,1800.0,1900.0,694,1,5,0.08637479,0.30397838
1455,1900.0,1900.0,660,1,2,0.9496559,0.037609875
1456,2000.0,1900.0,657,1,5,1.0,1.0
1457,2100.0,1900.0,659,1,5,1.0,1.0
1458,2200.0,1900.0,638,0,2,0.08687535,0.13743962
1459,2300.0,1900.0,600,7,4,0.30922076,0.003766656
1460,2400.0,1900.0,584,0,7,0.43685603,0.18323654
1461,2500.0,1900.0,610,3,0,0.073328316,0.042304605
1462,2600.0,1900.0,598,3,2,0.15081367,0.1529299
1463,2700.0,1900.0,611,0,0,0.086738735,0.071992666
1464,2800.0,1900.0,605,1,5,0.74484634,0.1569719
1465,2900.0,1900.0,631,1,5,0.73515105,0.10225716
1466,3000.0,1900.0,695,1,5,1.0,0.9846206
1467,3100.0,1900.0,752,1,5,1.0,1.0
1468,3200.0,1900.0,754,1,5,1.0,0.7093042
1469,3300.0,1900.0,708,1,5,1.0,1.0
1470,3400.0,1900.0,646,1,5,0.8103835,1.0
1471,3500.0,1900.0,518,1,5,0.65421724,0.15191516
1472,3600.0,1900.0,444,0,6,0.32302913,0.16339594
1473,3700.0,1900.0,306,0,6,0.26003495,0.18174788
1474,3800.0,1900.0,234,0,4,0.36834812,0.38017255
1475,3900.0,1900.0,181,0,2,0.9067599,0.40991855
1476,4000.0,1900.0,119,0,7,0.27039874,0.44349518
1477,4100.0,1900.0,93,0,7,0.99999523,0.94963944
1478,4200.0,1900.0,73,0,7,0.99999535,0.93351626
1479,4300.0,1900.0,66,0,7,1.0,0.03637314
1480,4400.0,1900.0,64,0,7,0.21245879,0.9148104
1481,4500.0,1900.0,58,0,7,0.99999535,1.0
1482,4600.0,1900.0,53,0,7,0.99999535,0.9119847
1483,4700.0,1900.0,112,0,7,0.99999535,0.9342254
1484,4800.0,1900.0,137,0,2,0.029942662,0.06690842
1485,4900.0,1900.0,141,0,0,0.21158838,0.13131556
1486,5000.0,1900.0,111,0,2,0.9468001,0.009921074
1487,5100.0,1900.0,64,0,0,1.0,0.5343715
1488,5200.0,1900.0,51,0,7,0.99999535,0.8643372
1489,5300.0,1900.0,50,0,7,0.93110526,0.60662127
1490,5400.0,1900.0,83,0,0,0.9857425,0.33534887
1491,5500.0,1900.0,202,0,0,0.9115002,0.3336898
1492,5600.0,1900.0,239,0,0,0.544482,0.079656065
1493,5700.0,1900.0,226,3,0,0.14711231,0.07853383
1494,5800.0,1900.0,192,0,0,0.8232847,0.09192601
1495,5900.0,1900.0,128,0,7,0.9999982,0.22364417
1496,6000.0,1900.0,105,0,0,1.0,0.17233753
1497,6100.0,1900.0,115,0,2,0.9284723,0.25707784
