grid_id,x,y,n_cells,C_state,I_state,C_margin,I_margin
2206,0.0,2900.0,312,0,2,0.294012,0.40293837
2207,100.0,2900.0,537,1,2,0.6924893,0.005899489
2208,200.0,2900.0,660,1,5,0.43401283,0.58626
2209,300.0,2900.0,682,1,5,0.08843219,0.18828344
2210,400.0,2900.0,708,0,5,0.19359168,0.060786754
2211,500.0,2900.0,691,1,5,0.29172164,0.27156806
2212,600.0,2900.0,773,1,5,0.17091104,0.022592992
2213,700.0,2900.0,835,0,5,0.28180343,0.0013799369
2214,800.0,2900.0,836,1,2,0.842731,0.113177925
2215,900.0,2900.0,856,1,2,0.61207825,0.18101493
2216,1000.0,2900.0,840,1,5,0.34308782,0.05000803
2217,1100.0,2900.0,843,1,5,0.9898594,0.44718483
2218,1200.0,2900.0,821,1,5,0.8093577,0.38226014
2219,1300.0,2900.0,881,1,5,0.96378803,0.47253254
2220,1400.0,2900.0,828,7,5,0.00093764067,0.15598604
2221,1500.0,2900.0,713,0,4,0.46827316,0.063892335
2222,1600.0,2900.0,791,0,7,0.93520904,0.03721854
2223,1700.0,2900.0,784,0,0,0.7151307,0.20858365
2224,1800.0,2900.0,883,2,1,0.26470706,0.8790033
2225,1900.0,2900.0,798,5,1,0.74824905,0.6100278
2226,2000.0,2900.0,722,5,1,0.93721366,0.9809443
2227,2100.0,2900.0,688,5,1,0.83369005,1.0
2228,2200.0,2900.0,770,0,1,0.91343534,0.23050202
2229,2300.0,2900.0,727,0,4,0.27124503,0.024965852
2230,2400.0,2900.0,606,0,0,0.865984,0.20835963
2231,2500.0,2900.0,545,0,4,0.9784737,0.18485019
2232,2600.0,2900.0,628,0,4,0.33099806,0.259584
2233,2700.0,2900.0,789,2,1,0.6785866,0.787099
2234,2800.0,2900.0,829,5,1,0.41109324,0.8264889
2235,2900.0,2900.0,877,2,1,0.33686772,0.9262447
2236,3000.0,2900.0,750,0,6,0.37018692,0.1421549
2237,3100.0,2900.0,554,0,6,0.8419876,0.120826036
2238,3200.0,2900.0,364,0,5,0.81464005,0.5582689
2239,3300.0,2900.0,214,0,6,0.85983706,0.6236185
2240,3400.0,2900.0,228,0,7,0.9999743,0.8319927
2241,3500.0,2900.0,324,0,7,0.25622484,0.04958245
2242,3600.0,2900.0,502,0,1,0.41019717,0.40495205
2243,3700.0,2900.0,632,5,1,0.07668379,0.6922803
2244,3800.0,2900.0,649,2,1,0.45685625,0.420807
2245,3900.0,2900.0,579,0,7,0.96012974,0.13848606
2246,4000.0,2900.0,467,0,6,0.2888888,0.8546354
2247,4100.0,2900.0,478,7,6,0.34002647,0.23780733
2248,4200.0,2900.0,518,0,6,0.22764748,0.03351572
2249,4300.0,2900.0,462,5,1,0.9517754,0.9442327
2250,4400.0,2900.0,405,2,1,0.048290193,0.5497797
2251,4500.0,2900.0,343,0,6,0.6846851,0.18076608
2252,4600.0,2900.0,389,0,7,0.79724157,0.002955526
2253,4700.0,2900.0,413,0,6,0.07698643,0.27353072
2254,4800.0,2900.0,426,6,4,0.668299,0.02680549
2255,4900.0,2900.0,404,0,7,0.9999883,0.14362726
2256,5000.0,2900.0,387,0,6,0.26034862,0.093337744
2257,5100.0,2900.0,536,0,6,0.59885097,0.44490615
2258,5200.0,2900.0,619,4,3,0.7101506,0.5064553
2259,5300.0,2900.0,689,4,3,0.8314388,0.50401616
2260,5400.0,2900.0,702,4,3,0.5240079,0.3421241
2261,5500.0,2900.0,704,4,3,0.061408788,0.41750562
2262,5600.0,2900.0,753,4,3,0.5177183,0.37756687
2263,5700.0,2900.0,760,4,3,0.97986674,1.0
2264,5800.0,2900.0,755,4,3,0.8435785,0.5889841
2265,5900.0,2900.0,749,4,3,0.24603209,0.5370051
2266,6000.0,2900.0,691,0,3,0.4334088,0.23784685
2267,6100.0,2900.0,599,7,2,0.11867079,0.0008625388
2268,6200.0,2900.0,545,7,0,0.15810803,0.04298067
2269,6300.0,2900.0,528,4,3,0.26438844,0.3053968
2270,6400.0,2900.0,430,0,3,0.020075262,0.21724755
2271,6500.0,2900.0,356,3,0,0.048891097,0.03243217
2272,6600.0,2900.0,358,0,0,0.80903995,0.16291335
2273,6700.0,2900.0,441,0,2,0.25226113,0.052539855
2274,6800.0,2900.0,614,0,2,0.73115957,0.10273194
2275,6900.0,2900.0,736,0,3,0.55835354,0.08688554
2276,7000.0,2900.0,766,4,3,0.39984965,0.68855894
2277,7100.0,2900.0,769,4,3,0.8444696,0.6325413
2278,7200.0,2900.0,793,4,3,0.85246,0.7888577
2279,7300.0,2900.0,784,4,3,0.76097095,0.5637939
2280,7400.0,2900.0,636,4,3,0.994297,0.78193873
2281,7500.0,2900.0,395,0,3,0.77402866,0.39675602
2282,7600.0,2900.0,158,0,7,0.9999925,0.99558353
2283,0.0,3000.0,249,1,2,0.25737116,0.12134597
2284,100.0,3000.0,480,1,2,0.6805321,0.007068336
2285,200.0,3000.0,623,1,5,0.46381617,0.596045
2286,300.0,3000.0,666,1,5,0.61322,0.16919088
2287,400.0,3000.0,657,0,5,0.0504587,0.19417623
2288,500.0,3000.0,709,1,2,0.3664099,0.010544807
2289,600.0,3000.0,755,1,5,0.6774501,0.011606276
2290,700.0,3000.0,808,0,5,0.17510587,0.12929785
2291,800.0,3000.0,801,0,6,0.026515603,0.043113023
2292,900.0,3000.0,827,1,5,0.93379676,0.4577274
2293,1000.0,3000.0,837,1,5,0.89718074,0.5227864
2294,1100.0,3000.0,832,1,5,0.67484695,0.45261073
2295,1200.0,3000.0,802,1,5,0.18380809,0.49727994
2296,1300.0,3000.0,881,1,5,0.23289168,0.43361133
2297,1400.0,3000.0,931,3,6,0.20212048,0.24450159
2298,1500.0,3000.0,899,6,4,0.31226557,0.026660353
2299,1600.0,3000.0,909,0,6,0.80403244,0.5523315
2300,1700.0,3000.0,852,0,4,0.6295451,0.20523342
2301,1800.0,3000.0,954,0,1,0.5522585,0.17402206
2302,1900.0,3000.0,903,5,1,0.6037388,0.7327539
2303,2000.0,3000.0,708,5,1,0.9188098,1.0
2304,2100.0,3000.0,651,5,1,0.04708633,0.79150915
2305,2200.0,3000.0,775,0,6,0.43682182,0.2813254
2306,2300.0,3000.0,742,0,4,0.16207221,0.28020227
2307,2400.0,3000.0,644,0,2,0.45504472,0.03626594
2308,2500.0,3000.0,607,0,7,0.9746349,0.25128263
2309,2600.0,3000.0,591,0,1,0.20160085,0.7650306
2310,2700.0,3000.0,742,2,1,0.33769768,0.9698945
2311,2800.0,3000.0,826,5,1,0.35605344,1.0
2312,2900.0,3000.0,909,2,1,0.3641845,0.7776148
2313,3000.0,3000.0,818,6,6,0.51518786,0.38904005
2314,3100.0,3000.0,611,0,4,0.4547366,0.28035212
2315,3200.0,3000.0,391,0,0,0.9911733,0.17982745
2316,3300.0,3000.0,241,0,7,0.99988675,0.2155945
2317,3400.0,3000.0,231,0,2,0.4935109,0.20308131
2318,3500.0,3000.0,367,0,6,0.20237666,0.21221262
2319,3600.0,3000.0,538,0,1,0.23601805,0.49400827
2320,3700.0,3000.0,662,5,1,0.6629751,1.0
2321,3800.0,3000.0,642,0,1,0.06640935,0.7919115
2322,3900.0,3000.0,535,0,7,0.5224719,0.542426
2323,4000.0,3000.0,446,0,6,0.5138842,0.290323
2324,4100.0,3000.0,503,0,6,0.049447536,0.020374656
2325,4200.0,3000.0,572,0,0,0.46853262,0.02322179
2326,4300.0,3000.0,620,5,1,0.408715,0.1978831
2327,4400.0,3000.0,580,0,1,0.61487573,0.13732874
2328,4500.0,3000.0,445,0,0,0.4002086,0.022001714
2329,4600.0,3000.0,356,0,7,0.99154,0.8218704
2330,4700.0,3000.0,391,0,0,0.65490574,0.23788938
2331,4800.0,3000.0,424,0,7,0.9871886,0.25085068
2332,4900.0,3000.0,432,0,2,0.97434354,0.06750548
2333,5000.0,3000.0,477,3,6,0.07850221,0.21597576
2334,5100.0,3000.0,639,0,6,0.21318284,0.2000338
2335,5200.0,3000.0,764,4,3,0.5699442,0.2589091
2336,5300.0,3000.0,746,4,3,0.8601248,0.5500815
2337,5400.0,3000.0,748,4,3,0.5276573,0.52794
2338,5500.0,3000.0,727,2,3,0.011070013,0.39564568
2339,5600.0,3000.0,682,4,3,0.56887543,0.5483757
2340,5700.0,3000.0,682,4,3,0.62888336,0.65235925
2341,5800.0,3000.0,731,0,3,0.60681367,0.5213459
2342,5900.0,3000.0,769,4,3,0.23241645,0.22598268
2343,6000.0,3000.0,746,4,3,0.68366003,0.38895285
2344,6100.0,3000.0,712,0,7,0.72499293,0.033489764
2345,6200.0,3000.0,651,0,0,0.024157673,0.034207284
2346,6300.0,3000.0,566,0,2,0.7022972,0.26735285
2347,6400.0,3000.0,495,0,0,0.15305687,0.28060368
2348,6500.0,3000.0,437,0,7,0.88360655,0.15481958
2349,6600.0,3000.0,381,0,7,0.66037476,0.13887241
2350,6700.0,3000.0,450,0,0,0.82445544,0.021401227
2351,6800.0,3000.0,588,0,2,0.66358,0.11300093
2352,6900.0,3000.0,674,4,3,0.83293945,0.6276552
2353,7000.0,3000.0,749,4,3,0.77284765,0.93494946
2354,7100.0,3000.0,783,4,3,0.85997516,0.4692911
2355,7200.0,3000.0,776,4,3,0.2801053,0.610323
2356,7300.0,3000.0,783,4,3,0.13997966,0.6294594
2357,7400.0,3000.0,673,4,3,0.7910667,0.81010807
2358,7500.0,3000.0,486,4,3,0.10999662,0.48814496
2359,7600.0,3000.0,209,0,7,0.9489602,0.47610435
2360,0.0,3100.0,263,0,0,0.9524441,0.012168586
2361,100.0,3100.0,501,7,2,0.007281035,0.3032376
2362,200.0,3100.0,648,1,2,0.38085076,0.057687283
2363,300.0,3100.0,646,1,5,0.34911638,0.53430045
2364,400.0,3100.0,644,1,6,0.22680631,0.052348435
2365,500.0,3100.0,720,1,5,0.036174506,0.01714605
2366,600.0,3100.0,744,1,2,0.6533506,0.12961778
2367,700.0,3100.0,748,1,5,0.92424613,0.60621834
2368,800.0,3100.0,798,7,5,0.050593466,0.19148493
2369,900.0,3100.0,840,1,5,0.3556573,0.4150201
2370,1000.0,3100.0,828,1,5,0.6771846,0.027956486
2371,1100.0,3100.0,834,1,5,0.37594312,0.35677588
2372,1200.0,3100.0,834,3,5,0.062424153,0.20388275
2373,1300.0,3100.0,949,1,5,0.85753274,0.72803223
2374,1400.0,3100.0,1063,1,5,0.7660829,0.28125957
2375,1500.0,3100.0,968,6,0,0.731116,0.07401419
2376,1600.0,3100.0,1047,1,5,0.39398605,0.047606826
2377,1700.0,3100.0,981,0,4,0.23837155,0.10387188
2378,1800.0,3100.0,1050,0,0,0.4271823,0.019448549
2379,1900.0,3100.0,981,0,1,0.76761615,0.65132385
2380,2000.0,3100.0,800,0,1,0.27432886,0.5189969
2381,2100.0,3100.0,711,0,1,0.83900905,0.07247198
2382,2200.0,3100.0,802,0,1,0.16333145,0.53144085
2383,2300.0,3100.0,752,0,1,0.72542536,0.13312174
2384,2400.0,3100.0,729,0,4,0.23144993,0.023512423
2385,2500.0,3100.0,680,0,4,0.7828406,0.11294988
2386,2600.0,3100.0,656,0,4,0.7086967,0.11475843
2387,2700.0,3100.0,772,0,1,0.63836265,0.198181
2388,2800.0,3100.0,790,2,1,0.033277273,0.319582
2389,2900.0,3100.0,848,2,1,0.41046798,0.6576109
2390,3000.0,3100.0,836,6,6,0.10531503,0.33604768
2391,3100.0,3100.0,621,0,6,0.78672254,0.5891017
2392,3200.0,3100.0,357,0,2,0.49331996,0.35539398
2393,3300.0,3100.0,226,0,2,0.98350847,0.2754207
2394,3400.0,3100.0,243,0,4,0.99999696,0.3734908
2395,3500.0,3100.0,381,0,2,0.22303501,0.38880277
2396,3600.0,3100.0,522,5,1,0.09555793,0.8011152
2397,3700.0,3100.0,623,0,1,0.09090555,0.3640896
2398,3800.0,3100.0,585,0,1,0.5304546,0.14228973
2399,3900.0,3100.0,452,0,1,0.5747941,0.4297589
2400,4000.0,3100.0,430,0,6,0.8507508,0.16722178
2401,4100.0,3100.0,477,0,6,0.44725606,0.43979117
2402,4200.0,3100.0,669,0,6,0.23404577,0.85774
2403,4300.0,3100.0,819,0,6,0.43383962,0.018064141
2404,4400.0,3100.0,737,7,2,0.076977015,0.0726434
2405,4500.0,3100.0,509,0,6,0.98594576,0.09512141
2406,4600.0,3100.0,333,0,0,0.35782176,0.060425073
2407,4700.0,3100.0,263,0,7,0.9950044,0.48529395
2408,4800.0,3100.0,297,0,2,0.6566049,0.47900409
2409,4900.0,3100.0,362,0,2,0.27174994,0.3347364
2410,5000.0,3100.0,510,0,2,0.6668327,0.1800054
2411,5100.0,3100.0,656,6,4,0.104340345,0.00472039
2412,5200.0,3100.0,782,0,0,0.2986401,0.044872105
2413,5300.0,3100.0,760,4,3,0.48242635,0.9901421
2414,5400.0,3100.0,745,0,2,0.4156471,0.05653608
2415,5500.0,3100.0,663,4,3,0.82134783,0.11782026
2416,5600.0,3100.0,619,0,6,0.42075723,0.10779697
2417,5700.0,3100.0,658,0,3,0.39520758,0.07129124
2418,5800.0,3100.0,743,4,3,0.58649683,0.003378272
2419,5900.0,3100.0,836,4,3,0.84281075,0.8063113
2420,6000.0,3100.0,835,4,3,0.60730475,0.42151788
2421,6100.0,3100.0,790,4,3,0.2960745,0.60024774
2422,6200.0,3100.0,734,0,7,0.4763187,0.058838904
2423,6300.0,3100.0,636,0,0,0.0564726,0.067224085
2424,6400.0,3100.0,587,0,0,0.30548066,0.023914725
2425,6500.0,3100.0,544,0,0,0.6087033,0.07637173
2426,6600.0,3100.0,443,7,4,0.09136358,0.21256989
2427,6700.0,3100.0,520,0,4,0.66707736,0.0010163188
2428,6800.0,3100.0,623,4,3,0.09631431,0.34751406
2429,6900.0,3100.0,732,4,3,0.85928637,0.7789073
2430,7000.0,3100.0,809,4,3,0.5507887,0.8462591
2431,7100.0,3100.0,666,2,3,0.17656845,0.27842012
2432,7200.0,3100.0,594,2,2,0.2052949,0.084913015
2433,7300.0,3100.0,668,3,3,0.33376595,0.013733447
2434,7400.0,3100.0,630,2,3,0.19213992,0.7283325
2435,7500.0,3100.0,470,4,3,0.64152724,0.65679395
2436,7600.0,3100.0,234,0,3,0.27641678,0.1087369
2437,0.0,3200.0,262,0,2,0.7452513,0.2855316
2438,100.0,3200.0,484,1,5,0.13440934,0.09916505
2439,200.0,3200.0,589,0,2,0.5604282,0.039666712
2440,300.0,3200.0,643,1,5,0.78085923,0.29495597
2441,400.0,3200.0,645,1,2,0.18292636,0.009328425
2442,500.0,3200.0,666,1,5,0.76383805,0.2907452
2443,600.0,3200.0,714,1,5,0.83894473,0.35144126
2444,700.0,3200.0,711,1,5,0.47795057,0.35393417
2445,800.0,3200.0,744,1,5,0.29519823,0.37663323
2446,900.0,3200.0,776,1,5,0.570934,0.18078992
2447,1000.0,3200.0,866,1,5,0.713351,0.54320997
2448,1100.0,3200.0,863,1,5,0.9728621,0.6984416
2449,1200.0,3200.0,820,1,5,0.71873546,0.27829742
2450,1300.0,3200.0,902,1,5,0.6592801,0.2128152
2451,1400.0,3200.0,1019,1,5,0.37206656,0.09097099
2452,1500.0,3200.0,910,6,4,0.09629667,0.1418851
2453,1600.0,3200.0,1015,1,5,0.64405906,0.20449968
2454,1700.0,3200.0,1084,0,4,0.14556521,0.19561362
2455,1800.0,3200.0,1133,0,4,0.06568983,0.14673457
2456,1900.0,3200.0,1125,2,1,0.32352367,0.33112675
2457,2000.0,3200.0,913,2,1,0.5806197,0.41674858
2458,2100.0,3200.0,863,0,7,0.6954151,0.21806853
2459,2200.0,3200.0,927,5,1,0.2163733,0.7953714
2460,2300.0,3200.0,852,5,1,0.10751784,0.32313186
2461,2400.0,3200.0,778,0,0,0.22300926,0.07348442
2462,2500.0,3200.0,725,0,6,0.72902006,0.029543579
2463,2600.0,3200.0,738,0,6,0.02894932,0.43451816
2464,2700.0,3200.0,845,0,6,0.5146669,0.25789055
2465,2800.0,3200.0,837,0,6,0.85176545,0.34576687
2466,2900.0,3200.0,829,0,6,0.49904454,0.40968794
2467,3000.0,3200.0,713,0,4,0.1913681,0.24914986
2468,3100.0,3200.0,515,0,6,0.997211,0.2525376
2469,3200.0,3200.0,292,0,7,0.99991757,0.82746863
2470,3300.0,3200.0,211,0,0,1.0,0.27627906
2471,3400.0,3200.0,234,0,7,0.99927074,0.8879641
2472,3500.0,3200.0,322,0,1,0.68604463,0.31573287
2473,3600.0,3200.0,384,2,1,0.46874434,0.9783325
2474,3700.0,3200.0,466,2,1,0.15960094,0.9896612
2475,3800.0,3200.0,430,0,1,0.6807723,0.3580072
2476,3900.0,3200.0,351,2,1,0.2633617,0.3167867
2477,4000.0,3200.0,397,0,0,0.7831707,0.047942042
2478,4100.0,3200.0,503,0,6,0.5297503,0.1279965
2479,4200.0,3200.0,668,0,0,0.47786325,0.029631168
2480,4300.0,3200.0,794,7,4,0.2019816,0.21821493
2481,4400.0,3200.0,740,6,6,0.57636225,0.18828505
2482,4500.0,3200.0,572,0,6,0.68140644,0.40855032
2483,4600.0,3200.0,328,0,7,0.9925141,0.4007752
2484,4700.0,3200.0,220,0,0,0.93827426,0.09749296
2485,4800.0,3200.0,269,3,2,0.6845524,0.92105126
2486,4900.0,3200.0,362,3,2,0.6459276,0.56621754
2487,5000.0,3200.0,505,0,2,0.8006422,0.3075118
2488,5100.0,3200.0,662,7,6,0.14970258,0.44015887
2489,5200.0,3200.0,801,0,3,0.6838812,0.08621648
2490,5300.0,3200.0,748,4,3,0.48383272,0.30918506
2491,5400.0,3200.0,708,4,3,0.31974167,0.38328815
2492,5500.0,3200.0,660,0,3,0.025044978,0.32666412
2493,5600.0,3200.0,668,0,6,0.64808613,0.11289793
2494,5700.0,3200.0,694,0,3,0.7012112,0.27239966
2495,5800.0,3200.0,790,4,3,0.98685324,0.63848764
2496,5900.0,3200.0,912,4,3,0.6410532,0.711361
2497,6000.0,3200.0,943,4,3,0.87085176,0.63326377
2498,6100.0,3200.0,879,4,3,0.025443912,0.39107105
2499,6200.0,3200.0,829,0,3,0.17866617,0.44354936
2500,6300.0,3200.0,765,4,3,0.34987107,0.37052655
2501,6400.0,3200.0,726,2,3,0.00895834,0.26560706
2502,6500.0,3200.0,662,3,0,0.6975403,0.13333158
2503,6600.0,3200.0,528,0,4,0.40595633,0.26076856
2504,6700.0,3200.0,605,0,7,0.90213007,0.037131518
2505,6800.0,3200.0,668,4,3,0.64718455,0.51508045
2506,6900.0,3200.0,803,4,3,0.8341472,0.94464856
2507,7000.0,3200.0,795,2,3,0.15911227,0.60066736
2508,7100.0,3200.0,652,2,2,0.08673391,0.45872223
2509,7200.0,3200.0,544,3,2,0.81262606,0.6508672
2510,7300.0,3200.0,598,3,2,0.11013505,0.5110485
2511,7400.0,3200.0,585,2,3,0.24280071,0.4437797
2512,7500.0,3200.0,450,4,3,0.19450939,0.6690284
2513,7600.0,3200.0,256,4,3,0.3311442,1.0
2514,0.0,3300.0,313,1,2,0.16382378,0.46099165
2515,100.0,3300.0,486,1,2,0.18117747,0.16796683
2516,200.0,3300.0,605,3,2,0.21809682,0.6503336
2517,300.0,3300.0,644,1,2,0.43173596,0.22317368
2518,400.0,3300.0,656,0,6,0.35295212,0.14152098
2519,500.0,3300.0,697,1,5,0.83667004,0.26700816
2520,600.0,3300.0,708,1,5,0.9485274,0.3575086
2521,700.0,3300.0,699,0,5,0.16719756,0.55685395
2522,800.0,3300.0,696,1,6,0.20694652,0.0012702346
2523,900.0,3300.0,735,1,5,0.94374293,0.14492437
2524,1000.0,3300.0,875,1,5,0.84302044,0.61618215
2525,1100.0,3300.0,897,1,5,0.8532386,0.16201186
2526,1200.0,3300.0,847,7,5,0.0035787523,0.18999234
2527,1300.0,3300.0,824,1,5,0.980138,0.80102086
2528,1400.0,3300.0,873,1,5,0.90252507,0.65930605
2529,1500.0,3300.0,822,1,5,0.6625987,0.3133369
2530,1600.0,3300.0,863,0,5,0.20703122,0.09527388
2531,1700.0,3300.0,985,0,4,0.5540844,0.021007538
2532,1800.0,3300.0,1161,6,4,0.28350475,0.17333284
2533,1900.0,3300.0,1325,0,0,0.6079253,0.0616934
2534,2000.0,3300.0,1182,2,1,0.035445154,0.6725594
2535,2100.0,3300.0,1077,0,1,0.32995984,0.04130611
2536,2200.0,3300.0,1145,0,0,0.14890072,0.28965586
2537,2300.0,3300.0,983,0,0,0.2491,0.023594797
2538,2400.0,3300.0,832,0,0,0.802958,0.040996462
2539,2500.0,3300.0,793,0,6,0.44644734,0.22388786
2540,2600.0,3300.0,863,0,6,0.4223612,0.6741228
2541,2700.0,3300.0,994,0,4,0.22984365,0.12596339
2542,2800.0,3300.0,915,0,6,0.6346804,0.30594498
2543,2900.0,3300.0,732,7,6,0.01468268,0.31634346
2544,3000.0,3300.0,552,0,0,0.855393,0.08472279
2545,3100.0,3300.0,391,0,7,0.9999958,0.79575515
2546,3200.0,3300.0,240,0,7,0.99999535,0.7868371
2547,3300.0,3300.0,198,0,7,0.99999535,0.9660665
2548,3400.0,3300.0,201,0,7,0.99999535,0.98244756
2549,3500.0,3300.0,247,0,6,0.82893586,0.05906728
2550,3600.0,3300.0,307,0,7,0.9822726,0.371546
2551,3700.0,3300.0,340,0,7,0.65960187,0.1730294
2552,3800.0,3300.0,307,0,7,0.935903,1.0
2553,3900.0,3300.0,296,0,7,0.63741416,0.6306181
2554,4000.0,3300.0,334,0,7,0.98225594,0.22212249
2555,4100.0,3300.0,455,0,6,0.4099463,0.32952127
2556,4200.0,3300.0,613,0,4,0.56717384,0.14639413
2557,4300.0,3300.0,760,7,4,0.07718071,0.10321692
2558,4400.0,3300.0,711,0,0,0.3949475,0.007981047
2559,4500.0,3300.0,538,0,6,0.6268925,0.07491866
2560,4600.0,3300.0,313,0,7,0.77221394,0.11225891
2561,4700.0,3300.0,238,0,2,0.46860933,0.11850229
2562,4800.0,3300.0,255,3,4,0.7259846,0.03564015
2563,4900.0,3300.0,291,0,2,0.1767482,0.119559735
2564,5000.0,3300.0,468,0,2,0.17977247,0.12539369
2565,5100.0,3300.0,653,0,3,0.77210677,0.2211591
2566,5200.0,3300.0,792,4,3,0.16769132,0.37768593
2567,5300.0,3300.0,818,4,3,0.48353782,0.29233024
2568,5400.0,3300.0,743,4,3,0.012892842,0.42149362
2569,5500.0,3300.0,743,4,3,0.3775258,0.54225004
2570,5600.0,3300.0,728,4,3,0.50416017,0.5806385
2571,5700.0,3300.0,775,4,3,0.3918078,0.2892282
2572,5800.0,3300.0,825,4,3,0.68460953,0.60424405
2573,5900.0,3300.0,896,4,3,0.8789002,0.76534283
2574,6000.0,3300.0,963,4,3,0.8846705,0.69062173
2575,6100.0,3300.0,934,4,3,0.9901824,0.98754734
2576,6200.0,3300.0,820,4,3,0.15539098,0.6649923
2577,6300.0,3300.0,753,2,3,0.017351836,0.2640823
2578,6400.0,3300.0,736,4,3,0.41292256,0.6061997
2579,6500.0,3300.0,684,0,3,0.30532697,0.19914727
2580,6600.0,3300.0,600,3,7,0.21378249,0.024332523
2581,6700.0,3300.0,582,0,7,0.949002,0.32211107
2582,6800.0,3300.0,673,4,3,0.7642176,0.29665354
2583,6900.0,3300.0,836,4,3,0.92493856,0.7790128
2584,7000.0,3300.0,797,4,3,0.62274164,0.41215092
2585,7100.0,3300.0,720,2,3,0.5274687,0.14890271
2586,7200.0,3300.0,577,0,7,0.27971268,0.058208585
2587,7300.0,3300.0,527,0,2,0.16210815,0.059772342
2588,7400.0,3300.0,557,2,3,0.4050696,0.22138333
2589,7500.0,3300.0,437,4,3,0.8577886,0.7242677
2590,7600.0,3300.0,245,4,3,0.25874513,1.0
2591,0.0,3400.0,364,1,2,0.9119086,0.30659658
2592,100.0,3400.0,528,0,2,0.23577422,0.1741564
2593,200.0,3400.0,598,0,2,0.36386532,0.5136976
2594,300.0,3400.0,572,0,5,0.47961605,0.055981398
2595,400.0,3400.0,634,1,2,0.25962195,0.039274126
2596,500.0,3400.0,710,1,5,0.6323363,0.48819238
2597,600.0,3400.0,686,1,5,0.6828145,0.5900476
2598,700.0,3400.0,630,1,5,0.98604846,1.0
2599,800.0,3400.0,624,1,5,0.6740203,1.0
2600,900.0,3400.0,708,1,5,0.6078634,0.0767909
2601,1000.0,3400.0,796,1,5,1.0,0.7336122
2602,1100.0,3400.0,849,1,5,0.8548864,0.45593432
2603,1200.0,3400.0,893,0,5,0.044747353,0.3799721
2604,1300.0,3400.0,815,1,5,0.37906325,0.39649284
2605,1400.0,3400.0,753,1,5,1.0,1.0
2606,1500.0,3400.0,690,1,2,0.28288612,0.20024756
2607,1600.0,3400.0,653,0,5,0.32011858,0.07114932
2608,1700.0,3400.0,820,0,6,0.8233538,0.022737324
2609,1800.0,3400.0,1102,6,0,0.05428487,0.094576955
2610,1900.0,3400.0,1312,7,4,0.054498315,0.16560149
2611,2000.0,3400.0,1449,0,6,0.18679935,0.0016138852
2612,2100.0,3400.0,1435,2,1,0.30431667,0.17556974
2613,2200.0,3400.0,1391,6,4,0.09376261,0.06719723
2614,2300.0,3400.0,1083,6,4,0.048583984,0.10713622
2615,2400.0,3400.0,834,0,4,0.8117691,0.14208397
2616,2500.0,3400.0,768,0,6,0.912711,0.13126102
2617,2600.0,3400.0,903,6,6,0.32358372,0.18342665
2618,2700.0,3400.0,1053,6,6,0.23620194,0.08224711
2619,2800.0,3400.0,966,7,6,0.051617265,0.90425974
2620,2900.0,3400.0,681,0,6,0.1686233,0.88945305
2621,3000.0,3400.0,446,0,6,0.9466309,0.0788241
2622,3100.0,3400.0,278,0,7,0.99999535,0.84111667
2623,3200.0,3400.0,209,0,7,0.9999922,0.015906721
2624,3300.0,3400.0,206,0,7,0.9999285,0.15994838
2625,3400.0,3400.0,190,0,7,0.7412789,0.9135699
2626,3500.0,3400.0,216,0,7,0.99999535,0.9060034
2627,3600.0,3400.0,235,0,7,0.9843618,1.0
2628,3700.0,3400.0,221,0,2,0.7796646,0.7395259
2629,3800.0,3400.0,237,0,7,0.48166138,0.6407554
2630,3900.0,3400.0,285,0,7,0.86700535,0.10909772
2631,4000.0,3400.0,373,0,6,0.72418666,0.14106831
2632,4100.0,3400.0,434,0,2,0.60286677,0.040282577
2633,4200.0,3400.0,520,0,6,0.026049048,0.33977056
2634,4300.0,3400.0,554,0,1,0.08655617,0.20399505
2635,4400.0,3400.0,533,2,1,0.33964986,0.42201433
2636,4500.0,3400.0,413,7,6,0.22462091,0.4952268
2637,4600.0,3400.0,308,0,6,0.58279514,0.098885685
2638,4700.0,3400.0,274,0,2,0.7558808,0.16612098
2639,4800.0,3400.0,251,0,4,0.8729445,0.15382665
2640,4900.0,3400.0,257,0,2,0.8000364,0.29239777
2641,5000.0,3400.0,416,0,7,0.9976028,0.8383549
2642,5100.0,3400.0,648,2,3,0.23418358,0.21302444
2643,5200.0,3400.0,798,4,3,0.012051582,0.26232976
2644,5300.0,3400.0,902,4,3,0.1905396,0.15205821
2645,5400.0,3400.0,845,4,3,0.28258175,0.18571982
2646,5500.0,3400.0,841,4,3,0.5350025,0.7177354
2647,5600.0,3400.0,833,4,3,0.80873233,0.99045825
2648,5700.0,3400.0,848,4,3,0.9468707,0.9765148
2649,5800.0,3400.0,854,4,3,0.9022633,0.5278343
2650,5900.0,3400.0,891,7,3,0.04672861,0.039996505
2651,6000.0,3400.0,936,4,3,0.0040067732,0.3681018
2652,6100.0,3400.0,881,4,3,0.7929391,0.49954826
2653,6200.0,3400.0,806,4,3,0.2202467,0.57945585
2654,6300.0,3400.0,787,0,3,0.35674465,0.47473392
2655,6400.0,3400.0,692,4,3,0.34199378,0.3971126
2656,6500.0,3400.0,690,0,3,0.0070135593,0.27985853
2657,6600.0,3400.0,631,0,7,0.62669826,0.10000202
2658,6700.0,3400.0,593,0,7,0.9042566,0.03712353
