niche_id	sample_id	program	n_spots	mean_program_activity	mean_smoothed_activity	hotspot_threshold
HCC-1L|P1|N1	HCC-1L	P1	12	2.6365519098851085	1.864895407783816	1.2573250195890338
HCC-1L|P1|N6	HCC-1L	P1	30	2.707324417136381	1.9701884531402067	1.2573250195890338
HCC-1L|P1|N9	HCC-1L	P1	10	2.6971728530067436	1.8564490403115568	1.2573250195890338
HCC-1L|P1|N10	HCC-1L	P1	12	2.444795736311247	1.744598971778256	1.2573250195890338
HCC-1L|P1|N17	HCC-1L	P1	14	2.961313644760064	2.112369857694703	1.2573250195890338
HCC-1L|P1|N37	HCC-1L	P1	17	2.5359124589661883	1.809400425546708	1.2573250195890338
HCC-1L|P2|N3	HCC-1L	P2	13	1.6478066257699582	1.3718236886324036	0.8556907696308821
HCC-1L|P2|N5	HCC-1L	P2	21	1.5738459530314903	1.346853560237087	0.8556907696308821
HCC-1L|P2|N6	HCC-1L	P2	10	1.5728283920016168	1.160419120527644	0.8556907696308821
HCC-1L|P2|N8	HCC-1L	P2	14	1.6665573253785395	1.3003031664820512	0.8556907696308821
HCC-1L|P2|N14	HCC-1L	P2	16	1.763590689166937	1.5172587493840728	0.8556907696308821
HCC-1L|P2|N24	HCC-1L	P2	10	1.4320470627974966	1.110288833341238	0.8556907696308821
HCC-1L|P2|N38	HCC-1L	P2	10	1.5717730600890056	1.2891282992040485	0.8556907696308821
HCC-1L|P3|N3	HCC-1L	P3	42	1.8746479503691142	1.593258455914697	1.0050281680402957
HCC-1L|P3|N5	HCC-1L	P3	11	1.9219420346609881	1.4521771489400745	1.0050281680402957
HCC-1L|P3|N7	HCC-1L	P3	17	2.1311156376878677	1.6668060949768255	1.0050281680402957
HCC-1L|P3|N12	HCC-1L	P3	16	2.049673666624583	1.7636006292289745	1.0050281680402957
HCC-1L|P3|N20	HCC-1L	P3	11	1.8725905227917716	1.4506131972993999	1.0050281680402957
HCC-1L|P3|N34	HCC-1L	P3	12	1.712209917249729	1.560580864660616	1.0050281680402957
HCC-1L|P4|N1	HCC-1L	P4	32	1.8592921588676725	1.675125750729747	0.7087772663361532
HCC-1L|P4|N4	HCC-1L	P4	30	2.529582573965381	2.298872770377405	0.7087772663361532
HCC-1L|P4|N8	HCC-1L	P4	10	1.97338716526165	1.4795085287984904	0.7087772663361532
HCC-1L|P4|N13	HCC-1L	P4	19	2.09693087621404	1.8531127450119926	0.7087772663361532
HCC-1L|P4|N26	HCC-1L	P4	10	2.131992822566164	1.9812860212543613	0.7087772663361532
HCC-1L|P5|N3	HCC-1L	P5	25	0.11972275058829059	0.11730143150676053	9.736264386451383e-06
HCC-1L|P5|N4	HCC-1L	P5	18	0.1690217024232707	0.1690374333063678	9.736264386451383e-06
HCC-1L|P5|N5	HCC-1L	P5	94	0.25060093111435605	0.25059884837702906	9.736264386451383e-06
HCC-1L|P5|N6	HCC-1L	P5	14	0.1497127653349394	0.14971276533493935	9.736264386451383e-06
HCC-1L|P5|N7	HCC-1L	P5	13	0.2189001504461068	0.21890015044610678	9.736264386451383e-06
HCC-1L|P5|N8	HCC-1L	P5	10	0.0011353059540639416	0.0011353059540639416	9.736264386451383e-06
HCC-1L|P5|N9	HCC-1L	P5	17	0.6702696942902693	0.6702697007927388	9.736264386451383e-06
HCC-1L|P5|N10	HCC-1L	P5	15	0.229966452200295	0.23025110307409583	9.736264386451383e-06
HCC-1L|P5|N11	HCC-1L	P5	13	0.0005607391451449386	0.00056074166590934	9.736264386451383e-06
HCC-1L|P5|N15	HCC-1L	P5	10	0.0010417962380650126	0.001041795553122998	9.736264386451383e-06
HCC-1L|P6|N3	HCC-1L	P6	10	0.516808698388803	0.516808698388803	3.92964377413839e-09
HCC-1L|P6|N4	HCC-1L	P6	30	0.30262096192971544	0.3026209793616223	3.92964377413839e-09
HCC-1L|P6|N6	HCC-1L	P6	10	0.5128408500645433	0.5128408500645434	3.92964377413839e-09
HCC-1L|P6|N10	HCC-1L	P6	13	0.4461656937108511	0.4461656937108511	3.92964377413839e-09
HCC-1L|P6|N12	HCC-1L	P6	34	0.1978677106454048	0.19573230441447376	3.92964377413839e-09
HCC-1L|P6|N13	HCC-1L	P6	14	7.430169276188158e-07	7.424382848114585e-07	3.92964377413839e-09
HCC-1L|P6|N15	HCC-1L	P6	12	1.298743178109137e-08	1.208942606301883e-08	3.92964377413839e-09
HCC-1L|P6|N24	HCC-1L	P6	10	7.876704830874947e-07	7.877338279179021e-07	3.92964377413839e-09
HCC-2L|P1|N3	HCC-2L	P1	29	1.0270167308505458	0.955353943530877	0.28617241448163866
HCC-2L|P1|N6	HCC-2L	P1	10	0.983775001396868	0.8936172428573833	0.28617241448163866
HCC-2L|P1|N7	HCC-2L	P1	10	0.7186166068001821	0.7186166068001822	0.28617241448163866
HCC-2L|P1|N9	HCC-2L	P1	16	1.3447594949608275	1.193940988685363	0.28617241448163866
HCC-2L|P1|N10	HCC-2L	P1	14	1.2745221201977095	1.157512966440976	0.28617241448163866
HCC-2L|P1|N11	HCC-2L	P1	10	0.7054948692339433	0.7054948692339433	0.28617241448163866
HCC-2L|P1|N12	HCC-2L	P1	14	0.881991988018857	0.8002723902948174	0.28617241448163866
HCC-2L|P1|N13	HCC-2L	P1	22	1.0875737229275682	0.9716626044651815	0.28617241448163866
HCC-2L|P1|N14	HCC-2L	P1	21	0.9633042938486931	0.8760397845637689	0.28617241448163866
HCC-2L|P1|N21	HCC-2L	P1	10	1.4091820901677528	1.1135321613801854	0.28617241448163866
HCC-2L|P1|N23	HCC-2L	P1	10	0.7189481909638704	0.7189481909638705	0.28617241448163866
HCC-2L|P1|N25	HCC-2L	P1	10	0.7405682884480698	0.7405682884480698	0.28617241448163866
HCC-2L|P1|N31	HCC-2L	P1	13	1.1132255439953505	0.9396032181584972	0.28617241448163866
HCC-2L|P1|N37	HCC-2L	P1	14	0.9627494374313745	0.8954007063268755	0.28617241448163866
HCC-2L|P1|N38	HCC-2L	P1	11	1.0692092798638353	0.9696697503019718	0.28617241448163866
HCC-2L|P1|N51	HCC-2L	P1	13	1.0475912929802473	0.8838015372848508	0.28617241448163866
HCC-2L|P1|N52	HCC-2L	P1	10	0.7032131504733327	0.744229667063995	0.28617241448163866
HCC-2L|P2|N2	HCC-2L	P2	24	1.548643372496005	1.3076485536687847	0.9037187085241041
HCC-2L|P2|N4	HCC-2L	P2	17	1.5429944617227513	1.3104089337107174	0.9037187085241041
HCC-2L|P2|N7	HCC-2L	P2	13	1.5273307644074874	1.2930325766779556	0.9037187085241041
HCC-2L|P2|N11	HCC-2L	P2	17	1.5139310897789633	1.355458354315646	0.9037187085241041
HCC-2L|P2|N12	HCC-2L	P2	26	1.3660173458840044	1.1787415749142953	0.9037187085241041
HCC-2L|P2|N19	HCC-2L	P2	16	1.3318740583160469	1.0813183886473197	0.9037187085241041
HCC-2L|P2|N21	HCC-2L	P2	18	1.7616634271366993	1.4453074541432906	0.9037187085241041
HCC-2L|P2|N22	HCC-2L	P2	32	1.5794416185077922	1.273872414664469	0.9037187085241041
HCC-2L|P2|N26	HCC-2L	P2	11	1.5206357919648505	1.3262888238275905	0.9037187085241041
HCC-2L|P2|N28	HCC-2L	P2	17	1.5207196210327225	1.3005408418264213	0.9037187085241041
HCC-2L|P2|N33	HCC-2L	P2	10	1.2416165875746061	1.1605657356996228	0.9037187085241041
HCC-2L|P2|N34	HCC-2L	P2	10	1.4027644648864235	1.229815042342743	0.9037187085241041
HCC-2L|P2|N38	HCC-2L	P2	10	1.321470872701504	1.0992013280120847	0.9037187085241041
HCC-2L|P2|N52	HCC-2L	P2	11	1.4511734375800558	1.2244372654996238	0.9037187085241041
HCC-2L|P3|N3	HCC-2L	P3	24	1.8212940224650545	1.536448245141776	1.0666446490083556
HCC-2L|P3|N5	HCC-2L	P3	17	1.7995181930419113	1.5373488757281062	1.0666446490083556
HCC-2L|P3|N8	HCC-2L	P3	39	1.7537431719668344	1.5376242698337823	1.0666446490083556
HCC-2L|P3|N12	HCC-2L	P3	26	1.6240229807339526	1.400713299034116	1.0666446490083556
HCC-2L|P3|N18	HCC-2L	P3	18	1.587368585767847	1.2982544216578427	1.0666446490083556
HCC-2L|P3|N20	HCC-2L	P3	32	1.8856295717742633	1.5208117776380443	1.0666446490083556
HCC-2L|P3|N25	HCC-2L	P3	12	1.736352193726855	1.5268746404549096	1.0666446490083556
HCC-2L|P3|N27	HCC-2L	P3	16	1.879297321987005	1.5447161785066654	1.0666446490083556
HCC-2L|P3|N31	HCC-2L	P3	17	2.068624129586695	1.6759172655866212	1.0666446490083556
HCC-2L|P3|N33	HCC-2L	P3	15	1.3841662007646367	1.2800528241801128	1.0666446490083556
HCC-2L|P3|N34	HCC-2L	P3	10	1.6632695751672197	1.4521546178165745	1.0666446490083556
HCC-2L|P3|N47	HCC-2L	P3	10	1.6490220146853116	1.4446589364016789	1.0666446490083556
HCC-2L|P3|N50	HCC-2L	P3	12	1.6492856222158947	1.4095371085244988	1.0666446490083556
HCC-2L|P4|N2	HCC-2L	P4	10	0.5838559053222108	0.5838559053222108	0.23904802038527345
HCC-2L|P4|N4	HCC-2L	P4	17	0.8512507720243018	0.8336047343470777	0.23904802038527345
HCC-2L|P4|N7	HCC-2L	P4	10	1.5589031541991556	1.4161368461357857	0.23904802038527345
HCC-2L|P4|N10	HCC-2L	P4	14	0.8089072839816953	0.690486262263618	0.23904802038527345
HCC-2L|P4|N11	HCC-2L	P4	14	0.9368404108838924	0.8523853960911321	0.23904802038527345
HCC-2L|P4|N13	HCC-2L	P4	14	0.9508293653166852	0.8489803371156964	0.23904802038527345
HCC-2L|P4|N14	HCC-2L	P4	21	0.9733227568822627	0.880997892114488	0.23904802038527345
HCC-2L|P4|N21	HCC-2L	P4	10	0.8893644867791386	0.70867458872399	0.23904802038527345
HCC-2L|P4|N26	HCC-2L	P4	11	1.03329469851791	0.9820516957676059	0.23904802038527345
