cell_id,x,y,cell_type,C_state,I_state,joint_id
16589,429.78915,426.31635,DCIS_2,1,0,9
16590,367.1477,428.07446,DCIS_2,5,2,43
16591,423.84476,432.7513,Invasive_Tumor,1,0,9
16592,416.3892,429.10223,Invasive_Tumor,1,2,11
16593,438.24353,431.38464,Invasive_Tumor,1,0,9
16594,429.11102,435.4292,Invasive_Tumor,1,0,9
16595,352.4219,431.92685,Invasive_Tumor,5,2,43
16596,444.454,435.20493,Invasive_Tumor,1,0,9
16597,366.72974,436.21768,DCIS_2,5,2,43
16598,451.59082,433.49963,Invasive_Tumor,1,0,9
16599,403.8511,433.97568,Invasive_Tumor,1,2,11
16600,344.30524,438.51187,Myoepi_ACTA2+,5,2,43
16601,393.64923,438.89514,Invasive_Tumor,1,2,11
16602,411.53708,442.494,Invasive_Tumor,1,2,11
16603,384.59622,439.38535,DCIS_2,5,2,43
16604,439.479,442.99323,Invasive_Tumor,1,0,9
16605,402.0157,444.72653,Invasive_Tumor,1,2,11
16606,358.38055,445.60333,DCIS_2,5,2,43
16607,339.69556,446.1111,Invasive_Tumor,1,2,11
16608,421.7607,445.66733,Invasive_Tumor,1,2,11
16609,373.3153,447.3899,DCIS_2,5,2,43
16610,406.36053,452.45898,Invasive_Tumor,1,2,11
16611,428.40186,449.5403,DCIS_2,1,0,9
16612,396.37634,452.67606,DCIS_2,5,2,43
16613,348.81418,452.66556,Prolif_Invasive_Tumor,5,2,43
16614,387.31546,454.53442,DCIS_2,5,2,43
16615,449.38437,456.29108,DCIS_2,1,0,9
16616,429.38544,456.08337,DCIS_2,1,2,11
16617,341.35812,460.36606,DCIS_2,5,2,43
16618,438.49884,456.81393,Invasive_Tumor,1,0,9
16619,414.23764,458.0764,DCIS_2,1,2,11
16620,373.95825,460.32257,DCIS_2,5,0,41
16621,454.50748,437.07178,Prolif_Invasive_Tumor,1,0,9
16622,479.1568,407.75937,DCIS_2,1,2,11
16623,491.13263,405.66467,DCIS_2,1,2,11
16624,530.5698,411.5431,Invasive_Tumor,1,2,11
16625,492.0468,411.77225,Invasive_Tumor,1,2,11
16626,460.8882,412.05157,Invasive_Tumor,1,0,9
16627,523.876,414.25458,Invasive_Tumor,1,2,11
16628,475.68436,414.56924,DCIS_2,1,2,11
16629,511.22653,412.52267,Invasive_Tumor,1,2,11
16630,502.06763,415.75513,DCIS_2,1,2,11
16631,492.57916,420.12756,Invasive_Tumor,1,2,11
16632,516.18134,420.26257,Invasive_Tumor,1,2,11
16633,466.75977,417.5673,Invasive_Tumor,1,0,9
16634,480.9454,421.6874,DCIS_2,1,0,9
16635,458.45557,421.86972,Invasive_Tumor,1,0,9
16636,468.49973,423.78192,Invasive_Tumor,1,0,9
16637,502.64246,425.48026,Invasive_Tumor,1,2,11
16638,518.86365,425.62463,Invasive_Tumor,1,2,11
16639,486.26175,428.68695,DCIS_2,1,2,11
16640,469.95013,430.96463,Invasive_Tumor,1,0,9
16641,523.95935,430.29944,Invasive_Tumor,1,2,11
16642,476.72263,431.62637,Invasive_Tumor,1,0,9
16643,501.4034,432.99152,DCIS_2,1,2,11
16644,462.47122,434.13818,Invasive_Tumor,1,0,9
16645,511.48282,437.34897,Invasive_Tumor,1,2,11
16646,522.5205,438.9734,DCIS_2,1,2,11
16647,486.3685,436.19095,Invasive_Tumor,1,2,11
16648,491.53156,441.5038,DCIS_2,1,2,11
16649,477.54254,439.21198,Invasive_Tumor,1,0,9
16650,471.63654,441.0053,DCIS_2,1,0,9
16651,501.3304,444.49496,Invasive_Tumor,1,2,11
16652,458.34726,444.2838,Invasive_Tumor,1,0,9
16653,521.1023,446.30576,Invasive_Tumor,1,2,11
16654,469.77203,449.11865,DCIS_2,1,0,9
16655,508.023,447.71124,Invasive_Tumor,1,2,11
16656,480.22864,449.38858,DCIS_2,1,0,9
16657,458.67316,451.2281,Invasive_Tumor,1,0,9
16658,521.3946,453.83676,DCIS_2,1,2,11
16659,509.3642,454.20743,Invasive_Tumor,1,2,11
16660,493.7372,453.14856,DCIS_2,1,2,11
16661,461.48267,457.10876,Invasive_Tumor,1,0,9
16662,475.5671,461.04468,Invasive_Tumor,1,0,9
16663,483.55728,463.42685,Invasive_Tumor,1,2,11
16664,453.2071,463.37872,DCIS_2,5,0,41
16665,467.57782,461.42487,Invasive_Tumor,5,0,41
16666,521.4385,463.80087,Invasive_Tumor,1,2,11
16667,495.81516,463.07257,Invasive_Tumor,1,2,11
16668,509.34216,462.66287,Invasive_Tumor,1,2,11
16669,488.0794,474.37692,Invasive_Tumor,1,0,9
16670,503.03098,472.09003,Invasive_Tumor,1,2,11
16671,508.2767,481.3291,Invasive_Tumor,1,2,11
16672,514.1348,472.99673,Invasive_Tumor,1,2,11
16673,524.18835,477.07452,Invasive_Tumor,1,2,11
16674,500.2895,489.0458,DCIS_2,1,2,11
16675,514.40643,488.98523,DCIS_2,1,2,11
16676,528.56586,488.2745,Invasive_Tumor,1,2,11
16677,486.93826,490.40906,DCIS_2,1,0,9
16678,492.9956,494.1902,DCIS_2,1,2,11
16679,520.7931,499.52255,DCIS_2,1,2,11
16680,504.9532,505.01093,Invasive_Tumor,1,2,11
16681,529.08514,502.681,Invasive_Tumor,5,2,43
16682,513.1935,507.28186,Invasive_Tumor,1,2,11
16683,491.96173,506.29688,Invasive_Tumor,1,2,11
16684,522.13763,510.0859,Invasive_Tumor,1,2,11
16685,495.2797,511.25125,DCIS_2,1,2,11
16686,498.62042,516.883,Invasive_Tumor,1,0,9
16687,487.96185,517.9807,Invasive_Tumor,1,2,11
16688,513.2047,519.43097,Invasive_Tumor,1,0,9
16689,522.1226,519.4836,DCIS_2,1,2,11
16690,492.99783,525.92175,DCIS_2,1,0,9
16691,526.6524,526.7016,Invasive_Tumor,1,0,9
16692,517.73987,532.59235,Macrophages_1,1,0,9
16693,505.22092,529.1328,DCIS_2,1,0,9
16694,780.4276,374.58063,Unlabeled,7,1,58
16695,785.6513,375.41364,Invasive_Tumor,7,1,58
16696,783.33905,381.78415,Invasive_Tumor,7,1,58
16697,780.4863,385.8963,Macrophages_1,5,1,42
16698,799.38556,389.50836,Unlabeled,7,4,61
16699,804.4207,389.19293,Macrophages_1,7,2,59
16700,806.28687,393.323,Myoepi_ACTA2+,7,2,59
16701,815.69446,388.51108,Invasive_Tumor,7,2,59
16702,791.99774,387.91992,Macrophages_1,7,4,61
16703,798.1805,397.6138,Unlabeled,7,2,59
16704,781.78845,394.59555,DCIS_2,5,1,42
16705,809.7709,397.6231,Unlabeled,7,2,59
16706,817.3042,397.30484,DCIS_2,7,2,59
16707,805.9139,398.86774,Unlabeled,7,2,59
16708,801.45233,400.24408,DCIS_2,7,2,59
16709,780.8042,402.7651,Invasive_Tumor,5,2,43
16710,811.02637,403.01602,Unlabeled,7,2,59
16711,791.3942,399.7417,Macrophages_1,5,2,43
16712,805.5042,403.71478,Unlabeled,7,2,59
16713,816.9454,404.4552,DCIS_2,7,2,59
16714,798.41315,405.46002,CD4+_T_Cells,7,2,59
16715,813.7986,408.9321,Unlabeled,7,2,59
16716,806.4157,409.41724,Invasive_Tumor,7,2,59
16717,791.24536,409.8508,DCIS_2,5,2,43
16718,782.24786,410.1508,DCIS_2,5,2,43
16719,801.8173,412.30423,Invasive_Tumor,7,1,58
16720,815.9701,414.02386,Unlabeled,7,1,58
16721,806.992,416.41956,DCIS_2,7,1,58
16722,796.7987,417.09445,DCIS_2,5,1,42
16723,817.2631,420.2287,Unlabeled,7,1,58
16724,785.52795,418.58917,DCIS_2,5,1,42
16725,800.3532,423.22476,Invasive_Tumor,5,1,42
16726,455.7807,367.28995,Myoepi_ACTA2+,5,2,43
16727,457.63638,398.67917,DCIS_2,1,2,11
16728,459.75153,388.68488,Invasive_Tumor,5,2,43
16729,459.95132,381.40558,DCIS_2,5,2,43
16730,462.60278,393.0621,DCIS_2,5,2,43
16731,460.9779,354.4209,Unlabeled,2,2,19
16732,466.19626,373.645,DCIS_2,5,2,43
16733,468.1657,363.4333,Myoepi_ACTA2+,5,2,43
16734,466.0347,344.17953,Endothelial,0,2,3
16735,469.58496,400.96344,DCIS_2,1,2,11
16736,472.88367,379.49033,DCIS_2,5,2,43
16737,475.5359,391.04294,Invasive_Tumor,5,2,43
16738,478.15027,383.37833,Invasive_Tumor,5,2,43
16739,473.1827,334.70703,Endothelial,0,2,3
16740,474.62866,349.58112,Endothelial,5,2,43
16741,471.71985,323.5768,CD4+_T_Cells,0,6,7
16742,482.34222,401.5693,Invasive_Tumor,5,2,43
16743,479.94324,362.7041,DCIS_2,5,2,43
16744,477.17188,356.7774,DCIS_2,5,2,43
16745,480.6969,370.4441,Unlabeled,5,2,43
16746,482.38824,348.13412,Macrophages_1,5,2,43
16747,483.6491,395.89487,Invasive_Tumor,5,2,43
16748,481.98404,325.61255,Macrophages_1,0,6,7
16749,489.01532,357.3843,Myoepi_ACTA2+,5,2,43
16750,490.94705,386.39127,DCIS_2,5,2,43
16751,486.61957,332.45364,CD8+_T_Cells,2,2,19
16752,486.67853,342.49707,Stromal,2,2,19
16753,488.44278,372.28174,DCIS_2,5,2,43
16754,489.63004,377.29758,Invasive_Tumor,5,2,43
16755,495.2819,368.74008,Invasive_Tumor,5,2,43
16756,492.5361,336.93558,Myoepi_ACTA2+,2,2,19
16757,499.23056,398.38162,DCIS_2,1,2,11
16758,495.7978,327.11108,Stromal,2,2,19
16759,497.43115,342.89404,Myoepi_ACTA2+,5,2,43
16760,492.99564,347.71255,Myoepi_ACTA2+,5,2,43
16761,500.1256,349.25998,DCIS_2,5,2,43
16762,501.3408,356.12314,DCIS_2,5,2,43
16763,503.01132,335.5814,DCIS_2,2,2,19
16764,505.06348,383.26846,Invasive_Tumor,1,2,11
16765,506.47144,327.0028,Invasive_Tumor,2,2,19
16766,503.5976,376.8013,Invasive_Tumor,1,2,11
16767,507.3424,363.96628,Invasive_Tumor,1,2,11
16768,509.98288,339.84595,Myoepi_ACTA2+,5,2,43
16769,508.87723,373.12167,DCIS_2,1,2,11
16770,510.32114,393.82242,DCIS_2,1,2,11
16771,514.3929,350.31052,DCIS_2,1,2,11
16772,515.70776,357.95337,Invasive_Tumor,1,2,11
16773,514.12286,344.4389,DCIS_2,5,2,43
16774,515.61255,329.60138,Myoepi_ACTA2+,5,0,41
16775,519.8116,383.5724,DCIS_2,1,2,11
16776,516.7811,369.97696,Invasive_Tumor,1,2,11
16777,519.79535,402.0773,Invasive_Tumor,1,2,11
16778,524.9883,337.00214,DCIS_2,5,2,43
16779,527.2395,351.32925,Invasive_Tumor,1,2,11
16780,525.4976,392.19574,DCIS_2,1,2,11
16781,525.7249,369.78067,Invasive_Tumor,1,2,11
16782,526.4567,360.94162,Invasive_Tumor,1,2,11
16783,633.5175,140.83269,Invasive_Tumor,5,1,42
16784,686.864,139.42845,DCIS_2,5,1,42
16785,712.44293,142.58818,Invasive_Tumor,5,1,42
16786,705.3264,142.98569,Invasive_Tumor,5,1,42
16787,697.11084,145.8843,DCIS_2,5,1,42
16788,643.4027,143.82127,DCIS_2,5,1,42
16789,661.20447,148.88345,Invasive_Tumor,5,2,43
16790,676.2809,147.74858,DCIS_2,5,2,43
16791,682.5651,150.7564,DCIS_2,5,2,43
16792,644.5871,150.68372,DCIS_2,5,1,42
16793,691.2628,153.19714,Invasive_Tumor,5,1,42
16794,710.8241,154.19643,DCIS_2,5,1,42
16795,623.95654,151.27455,DCIS_2,5,1,42
16796,699.19055,155.96686,DCIS_2,5,1,42
16797,649.5163,159.31201,Unlabeled,5,2,43
16798,670.21246,157.16818,Invasive_Tumor,5,2,43
16799,638.5105,160.995,Invasive_Tumor,5,1,42
16800,684.7188,160.18008,Invasive_Tumor,5,2,43
16801,703.78644,163.82683,DCIS_2,5,2,43
16802,627.6506,162.93027,DCIS_2,5,1,42
16803,659.0452,164.54123,DCIS_2,5,2,43
16804,690.9965,165.64821,Invasive_Tumor,5,2,43
16805,679.986,166.6314,Invasive_Tumor,5,2,43
16806,714.88696,168.18684,DCIS_2,5,2,43
16807,630.07294,169.92166,DCIS_2,5,1,42
16808,686.6884,175.8907,DCIS_2,5,2,43
16809,642.27673,171.05952,DCIS_2,5,1,42
16810,673.4532,171.41615,Invasive_Tumor,5,2,43
16811,709.7914,172.65321,DCIS_2,5,2,43
16812,623.9247,176.75197,Invasive_Tumor,5,1,42
16813,667.3281,176.12888,Invasive_Tumor,5,2,43
16814,634.5605,176.83257,Invasive_Tumor,5,1,42
16815,698.86005,174.93498,Invasive_Tumor,5,2,43
16816,715.73755,178.94612,DCIS_2,5,2,43
16817,662.6748,181.80211,DCIS_2,5,2,43
16818,653.7426,177.98897,DCIS_2,5,2,43
16819,696.67523,183.07056,Macrophages_1,5,2,43
16820,640.4908,181.64792,DCIS_2,5,2,43
16821,673.7631,182.08325,DCIS_2,5,2,43
16822,706.6903,184.53648,DCIS_2,5,2,43
16823,628.9199,184.36072,DCIS_2,5,1,42
16824,640.91785,187.323,Invasive_Tumor,5,2,43
16825,665.1384,187.97633,DCIS_2,5,2,43
16826,647.8253,188.76163,DCIS_2,5,2,43
16827,693.4145,189.55669,Myoepi_ACTA2+,5,2,43
16828,656.0367,189.79018,DCIS_2,5,2,43
16829,672.6683,189.24757,DCIS_2,5,2,43
16830,680.33844,189.03543,DCIS_2,5,2,43
16831,711.2661,190.6321,DCIS_2,5,1,42
16832,718.897,192.1775,Invasive_Tumor,5,1,42
16833,635.30664,193.14903,DCIS_2,5,2,43
16834,705.53,196.55641,Unlabeled,5,1,42
16835,658.65906,196.88602,DCIS_2,5,2,43
16836,712.1848,200.29913,DCIS_2,5,1,42
16837,619.31,193.94073,Myoepi_ACTA2+,2,1,18
16838,676.03876,199.20029,Myoepi_ACTA2+,2,2,19
16839,646.24005,199.81714,DCIS_2,5,2,43
16840,634.18774,201.99701,Myoepi_ACTA2+,5,2,43
16841,625.80853,202.45682,Myoepi_ACTA2+,3,2,27
16842,687.1237,202.45746,Myoepi_ACTA2+,2,2,19
16843,620.3708,169.10599,Invasive_Tumor,5,1,42
16844,697.94995,198.61206,Macrophages_1,5,2,43
16845,668.58844,207.36392,Myoepi_ACTA2+,2,2,19
16846,653.0745,207.66588,Macrophages_1,2,2,19
16847,661.0637,205.24866,Macrophages_1,2,2,19
16848,643.7477,207.32231,Myoepi_ACTA2+,2,2,19
16849,693.901,208.97252,Myoepi_ACTA2+,2,2,19
16850,631.1954,209.88118,Stromal,3,2,27
16851,708.7555,208.14957,Myoepi_ACTA2+,5,1,42
16852,621.4186,206.18547,Endothelial,3,2,27
16853,726.5815,159.70439,Invasive_Tumor,5,1,42
16854,718.6874,161.87817,DCIS_2,5,1,42
16855,729.8162,168.07306,DCIS_2,5,2,43
16856,724.2568,168.22351,DCIS_2,5,2,43
16857,728.11383,179.20052,DCIS_2,5,2,43
16858,726.71515,188.83281,DCIS_2,5,1,42
16859,730.8342,193.17221,Myoepi_ACTA2+,5,1,42
16860,723.3647,204.02594,DCIS_2,5,1,42
16861,732.6961,150.29099,DCIS_2,5,1,42
16862,721.67737,151.60162,DCIS_2,5,1,42
16863,738.3346,195.49637,DCIS_2,5,1,42
16864,736.4562,170.4264,DCIS_2,5,2,43
16865,391.5392,262.4939,Invasive_Tumor,1,0,9
16866,392.04733,187.5573,Invasive_Tumor,1,2,11
16867,396.78656,214.40561,Invasive_Tumor,1,2,11
16868,393.35974,229.36563,Invasive_Tumor,1,0,9
16869,395.2423,177.29489,Invasive_Tumor,1,2,11
16870,392.74927,249.94576,Invasive_Tumor,1,0,9
16871,401.39902,179.75638,Invasive_Tumor,1,0,9
16872,399.6872,261.1373,Invasive_Tumor,1,0,9
16873,402.16275,273.84164,Macrophages_1,1,0,9
16874,398.62427,231.157,Invasive_Tumor,1,0,9
16875,400.77164,201.14449,Invasive_Tumor,1,2,11
16876,404.1236,171.38235,Invasive_Tumor,1,0,9
16877,403.96274,186.84132,DCIS_2,1,0,9
16878,404.5901,223.4231,Stromal,1,2,11
16879,401.7443,243.88707,Invasive_Tumor,1,0,9
16880,404.8379,234.71567,Prolif_Invasive_Tumor,1,0,9
16881,408.1131,210.5628,Macrophages_1,1,2,11
16882,409.5857,180.36954,Invasive_Tumor,1,0,9
16883,410.39935,260.00635,Invasive_Tumor,1,0,9
16884,410.3779,172.27956,Invasive_Tumor,1,0,9
16885,410.60962,189.4441,DCIS_2,1,0,9
16886,410.04105,221.99316,Invasive_Tumor,1,2,11
16887,414.13043,243.47185,Prolif_Invasive_Tumor,1,6,15
16888,414.71326,195.5708,DCIS_2,1,0,9
16889,417.06506,234.1769,Invasive_Tumor,1,0,9
16890,416.38715,217.39398,Invasive_Tumor,1,0,9
16891,420.24973,227.80127,Invasive_Tumor,1,0,9
16892,418.6973,182.19481,Invasive_Tumor,1,0,9
16893,417.24905,273.26474,Endothelial,1,0,9
16894,421.01706,199.66002,Macrophages_1,1,0,9
16895,421.1406,169.69505,Stromal,1,2,11
16896,426.92883,213.90974,Prolif_Invasive_Tumor,1,2,11
16897,427.94095,247.77258,Macrophages_1,1,3,12
16898,432.24625,205.9568,Invasive_Tumor,1,0,9
16899,436.0979,272.05682,Stromal,0,0,1
16900,435.03656,228.76308,Endothelial,1,3,12
16901,437.92166,200.4678,Macrophages_1,1,0,9
16902,437.21506,176.85489,Prolif_Invasive_Tumor,1,0,9
16903,439.7936,187.38794,Invasive_Tumor,1,0,9
16904,443.00714,195.48845,Macrophages_2,1,0,9
16905,446.42282,258.62927,Macrophages_1,0,3,4
16906,449.28912,240.39574,B_Cells,0,3,4
16907,449.23004,213.15096,Unlabeled,1,3,12
16908,454.7266,195.15807,B_Cells,0,0,1
16909,424.27597,265.33493,Stromal,1,0,9
16910,401.88034,286.80887,Invasive_Tumor,1,0,9
16911,420.69962,286.98337,Endothelial,0,0,1
16912,391.55978,291.5638,Stromal,1,0,9
16913,395.624,303.9447,Invasive_Tumor,1,0,9
16914,411.1907,301.2774,Stromal,0,6,7
16915,449.357,298.372,Stromal,0,6,7
16916,443.53818,287.85342,Stromal,0,7,8
16917,437.23312,314.43784,Stromal,0,6,7
16918,452.01392,308.81015,Stromal,0,6,7
16919,440.47775,304.10114,Stromal,0,6,7
16920,456.99152,312.24396,Stromal,0,6,7
16921,469.48483,238.61703,Stromal,0,3,4
16922,461.6825,224.32758,Unlabeled,0,3,4
16923,465.75574,256.0503,Stromal,0,3,4
16924,463.46545,180.36769,Stromal,0,0,1
16925,464.63422,292.06644,Stromal,0,7,8
16926,472.43646,213.37193,Stromal,0,3,4
16927,474.7119,202.99623,Stromal,0,0,1
16928,465.54153,311.73996,Stromal,0,6,7
16929,475.10477,306.53046,Macrophages_2,0,6,7
16930,600.02264,28.210007,Stromal,0,2,3
16931,625.9184,32.165737,Stromal,0,2,3
16932,552.7601,29.287588,DCIS_2,0,3,4
16933,613.2164,35.86585,Perivascular-Like,2,2,19
16934,605.6117,38.956932,Endothelial,2,2,19
16935,567.5933,36.31494,Stromal,0,3,4
16936,522.4086,35.037025,Stromal,0,3,4
16937,614.95294,42.649403,Myoepi_ACTA2+,2,2,19
16938,588.52014,41.197346,Unlabeled,0,2,3
16939,599.54486,43.847042,Macrophages_1,2,2,19
16940,556.7063,46.58463,Stromal,0,3,4
16941,626.26984,44.12102,Myoepi_ACTA2+,1,2,11
16942,595.53937,48.252148,Macrophages_1,2,2,19
16943,542.2094,49.963856,Stromal,0,3,4
16944,575.4304,48.436394,Stromal,0,2,3
16945,608.9441,49.66166,Myoepi_ACTA2+,2,2,19
16946,519.8035,54.25043,Unlabeled,0,3,4
16947,618.348,53.10693,Invasive_Tumor,2,2,19
16948,588.7022,56.830513,Macrophages_1,2,2,19
16949,601.74426,53.94584,Myoepi_ACTA2+,2,2,19
16950,566.2383,61.35935,Stromal,0,2,3
16951,602.1463,61.205284,Myoepi_ACTA2+,2,2,19
16952,621.3352,65.52196,Invasive_Tumor,5,2,43
16953,613.7265,67.10017,DCIS_2,5,2,43
16954,605.1136,67.77042,DCIS_2,2,2,19
16955,485.20328,66.063515,Stromal,0,3,4
16956,614.23175,74.1944,Unlabeled,5,2,43
16957,625.68335,73.75176,Invasive_Tumor,5,2,43
16958,596.2059,71.98879,Myoepi_ACTA2+,5,2,43
16959,583.72406,71.16186,Myoepi_ACTA2+,2,2,19
16960,630.3774,56.70809,DCIS_2,1,2,11
16961,633.2234,30.611925,Myoepi_ACTA2+,0,2,3
16962,635.00775,39.06275,Macrophages_1,1,2,11
16963,639.7908,56.824924,Invasive_Tumor,1,2,11
16964,636.667,68.255974,DCIS_2,1,2,11
16965,639.163,46.625244,DCIS_2,1,2,11
16966,643.919,52.957466,Invasive_Tumor,1,2,11
16967,645.70746,74.06402,DCIS_2,1,0,9
16968,644.6225,36.736134,Invasive_Tumor,1,2,11
16969,647.61237,63.55433,Invasive_Tumor,1,2,11
16970,648.3244,45.57277,Invasive_Tumor,1,2,11
16971,651.7651,56.0337,Invasive_Tumor,1,2,11
16972,657.1331,39.989155,DCIS_2,1,2,11
16973,659.215,70.61138,Invasive_Tumor,5,2,43
16974,662.14746,63.3386,Prolif_Invasive_Tumor,5,2,43
16975,659.31464,51.274887,DCIS_2,1,2,11
16976,669.853,49.44473,Invasive_Tumor,5,2,43
16977,669.214,63.358078,DCIS_2,5,2,43
16978,668.5541,35.886005,Myoepi_ACTA2+,1,2,11
16979,679.47473,60.41944,DCIS_2,5,2,43
16980,688.5262,54.400246,DCIS_2,5,2,43
16981,690.86896,43.148487,Invasive_Tumor,5,2,43
16982,694.50854,34.036552,DCIS_2,5,2,43
16983,697.29803,72.972015,DCIS_2,5,2,43
16984,700.3326,58.79702,DCIS_2,5,2,43
16985,705.2046,39.335255,DCIS_2,5,2,43
16986,708.8364,47.94259,DCIS_2,5,2,43
16987,713.71375,41.495483,DCIS_2,5,2,43
16988,714.443,54.595158,DCIS_2,5,2,43
16989,714.7459,68.05359,DCIS_2,5,2,43
16990,720.58435,39.198402,DCIS_2,5,2,43
16991,722.0718,72.5635,DCIS_2,5,1,42
16992,722.36383,78.27608,DCIS_2,5,1,42
16993,724.69025,51.069584,DCIS_2,5,1,42
16994,726.7198,32.44515,DCIS_2,5,2,43
16995,728.16547,64.02205,DCIS_2,5,1,42
16996,730.59625,76.987656,DCIS_2,5,1,42
16997,290.17697,169.0791,Invasive_Tumor,1,0,9
16998,266.3042,170.53978,Invasive_Tumor,1,6,15
16999,300.22632,168.32428,Invasive_Tumor,1,0,9
17000,275.03653,169.01689,Invasive_Tumor,1,6,15
17001,282.4198,171.02417,Invasive_Tumor,1,0,9
17002,294.46503,172.89128,Invasive_Tumor,1,0,9
17003,252.8421,172.16492,Invasive_Tumor,1,6,15
17004,233.8321,173.24362,CD8+_T_Cells,1,0,9
17005,305.29596,172.98882,Invasive_Tumor,1,0,9
17006,273.34705,176.44832,Invasive_Tumor,1,0,9
17007,264.6821,176.86435,Invasive_Tumor,1,0,9
17008,240.85863,173.92305,Invasive_Tumor,1,6,15
17009,292.92426,177.75786,Invasive_Tumor,1,0,9
17010,286.67157,176.77592,Invasive_Tumor,1,0,9
17011,318.36322,178.01717,Invasive_Tumor,1,0,9
17012,254.97424,178.96013,Invasive_Tumor,1,0,9
17013,245.11333,179.88904,Invasive_Tumor,1,0,9
17014,303.08185,181.63148,Invasive_Tumor,1,0,9
17015,249.09387,183.66194,Invasive_Tumor,1,6,15
17016,279.66302,182.79173,Invasive_Tumor,1,0,9
17017,272.7542,183.02048,Invasive_Tumor,1,0,9
17018,320.2755,184.4737,T_Cell_&_Tumor_Hybrid,1,0,9
17019,268.64017,184.74255,Invasive_Tumor,1,0,9
17020,292.22397,185.48805,Invasive_Tumor,1,0,9
17021,252.59274,186.89783,Invasive_Tumor,1,0,9
17022,311.20932,187.82204,Invasive_Tumor,1,0,9
17023,267.87668,189.44847,Invasive_Tumor,1,0,9
17024,289.7324,191.05415,Invasive_Tumor,1,0,9
17025,253.80168,191.25551,Invasive_Tumor,1,6,15
17026,238.0896,189.6031,Invasive_Tumor,1,6,15
17027,324.8823,194.11023,Stromal,1,0,9
17028,263.2812,192.90686,Invasive_Tumor,1,0,9
17029,258.11542,194.7477,Invasive_Tumor,1,6,15
17030,299.88562,192.82082,Invasive_Tumor,1,0,9
17031,253.48111,196.02696,Prolif_Invasive_Tumor,1,6,15
17032,315.03674,197.50885,Invasive_Tumor,1,0,9
17033,244.70026,196.91798,Invasive_Tumor,1,6,15
17034,251.6199,201.12917,Stromal,1,6,15
17035,280.9483,195.04045,Invasive_Tumor,1,0,9
17036,288.1709,198.22375,Invasive_Tumor,1,0,9
17037,306.91092,200.82355,Invasive_Tumor,1,0,9
17038,234.7483,201.62831,Stromal,1,6,15
17039,274.39,199.92093,Invasive_Tumor,1,0,9
17040,261.42334,201.34535,Invasive_Tumor,1,6,15
17041,296.55554,202.4435,Invasive_Tumor,1,0,9
17042,244.57655,206.22379,Stromal,1,6,15
17043,290.34146,207.31274,Prolif_Invasive_Tumor,1,0,9
17044,282.46274,207.60033,Invasive_Tumor,1,0,9
17045,240.94414,210.33614,Endothelial,3,6,31
17046,258.64963,210.9729,Invasive_Tumor,1,6,15
17047,271.87354,209.68936,Invasive_Tumor,1,6,15
17048,303.15927,213.01962,Stromal,1,0,9
17049,286.94293,217.5683,Invasive_Tumor,1,0,9
17050,315.20392,212.90746,Invasive_Tumor,1,0,9
17051,233.97304,213.82867,Endothelial,3,6,31
17052,327.0603,173.51593,Stromal,1,0,9
17053,204.56699,732.6527,Invasive_Tumor,1,0,9
17054,204.26343,718.4758,Invasive_Tumor,1,0,9
17055,211.18242,731.35236,Invasive_Tumor,1,0,9
17056,215.44994,716.54504,Invasive_Tumor,1,0,9
17057,218.63046,733.2929,T_Cell_&_Tumor_Hybrid,1,0,9
17058,226.44884,727.02893,Invasive_Tumor,1,0,9
17059,225.3532,715.02985,Invasive_Tumor,1,0,9
17060,226.93399,736.1828,Stromal,1,0,9
17061,232.1784,748.68567,Invasive_Tumor,1,0,9
17062,231.11424,707.36346,Stromal,1,0,9
17063,233.82841,718.3301,CD8+_T_Cells,1,0,9
17064,238.43672,713.2565,Stromal_&_T_Cell_Hybrid,1,6,15
17065,235.5817,732.9146,Invasive_Tumor,1,0,9
17066,241.59592,718.134,Invasive_Tumor,1,0,9
17067,246.8041,718.4926,Invasive_Tumor,1,0,9
17068,244.27817,732.42444,Invasive_Tumor,1,0,9
17069,254.21724,724.095,CD8+_T_Cells,1,0,9
17070,252.22542,741.50287,Invasive_Tumor,1,0,9
17071,256.9387,706.45624,IRF7+_DCs,3,0,25
17072,258.28738,715.4248,Unlabeled,3,0,25
17073,265.6149,711.0669,Endothelial,3,0,25
17074,266.99628,731.69745,Prolif_Invasive_Tumor,1,0,9
17075,270.68408,717.76324,Invasive_Tumor,3,6,31
17076,278.3716,713.64624,CD4+_T_Cells,3,6,31
17077,279.09134,720.9772,Macrophages_1,6,6,55
17078,284.69708,714.1986,CD4+_T_Cells,3,0,25
17079,280.68747,734.43134,Macrophages_1,6,6,55
17080,283.60532,706.1923,Endothelial,3,6,31
17081,284.79202,724.61676,CD8+_T_Cells,6,6,55
17082,287.98117,739.603,Macrophages_1,6,0,49
17083,291.69754,741.80585,Macrophages_1,6,0,49
17084,291.674,727.32623,CD8+_T_Cells,6,6,55
17085,294.0949,733.74005,CD4+_T_Cells,6,6,55
17086,292.85864,714.6379,Endothelial,6,6,55
17087,299.1303,719.5617,CD4+_T_Cells,6,6,55
17088,299.27945,740.9383,CD8+_T_Cells,6,0,49
17089,301.77588,725.6977,CD8+_T_Cells,6,6,55
17090,302.0512,733.597,CD8+_T_Cells,6,6,55
17091,305.04254,738.9947,CD8+_T_Cells,6,5,54
17092,302.25662,710.0089,Endothelial,6,6,55
