niche,cell_type,n_cells,mean_local_fraction,global_mean_local_fraction,log2_relative_enrichment,local_celltype_entropy,mannwhitney_u,p_greater_raw,relative_enrichment_0to1,across_niche_entropy
C0,Endothelial,48154,0.06279986349997602,0.05439349926274074,0.20732718253475962,0.455984221021575,3137885550.5,6.926463325905737e-237,0.00888991798457509,0.8122210665295719
C1,Endothelial,46693,0.03817630422507704,0.05439349926274074,-0.5107567958123148,0.4365712332578119,2854162155.0,3.70382550331663e-12,0.0,0.8122210665295719
C2,Endothelial,7309,0.03501318822838363,0.05439349926274074,-0.6355358041963207,0.5562816897004094,553313634.5,0.9999999999983218,0.0,0.8122210665295719
C3,Endothelial,6024,0.3772341848633005,0.05439349926274074,2.793954272668995,0.4741212076465626,947802699.0,0.0,0.3414112374955663,0.8122210665295719
C4,Endothelial,18982,0.017031742748362,0.05439349926274074,-1.6752081764761686,0.5059265911424119,820918359.0,1.0,0.0,0.8122210665295719
C5,Endothelial,14400,0.016017233672307948,0.05439349926274074,-1.7638092385297213,0.5213033600080031,697469238.5,1.0,0.0,0.8122210665295719
C6,Endothelial,17516,0.046005362391201336,0.05439349926274074,-0.2416322090776385,0.6076562086647966,1392858794.5,3.6820256689424986e-50,0.0,0.8122210665295719
C7,Endothelial,7285,0.0486328293665614,0.05439349926274074,-0.16150371347451206,0.6247791643246507,675757540.0,6.885782445728606e-128,0.0,0.8122210665295719
C0,IRF7+_DCs,48154,0.004783479765114061,0.0030303474938764754,0.6585772564231969,0.5063426577092371,3362763520.5,0.0,0.0017584610191801373,0.6214341625663347
C1,IRF7+_DCs,46693,0.00040936568537868525,0.0030303474938764754,-2.8880211556053355,0.4994007730742294,1888766178.5,1.0,0.0,0.6214341625663347
C2,IRF7+_DCs,7309,0.0002848731404468258,0.0030303474938764754,-3.411091727086587,0.5724788448493577,575079767.0,0.9491291617841208,0.0,0.6214341625663347
C3,IRF7+_DCs,6024,0.002881499723893085,0.0030303474938764754,-0.07266335738599965,0.6039487124362076,539113240.0,4.1655885570361434e-60,0.0,0.6214341625663347
C4,IRF7+_DCs,18982,9.297867099277345e-05,0.0030303474938764754,-5.0264396090445205,0.5400125454111887,906480501.5,1.0,0.0,0.6214341625663347
C5,IRF7+_DCs,14400,0.00018279078380443705,0.0030303474938764754,-4.0512179939068655,0.6374485950497721,879582763.5,1.0,0.0,0.6214341625663347
C6,IRF7+_DCs,17516,0.00963101742168685,0.0030303474938764754,1.668204973352662,0.604747083065257,2095427562.0,0.0,0.006620733049614901,0.6214341625663347
C7,IRF7+_DCs,7285,0.008530569920247286,0.0030303474938764754,1.4931588908111135,0.6326056022780773,832954438.0,0.0,0.005516940673715269,0.6214341625663347
C0,Invasive_Tumor,48154,0.016336021314901097,0.20901900320246636,-3.6775055536215873,0.48325750802721884,1043176374.0,1.0,0.0,0.22049682775881613
C1,Invasive_Tumor,46693,0.6751830429342957,0.20901900320246636,1.6916445589998699,0.29152900376097385,5579116531.5,0.0,0.5893492278818333,0.22049682775881613
C2,Invasive_Tumor,7309,0.01125263847960219,0.20901900320246636,-4.215298888077889,0.5696145196931514,374232000.5,1.0,0.0,0.22049682775881613
C3,Invasive_Tumor,6024,0.03679658160189856,0.20901900320246636,-2.505990461090923,0.5572375576869816,341798218.0,1.0,0.0,0.22049682775881613
C4,Invasive_Tumor,18982,0.01936198344266451,0.20901900320246636,-3.4323354574201455,0.357118374611504,1296125880.0,1.0,0.0,0.22049682775881613
C5,Invasive_Tumor,14400,0.09455306608045008,0.20901900320246636,-1.1444379660923214,0.3534540952076396,1221988547.0,9.462508291365575e-121,0.0,0.22049682775881613
C6,Invasive_Tumor,17516,0.013783738395853829,0.20901900320246636,-3.922594981576702,0.4935128742754962,840239781.0,1.0,0.0,0.22049682775881613
C7,Invasive_Tumor,7285,0.025480358327896004,0.20901900320246636,-3.0361766411590687,0.619433060657418,383490639.0,1.0,0.0,0.22049682775881613
C0,LAMP3+_DCs,48154,0.0012776717068080873,0.001852862566309074,-0.5362386863876802,0.5455212668097622,2921304387.0,4.662867643233638e-24,0.0,0.5184704105671254
C1,LAMP3+_DCs,46693,0.0001960487777898383,0.001852862566309074,-3.2404713157850127,0.5481282654646057,2169714717.5,1.0,0.0,0.5184704105671254
C2,LAMP3+_DCs,7309,0.00052553026126947,0.001852862566309074,-1.8179101278549397,0.5982918495160455,618715499.0,8.194278897611534e-29,0.0,0.5184704105671254
C3,LAMP3+_DCs,6024,0.0008110198578873883,0.001852862566309074,-1.191946729796193,0.6170081246170571,461412023.0,0.9999999999985759,0.0,0.5184704105671254
C4,LAMP3+_DCs,18982,0.0001095088248950374,0.001852862566309074,-4.080636822025523,0.6228511516603287,1139831578.0,1.0,0.0,0.5184704105671254
C5,LAMP3+_DCs,14400,2.7963259539496614e-05,0.001852862566309074,-6.050079475877055,0.5946257914141094,928808081.0,1.0,0.0,0.5184704105671254
C6,LAMP3+_DCs,17516,0.01143228785905113,0.001852862566309074,2.625286367258145,0.5643934990917014,2075192511.5,0.0,0.009597207599444163,0.5184704105671254
C7,LAMP3+_DCs,7285,0.003584442041689438,0.001852862566309074,0.9519926891927791,0.6523235975963961,765189174.0,0.0,0.001734793809890976,0.5184704105671254
C0,Macrophages_1,48154,0.0651773754278028,0.06676640268729206,-0.034751052646344927,0.4926175636123233,2757526633.0,1.0,0.0,0.8966365433798039
C1,Macrophages_1,46693,0.048353826430905696,0.06676640268729206,-0.46549225080219625,0.4299524032387546,2457543191.0,1.0,0.0,0.8966365433798039
C2,Macrophages_1,7309,0.060100380759065444,0.06676640268729206,-0.1517481802389513,0.49897519019649195,577707008.0,0.812118527798312,0.0,0.8966365433798039
C3,Macrophages_1,6024,0.09156754369678506,0.06676640268729206,0.45571401147765406,0.5052807655312986,570924528.5,4.866139674033217e-128,0.026575490939148686,0.8966365433798039
C4,Macrophages_1,18982,0.039863791964974464,0.06676640268729206,-0.7440433609822849,0.4244749295165064,1086031402.0,1.0,0.0,0.8966365433798039
C5,Macrophages_1,14400,0.038049235846483974,0.06676640268729206,-0.8112548312502513,0.4627430244260935,782788410.5,1.0,0.0,0.8966365433798039
C6,Macrophages_1,17516,0.09164038083847309,0.06676640268729206,0.45686114295581043,0.5919554440881428,1744828606.5,0.0,0.026653539074039848,0.8966365433798039
C7,Macrophages_1,7285,0.24852018176316898,0.06676640268729206,1.8961687981896045,0.5884594309476011,1102818191.5,0.0,0.19475700360472006,0.8966365433798039
C0,Macrophages_2,48154,0.02352711262416753,0.00992693529696311,1.2449039817881162,0.41024589667748323,4215975099.5,0.0,0.013736539061673863,0.535679573825695
C1,Macrophages_2,46693,0.0011675950641840446,0.00992693529696311,-3.087808370721524,0.51960595280272,1502939567.0,1.0,0.0,0.535679573825695
C2,Macrophages_2,7309,0.0016084903952540397,0.00992693529696311,-2.6256410669892567,0.5945969771055686,481450084.5,1.0,0.0,0.535679573825695
C3,Macrophages_2,6024,0.01972329326846738,0.00992693529696311,0.9904801695480185,0.5143676934443563,639975717.0,0.0,0.00989458083524633,0.535679573825695
C4,Macrophages_2,18982,0.001027411138812679,0.00992693529696311,-3.272334767712919,0.5372650621935916,936094014.0,1.0,0.0,0.535679573825695
C5,Macrophages_2,14400,0.0005689829740659972,0.00992693529696311,-4.1248909987550695,0.5570690222060948,812741791.0,1.0,0.0,0.535679573825695
