cell_id,x,y,cell_type,n_cells_within_200um,C_state,I_state,joint_id
34436,516.189,3486.672,Invasive_Tumor,715,1,5,14
34437,523.8401,3500.05,Invasive_Tumor,708,1,5,14
34438,523.4778,3493.373,Invasive_Tumor,710,1,5,14
34439,524.35284,3510.2646,Prolif_Invasive_Tumor,703,1,5,14
34440,529.2741,3496.888,Prolif_Invasive_Tumor,707,1,5,14
34441,529.2576,3489.0322,Prolif_Invasive_Tumor,719,1,5,14
34442,526.6712,3468.417,Invasive_Tumor,715,1,5,14
34443,531.7275,3519.9883,Invasive_Tumor,706,1,5,14
34444,535.8869,3506.2708,Invasive_Tumor,705,1,5,14
34445,539.4804,3528.8467,Prolif_Invasive_Tumor,708,1,5,14
34446,540.0327,3470.424,Invasive_Tumor,721,1,5,14
34447,540.2536,3485.3296,Invasive_Tumor,715,1,5,14
34448,546.01624,3510.7312,Stromal,710,1,5,14
34449,542.0811,3453.3303,Stromal,720,1,5,14
34450,549.2963,3492.8396,Stromal,715,1,5,14
34451,552.99536,3458.4973,Endothelial,723,1,5,14
34452,551.9364,3520.566,Endothelial,707,1,5,14
34453,551.9392,3467.7104,Invasive_Tumor,722,1,5,14
34454,553.2244,3476.707,Macrophages_1,715,1,5,14
34455,561.7392,3533.1606,T_Cell_&_Tumor_Hybrid,708,1,5,14
34456,561.1424,3496.9543,Invasive_Tumor,706,1,5,14
34457,563.9099,3456.9893,Invasive_Tumor,719,1,5,14
34458,563.3575,3472.925,Prolif_Invasive_Tumor,713,1,5,14
34459,564.66315,3519.6719,Invasive_Tumor,705,1,5,14
34460,573.9525,3474.771,Invasive_Tumor,711,1,5,14
34461,566.131,3485.3083,Invasive_Tumor,713,1,5,14
34462,568.6538,3463.572,Invasive_Tumor,711,1,5,14
34463,566.7508,3505.6987,Invasive_Tumor,708,1,5,14
34464,576.187,3451.971,Invasive_Tumor,699,1,5,14
34465,577.39026,3525.1829,Invasive_Tumor,702,1,5,14
34466,577.09155,3513.7988,Invasive_Tumor,706,1,5,14
34467,577.7259,3492.0344,Prolif_Invasive_Tumor,705,1,5,14
34468,582.31165,3479.8289,Invasive_Tumor,699,1,5,14
34469,584.6099,3459.175,Invasive_Tumor,694,1,5,14
34470,588.57355,3519.5046,Invasive_Tumor,696,1,5,14
34471,586.161,3498.6377,Prolif_Invasive_Tumor,703,1,5,14
34472,587.3334,3507.9329,Prolif_Invasive_Tumor,694,1,5,14
34473,590.165,3468.862,Invasive_Tumor,694,1,5,14
34474,597.2535,3519.874,Invasive_Tumor,690,1,5,14
34475,596.3431,3488.7876,Invasive_Tumor,686,1,5,14
34476,602.52515,3471.0132,Invasive_Tumor,682,1,5,14
34477,602.1933,3510.9976,Invasive_Tumor,688,1,5,14
34478,601.5173,3502.9338,Prolif_Invasive_Tumor,687,1,5,14
34479,604.3617,3524.9316,Invasive_Tumor,681,1,5,14
34480,605.9086,3454.8132,Stromal,673,1,5,14
34481,607.11664,3514.1902,Invasive_Tumor,690,1,5,14
34482,608.78827,3494.7346,Invasive_Tumor,682,1,5,14
34483,477.4464,3548.4346,Invasive_Tumor,667,1,2,11
34484,400.8984,3545.3638,Stromal,629,1,2,11
34485,446.61206,3551.641,Endothelial,669,1,2,11
34486,468.35104,3550.0923,Invasive_Tumor,671,1,2,11
34487,460.67996,3556.8213,Stromal,673,1,2,11
34488,411.34586,3554.279,Stromal,642,1,2,11
34489,478.74606,3560.464,Prolif_Invasive_Tumor,675,1,2,11
34490,471.07852,3565.7292,Stromal,671,1,2,11
34491,397.8482,3561.695,Invasive_Tumor,637,1,2,11
34492,444.68298,3563.5598,Invasive_Tumor,676,1,2,11
34493,418.3684,3561.6619,Prolif_Invasive_Tumor,653,1,2,11
34494,432.69653,3562.9116,Invasive_Tumor,667,1,2,11
34495,462.45044,3573.5374,Invasive_Tumor,674,1,2,11
34496,421.32977,3575.8665,Invasive_Tumor,658,1,2,11
34497,451.49677,3573.1328,Invasive_Tumor,672,1,2,11
34498,405.10916,3576.7065,Invasive_Tumor,644,1,2,11
34499,442.15436,3576.1765,Invasive_Tumor,671,1,2,11
34500,394.24078,3579.8887,Invasive_Tumor,635,1,5,14
34501,434.1792,3582.3813,Invasive_Tumor,665,1,5,14
34502,482.05728,3579.652,Invasive_Tumor,674,1,5,14
34503,425.50427,3586.7822,Prolif_Invasive_Tumor,658,1,5,14
34504,442.20285,3588.8298,Invasive_Tumor,673,1,5,14
34505,455.79776,3588.5044,Invasive_Tumor,679,1,5,14
34506,391.5594,3588.5576,Invasive_Tumor,632,1,5,14
34507,467.44092,3589.339,Invasive_Tumor,678,1,5,14
34508,412.9253,3590.3203,Invasive_Tumor,649,1,5,14
34509,477.77972,3594.8794,Invasive_Tumor,678,1,5,14
34510,401.25323,3596.7883,Invasive_Tumor,640,1,5,14
34511,448.27026,3597.708,Invasive_Tumor,676,1,5,14
34512,410.22678,3602.356,Invasive_Tumor,645,1,5,14
34513,422.26013,3600.806,Invasive_Tumor,653,1,5,14
34514,435.70032,3600.2717,Invasive_Tumor,666,1,5,14
34515,391.20596,3602.3599,Invasive_Tumor,635,1,5,14
34516,483.22858,3604.0752,Invasive_Tumor,691,1,5,14
34517,467.21008,3604.8198,Prolif_Invasive_Tumor,684,1,5,14
34518,452.16006,3606.766,Invasive_Tumor,678,1,5,14
34519,422.2548,3611.0764,Invasive_Tumor,660,1,5,14
34520,398.2145,3610.925,Invasive_Tumor,644,1,5,14
34521,478.0568,3612.4548,Invasive_Tumor,692,1,5,14
34522,405.8304,3619.0361,Invasive_Tumor,651,1,5,14
34523,433.6464,3617.2239,Invasive_Tumor,675,1,5,14
34524,474.87134,3620.3123,Invasive_Tumor,690,1,5,14
34525,415.70648,3625.0354,Stromal,659,1,5,14
34526,387.84726,3623.8862,Stromal,642,1,5,14
34527,464.01352,3620.8079,Invasive_Tumor,685,1,5,14
34528,453.83878,3621.5105,Invasive_Tumor,684,1,5,14
34529,485.40137,3551.4746,Invasive_Tumor,671,1,2,11
34530,487.24554,3621.067,Invasive_Tumor,701,1,5,14
34531,478.29272,3453.393,Stromal,698,1,2,11
34532,420.87955,3448.8826,Endothelial,644,0,2,3
34533,395.4513,3448.4573,Stromal,607,0,2,3
34534,392.54138,3457.7483,Stromal,604,1,2,11
34535,420.31155,3461.837,Endothelial,630,0,2,3
34536,445.1903,3456.8228,Stromal,669,0,2,3
34537,434.23257,3466.0054,Stromal,641,0,2,3
34538,406.86545,3462.709,Stromal,613,1,2,11
34539,397.14386,3467.5774,Invasive_Tumor,607,1,2,11
34540,414.6954,3474.736,Stromal,616,1,2,11
34541,405.14005,3478.4495,Invasive_Tumor,610,1,5,14
34542,393.42758,3480.976,Invasive_Tumor,605,1,5,14
34543,428.98953,3480.096,Stromal,624,1,2,11
34544,475.4552,3479.67,Invasive_Tumor,682,1,2,11
34545,454.34778,3477.0522,Stromal,658,1,2,11
34546,468.47684,3484.742,Invasive_Tumor,668,1,2,11
34547,416.76288,3486.0596,Invasive_Tumor,609,1,2,11
34548,458.65936,3487.858,Unlabeled,656,1,2,11
34549,397.59937,3489.0657,Invasive_Tumor,604,1,5,14
34550,408.9018,3490.339,Invasive_Tumor,609,1,5,14
34551,438.45245,3489.3875,Endothelial,627,1,2,11
34552,426.03705,3492.4167,Endothelial,617,1,2,11
34553,413.14093,3498.851,Invasive_Tumor,607,1,5,14
34554,474.33704,3496.3467,Invasive_Tumor,671,1,2,11
34555,463.51205,3496.089,Invasive_Tumor,654,1,2,11
34556,431.58044,3500.5935,Invasive_Tumor,622,1,2,11
34557,439.80527,3502.2358,Invasive_Tumor,621,1,2,11
34558,420.64114,3504.0112,Invasive_Tumor,622,1,2,11
34559,443.737,3498.7773,Invasive_Tumor,629,1,2,11
34560,400.98392,3505.847,Invasive_Tumor,605,1,5,14
34561,473.3852,3506.216,Prolif_Invasive_Tumor,662,1,2,11
34562,449.20093,3504.9888,Invasive_Tumor,637,1,2,11
34563,457.54233,3506.656,Prolif_Invasive_Tumor,645,1,2,11
34564,435.68317,3509.8064,Invasive_Tumor,633,1,2,11
34565,466.3563,3513.5542,Invasive_Tumor,658,1,2,11
34566,438.14093,3521.029,Stromal,634,1,2,11
34567,455.02216,3519.1648,Invasive_Tumor,644,1,2,11
34568,414.60037,3518.4,Invasive_Tumor,617,1,5,14
34569,475.78787,3518.5857,Invasive_Tumor,667,1,2,11
34570,461.52847,3525.101,Invasive_Tumor,660,1,2,11
34571,410.0981,3533.6724,Stromal,627,1,2,11
34572,427.46954,3536.6,Invasive_Tumor,645,1,2,11
34573,468.51062,3532.4907,Invasive_Tumor,664,1,2,11
34574,446.38614,3534.921,Endothelial,658,1,2,11
34575,477.72522,3539.3137,Invasive_Tumor,667,1,2,11
34576,464.86615,3541.1042,Invasive_Tumor,674,1,2,11
34577,456.24286,3544.7578,Stromal,662,1,2,11
34578,486.60275,3523.663,Invasive_Tumor,669,1,2,11
34579,487.04376,3540.499,Prolif_Invasive_Tumor,677,1,2,11
34580,485.71063,3499.3372,Invasive_Tumor,683,1,2,11
34581,486.28265,3485.504,Invasive_Tumor,690,1,2,11
34582,488.86392,3471.7363,Macrophages_1,708,1,2,11
34583,478.54184,3465.2363,Macrophages_1,698,1,2,11
34584,488.20712,3453.0571,Stromal,713,1,5,14
34585,464.77518,3449.3608,Stromal,692,0,2,3
34586,486.30014,3442.6982,Macrophages_1,714,1,5,14
34587,330.12006,3411.8018,Stromal,587,0,2,3
34588,329.95337,3426.3657,Stromal,578,0,2,3
34589,342.42258,3402.5735,Unlabeled,605,0,2,3
34590,340.63458,3436.8909,Stromal,575,0,5,6
34591,343.01364,3414.1106,Endothelial,588,0,2,3
34592,354.9061,3418.7617,Stromal,593,0,5,6
34593,359.00534,3406.1008,Invasive_Tumor,601,1,5,14
34594,366.1173,3436.1697,Stromal,591,0,5,6
34595,373.03955,3413.8115,Stromal,604,1,5,14
34596,380.75763,3424.0703,Stromal,609,0,2,3
34597,389.2251,3412.1785,Invasive_Tumor,614,1,2,11
34598,392.8714,3423.8325,Stromal,620,1,2,11
34599,392.06277,3407.9846,Invasive_Tumor,625,1,2,11
34600,401.2331,3404.7598,Invasive_Tumor,640,1,2,11
34601,404.62653,3411.8013,Invasive_Tumor,636,1,2,11
34602,405.89545,3434.5044,Stromal,634,0,2,3
34603,405.1089,3425.6538,Invasive_Tumor,632,1,2,11
34604,409.6878,3442.963,Macrophages_1,632,0,2,3
34605,410.9588,3402.998,Invasive_Tumor,653,1,2,11
34606,414.594,3423.5037,Stromal,650,0,2,3
34607,417.72592,3412.7776,Invasive_Tumor,655,1,2,11
34608,427.8444,3423.4133,Invasive_Tumor,669,0,2,3
34609,431.4958,3412.3384,Stromal,674,0,2,3
34610,434.1499,3431.523,Stromal,672,0,2,3
34611,444.56696,3439.8513,Stromal,677,0,2,3
34612,447.93567,3417.9812,Stromal,691,0,5,6
34613,413.0002,4193.586,Stromal,797,0,2,3
34614,414.81293,4165.4746,Stromal,789,0,6,7
34615,426.1056,4173.6196,Stromal,792,0,2,3
34616,427.1265,4207.897,Stromal,809,0,6,7
34617,443.60748,4203.5464,CD8+_T_Cells,816,0,6,7
34618,447.32562,4183.601,Stromal,804,0,2,3
34619,460.96335,4160.7314,B_Cells,786,0,2,3
34620,473.08585,4155.2227,Stromal,776,0,5,6
34621,471.12878,4193.5063,Macrophages_1,813,0,6,7
34622,476.1967,4173.371,Stromal,799,0,6,7
34623,478.59753,4183.6045,Stromal,810,0,6,7
34624,488.8992,4166.195,Stromal,780,0,5,6
34625,483.4699,4201.4956,Macrophages_1,828,0,6,7
34626,485.8216,4149.047,Stromal,762,0,5,6
34627,493.0606,4183.0,Stromal,805,0,5,6
34628,495.11057,4197.582,B_Cells,822,0,5,6
34629,497.70322,4204.951,Stromal_&_T_Cell_Hybrid,836,0,5,6
34630,500.94504,4189.175,Stromal,812,0,5,6
34631,502.3592,4212.335,Stromal,834,0,5,6
34632,498.273,4158.622,Unlabeled,764,0,5,6
34633,346.89832,3450.2258,Endothelial,569,0,5,6
34634,377.15765,3446.5305,Invasive_Tumor,597,0,5,6
34635,359.4517,3451.4006,Endothelial,584,0,5,6
34636,384.9486,3453.7444,Stromal,599,1,5,14
34637,318.88748,3451.5195,Stromal,572,0,5,6
34638,365.68625,3462.7932,Prolif_Invasive_Tumor,583,1,5,14
34639,376.24384,3464.0789,Invasive_Tumor,589,1,5,14
34640,336.33893,3460.1096,Stromal,570,0,5,6
34641,348.54486,3467.2795,Unlabeled,573,0,5,6
34642,354.96198,3464.2722,Stromal,576,0,5,6
34643,384.83765,3473.7295,Invasive_Tumor,602,1,5,14
34644,343.2827,3469.0037,Macrophages_1,574,0,5,6
34645,335.57162,3472.8877,Stromal,577,0,5,6
34646,363.27527,3475.0085,Invasive_Tumor,577,1,5,14
34647,354.47717,3480.1445,Stromal,579,1,5,14
34648,346.9457,3483.5232,Macrophages_1,576,0,5,6
34649,365.542,3483.974,Invasive_Tumor,588,1,5,14
34650,385.07288,3485.5952,Invasive_Tumor,599,1,5,14
34651,375.35278,3485.5674,Invasive_Tumor,590,1,5,14
34652,359.67297,3494.5051,Invasive_Tumor,582,1,5,14
34653,368.4096,3500.3474,Invasive_Tumor,592,1,5,14
34654,341.01743,3491.0186,Stromal,578,0,2,3
34655,327.0084,3490.51,Stromal,575,0,2,3
34656,380.49786,3495.628,Prolif_Invasive_Tumor,596,1,5,14
34657,389.84665,3501.79,Invasive_Tumor,601,1,5,14
34658,343.34628,3502.98,CD4+_T_Cells,576,0,2,3
34659,377.93842,3508.7153,Invasive_Tumor,597,1,5,14
34660,352.2633,3513.8987,Stromal,577,1,2,11
34661,390.70087,3517.158,Stromal,601,1,5,14
34662,331.21835,3513.3157,Stromal,572,0,2,3
34663,328.20453,3521.9556,Macrophages_1,576,1,2,11
34664,377.88986,3521.2346,Macrophages_1,601,1,5,14
34665,322.48148,3525.85,Stromal,579,1,2,11
34666,365.48282,3527.6555,Stromal,592,1,5,14
34667,379.75598,3532.8203,Stromal,607,1,5,14
34668,336.4962,3530.732,Stromal,578,1,2,11
34669,322.67798,3531.447,Stromal,583,1,2,11
34670,347.24817,3530.1887,Invasive_Tumor,581,1,2,11
34671,326.67322,3537.4285,Invasive_Tumor,579,1,2,11
34672,391.9609,3532.7688,Stromal,616,1,5,14
34673,349.40253,3542.971,Invasive_Tumor,593,1,2,11
34674,318.43707,3549.8477,Invasive_Tumor,572,1,2,11
34675,358.6282,3539.0737,Invasive_Tumor,591,1,2,11
34676,340.87576,3545.5547,Invasive_Tumor,581,1,2,11
34677,328.03848,3555.7605,Invasive_Tumor,576,1,2,11
34678,368.69348,3545.7886,Prolif_Invasive_Tumor,605,1,5,14
34679,378.86603,3552.6035,Invasive_Tumor,614,1,5,14
34680,360.02277,3553.0337,Prolif_Invasive_Tumor,600,1,5,14
34681,389.7366,3550.8892,Invasive_Tumor,623,1,5,14
34682,337.55206,3558.5112,Stromal,591,1,2,11
34683,348.3643,3558.7532,Prolif_Invasive_Tumor,597,1,5,14
34684,361.5076,3573.7764,Invasive_Tumor,619,1,5,14
34685,353.01553,3570.6426,Invasive_Tumor,615,1,5,14
34686,336.49948,3568.2063,Stromal,598,1,5,14
34687,387.23636,3570.3071,Invasive_Tumor,629,1,5,14
34688,375.2013,3574.1865,Invasive_Tumor,624,1,5,14
34689,340.08612,3581.0408,Stromal,608,1,5,14
34690,369.55014,3589.8372,Invasive_Tumor,628,1,5,14
34691,378.2862,3597.9304,Invasive_Tumor,630,1,5,14
34692,378.58752,3613.183,Stromal,636,1,5,14
34693,355.82837,3620.7295,Stromal,625,0,5,6
34694,392.68048,4015.4287,Invasive_Tumor,620,1,5,14
34695,292.40863,4017.6985,Stromal,613,0,5,6
34696,401.3548,4023.0366,Prolif_Invasive_Tumor,623,1,5,14
34697,276.33795,4019.217,Prolif_Invasive_Tumor,613,1,5,14
34698,333.57233,4021.4604,Endothelial,610,0,5,6
34699,317.48117,4023.7188,Stromal,604,0,5,6
34700,372.24298,4024.2583,Stromal,623,0,5,6
34701,394.33548,4034.5295,Stromal,621,0,5,6
34702,354.31403,4025.6155,Stromal,612,0,5,6
34703,305.43054,4026.665,Stromal,604,0,5,6
34704,281.82217,4032.7104,Invasive_Tumor,606,1,5,14
34705,384.69067,4042.6511,Macrophages_1,628,0,5,6
34706,365.90884,4039.5686,Stromal,614,0,2,3
34707,327.64404,4039.9023,Stromal,594,0,5,6
34708,308.2769,4038.882,Stromal,596,0,5,6
34709,345.58154,4037.5046,Endothelial,604,0,5,6
34710,288.88733,4041.351,Invasive_Tumor,602,1,5,14
34711,357.84064,4050.8376,Endothelial,611,0,2,3
34712,339.5067,4050.6982,Stromal,604,0,5,6
34713,313.1783,4047.4146,Stromal,599,0,5,6
34714,293.3906,4054.727,Stromal,600,1,5,14
34715,310.07785,4055.745,Stromal,600,0,5,6
34716,321.1555,4063.7446,Stromal,611,0,5,6
34717,304.3892,4067.5786,Invasive_Tumor,614,1,5,14
34718,373.6054,4063.948,Stromal,627,1,2,11
34719,352.4937,4067.5417,Invasive_Tumor,625,1,2,11
34720,337.28314,4068.7104,Stromal,619,1,5,14
34721,382.99933,4074.3633,Invasive_Tumor,651,1,2,11
34722,324.8628,4076.9797,Invasive_Tumor,632,1,5,14
34723,290.57852,4075.9707,Unlabeled,618,1,5,14
34724,278.89023,4074.4585,Invasive_Tumor,620,1,5,14
34725,389.46204,4084.8125,Stromal,671,1,2,11
34726,311.65863,4081.9187,Invasive_Tumor,631,1,5,14
34727,359.5979,4079.4724,Invasive_Tumor,646,1,2,11
34728,297.1163,4083.7727,Invasive_Tumor,629,1,5,14
34729,346.8505,4084.2026,Invasive_Tumor,646,1,2,11
34730,329.08215,4088.3083,Invasive_Tumor,649,1,5,14
34731,284.01837,4092.6338,Stromal,639,1,5,14
34732,359.8324,4089.9592,Invasive_Tumor,668,1,2,11
34733,309.3849,4092.4778,Prolif_Invasive_Tumor,643,1,5,14
34734,273.03162,4095.7786,T_Cell_&_Tumor_Hybrid,649,1,5,14
34735,339.31854,4091.7893,Invasive_Tumor,653,1,5,14
34736,402.1934,4066.277,Stromal,646,0,2,3
34737,333.01163,4100.4155,Invasive_Tumor,672,1,5,14
34738,322.0901,4095.8508,Invasive_Tumor,655,1,5,14
34739,365.59567,4097.138,Prolif_Invasive_Tumor,680,1,2,11
34740,294.3284,4099.8325,Invasive_Tumor,650,1,5,14
34741,403.24146,4096.4165,Stromal,698,0,2,3
34742,779.9892,3774.7578,Invasive_Tumor,659,1,2,11
34743,748.4506,3776.4287,Invasive_Tumor,668,1,2,11
34744,789.6744,3777.0813,Invasive_Tumor,657,1,2,11
34745,794.05676,3781.459,Invasive_Tumor,655,1,2,11
34746,739.7499,3786.0466,Invasive_Tumor,670,1,5,14
34747,799.6431,3789.919,Invasive_Tumor,661,1,2,11
34748,725.0177,3786.189,Prolif_Invasive_Tumor,668,1,5,14
34749,773.21826,3786.201,Invasive_Tumor,659,1,2,11
34750,808.55304,3786.8003,Invasive_Tumor,663,1,2,11
34751,748.86194,3788.2483,Invasive_Tumor,673,1,2,11
34752,758.7867,3790.1865,Invasive_Tumor,666,1,2,11
34753,814.82275,3795.1865,Invasive_Tumor,670,1,2,11
34754,776.3193,3796.4656,Invasive_Tumor,664,1,2,11
34755,743.6756,3798.5151,Invasive_Tumor,671,1,5,14
34756,725.52875,3800.8281,Invasive_Tumor,670,1,5,14
34757,766.7846,3804.2651,Invasive_Tumor,667,1,5,14
34758,776.0522,3809.8794,Invasive_Tumor,663,1,5,14
34759,748.72217,3808.4412,Invasive_Tumor,670,1,5,14
34760,812.3204,3810.167,Invasive_Tumor,659,1,5,14
34761,759.67554,3813.81,Invasive_Tumor,669,1,5,14
34762,733.8,3811.9026,Invasive_Tumor,672,1,5,14
34763,789.7846,3812.8127,Invasive_Tumor,668,1,5,14
34764,717.98804,3814.6414,Invasive_Tumor,666,1,5,14
34765,802.62427,3818.3416,Prolif_Invasive_Tumor,665,1,5,14
34766,742.455,3821.2568,Invasive_Tumor,664,1,5,14
34767,731.37305,3824.1587,Invasive_Tumor,665,1,5,14
34768,761.2676,3824.8564,Invasive_Tumor,666,1,5,14
34769,719.55725,3829.0579,Prolif_Invasive_Tumor,653,1,5,14
34770,792.88385,3827.9302,Invasive_Tumor,664,1,5,14
34771,808.561,3829.551,Invasive_Tumor,662,1,5,14
34772,772.14923,3824.8386,Invasive_Tumor,669,1,5,14
34773,753.26324,3832.8367,Prolif_Invasive_Tumor,655,1,5,14
34774,740.3719,3828.737,Prolif_Invasive_Tumor,657,1,5,14
34775,786.0219,3832.9438,Invasive_Tumor,662,1,5,14
34776,772.6061,3835.5403,Invasive_Tumor,653,1,5,14
34777,730.151,3838.5605,Invasive_Tumor,654,1,5,14
34778,799.50323,3837.498,Invasive_Tumor,668,1,5,14
34779,815.4584,3833.1755,Invasive_Tumor,664,1,5,14
34780,780.8182,3842.3682,Invasive_Tumor,656,1,5,14
34781,743.0978,3842.4976,Prolif_Invasive_Tumor,645,1,5,14
34782,815.5586,3843.497,Invasive_Tumor,667,1,5,14
34783,55.038925,4190.3936,IRF7+_DCs,741,0,4,5
34784,57.45116,4199.693,B_Cells,767,6,4,52
34785,58.13425,4168.9204,Stromal,707,0,0,1
34786,58.408596,4206.5337,Stromal,785,6,4,52
34787,61.343544,4213.2134,CD4+_T_Cells,805,6,4,52
34788,63.603996,4195.7197,Stromal,774,0,0,1
34789,64.007935,4189.302,B_Cells,767,0,0,1
34790,64.38136,4206.834,Macrophages_1,804,6,0,48
34791,69.12729,4200.7114,Stromal,801,6,0,48
34792,63.321854,4180.3936,Stromal,750,0,0,1
34793,68.76118,4170.3057,B_Cells,747,0,0,1
34794,71.718956,4208.564,CD8+_T_Cells,822,6,0,48
34795,72.609985,4185.9873,Stromal,784,0,0,1
34796,78.30126,4191.096,Stromal,811,0,0,1
34797,80.24267,4198.0273,CD4+_T_Cells,829,6,0,48
34798,80.411156,4210.5034,Macrophages_1,854,6,0,48
34799,83.9544,4181.218,Stromal,802,0,0,1
34800,87.31823,4201.641,IRF7+_DCs,857,6,0,48
34801,89.60756,4209.7065,CD4+_T_Cells,879,6,0,48
34802,89.024025,4170.273,Macrophages_1,800,0,0,1
34803,93.183846,4186.8765,Stromal,842,0,0,1
34804,93.58654,4197.637,B_Cells,866,6,0,48
34805,96.79979,4208.428,CD4+_T_Cells,893,6,4,52
34806,99.98298,4198.0166,CD4+_T_Cells,879,6,0,48
34807,52.11908,4176.2544,Stromal,711,0,4,5
34808,77.1744,4174.6494,Unlabeled,770,0,0,1
34809,113.41325,4175.5854,Macrophages_1,871,0,0,1
34810,108.429184,4185.5586,Stromal,876,0,0,1
34811,105.315544,4192.5713,Macrophages_1,890,0,0,1
34812,102.38904,4176.881,Stromal,839,0,0,1
34813,106.673676,4201.198,CD4+_T_Cells,904,0,4,5
34814,107.46362,4214.5293,Macrophages_1,925,6,4,52
34815,104.84282,4207.325,CD4+_T_Cells,913,6,4,52
34816,105.04211,4167.7,Macrophages_1,827,0,0,1
34817,199.8926,4003.673,Stromal,626,1,5,14
34818,197.9448,4026.5085,Stromal,625,0,2,3
34819,202.37407,4014.6812,Invasive_Tumor,624,1,5,14
34820,204.42114,4042.2878,Stromal,630,0,2,3
34821,207.08711,3997.5364,Endothelial,620,1,5,14
34822,201.20593,4050.8335,Endothelial,641,0,5,6
34823,204.7204,4026.8086,Stromal,625,1,2,11
34824,209.61838,4079.4165,Stromal,673,1,5,14
34825,206.25374,4068.6453,Stromal,658,1,5,14
34826,210.16614,4056.1357,Endothelial,633,0,5,6
34827,212.17882,4020.5942,Invasive_Tumor,620,1,5,14
34828,211.2767,4031.494,Prolif_Invasive_Tumor,627,1,2,11
34829,214.19531,4114.384,Prolif_Invasive_Tumor,753,1,5,14
34830,217.14243,4070.8323,Stromal,650,1,5,14
34831,213.72078,4014.1636,Invasive_Tumor,623,1,5,14
34832,220.1582,4036.1243,Invasive_Tumor,617,1,5,14
34833,221.21242,4000.6677,Invasive_Tumor,620,1,5,14
34834,221.44638,4057.0703,Endothelial,629,1,5,14
34835,223.18617,4012.3894,Invasive_Tumor,612,1,5,14
34836,225.64174,4093.424,Invasive_Tumor,676,1,5,14
34837,226.96968,4083.2505,Invasive_Tumor,654,1,5,14
34838,225.46034,4119.586,Invasive_Tumor,746,1,5,14
34839,229.45287,4049.3765,Invasive_Tumor,615,1,5,14
34840,232.39531,4099.782,Invasive_Tumor,675,1,5,14
34841,227.42392,4069.3857,Stromal,637,1,5,14
34842,230.30232,4037.7668,Invasive_Tumor,612,1,5,14
34843,235.34604,4114.7075,Invasive_Tumor,709,1,5,14
34844,237.80168,4128.9346,Invasive_Tumor,744,1,5,14
34845,238.01352,3999.5488,DCIS_2,619,1,5,14
34846,236.29639,4018.1558,Invasive_Tumor,612,1,5,14
34847,236.10713,4058.422,Stromal,625,1,5,14
34848,235.45021,4043.1594,Invasive_Tumor,605,1,5,14
34849,234.76819,4065.338,Endothelial,629,1,5,14
34850,238.6334,4029.5625,Invasive_Tumor,605,1,5,14
34851,238.27025,4071.911,Endothelial,633,1,5,14
34852,244.75035,4049.912,Stromal,609,1,5,14
34853,245.60478,4063.8308,Endothelial,622,1,5,14
34854,248.10379,4040.1309,Invasive_Tumor,610,1,5,14
34855,247.49562,4077.895,T_Cell_&_Tumor_Hybrid,628,1,5,14
34856,251.2496,4030.0405,Invasive_Tumor,611,1,5,14
34857,253.52435,3998.8052,Prolif_Invasive_Tumor,629,1,5,14
34858,236.99158,4082.1902,Stromal,650,1,5,14
34859,247.3247,4086.8499,Stromal,650,1,5,14
34860,201.60646,4089.4304,Invasive_Tumor,703,1,5,14
34861,215.12782,4091.863,Invasive_Tumor,694,1,5,14
34862,208.49727,4102.9043,Invasive_Tumor,728,1,5,14
34863,246.69339,4100.542,Invasive_Tumor,663,1,5,14
34864,224.10294,4108.772,Invasive_Tumor,717,1,5,14
34865,248.8635,4113.6494,Invasive_Tumor,688,1,5,14
34866,200.33768,4120.239,Invasive_Tumor,786,1,5,14
34867,220.97202,4127.72,Invasive_Tumor,772,1,5,14
34868,207.60002,4125.8105,Invasive_Tumor,789,1,5,14
34869,218.15099,3992.2417,Endothelial,625,1,5,14
34870,257.00842,4018.568,Invasive_Tumor,611,1,5,14
34871,262.1642,4031.2893,Invasive_Tumor,607,1,5,14
34872,261.21124,4044.8745,Invasive_Tumor,614,1,5,14
34873,262.50256,4059.3726,Invasive_Tumor,614,1,5,14
34874,260.07333,4071.8635,Invasive_Tumor,623,1,5,14
34875,261.30234,4086.3323,Invasive_Tumor,640,1,5,14
34876,265.8385,4107.3545,Invasive_Tumor,666,1,5,14
34877,257.04874,4121.3906,Invasive_Tumor,697,1,5,14
34878,263.3031,4143.943,Invasive_Tumor,745,1,5,14
34879,270.04706,4034.0256,Invasive_Tumor,606,1,5,14
34880,271.9324,4127.1733,Invasive_Tumor,690,1,5,14
34881,272.3872,4002.3384,Prolif_Invasive_Tumor,623,1,5,14
34882,274.84308,4052.883,Invasive_Tumor,610,1,5,14
34883,277.08063,4136.2715,Prolif_Invasive_Tumor,706,1,5,14
34884,275.38593,4042.7166,Invasive_Tumor,603,1,5,14
34885,254.72581,4133.1006,Invasive_Tumor,726,1,5,14
34886,589.7187,3890.2588,Unlabeled,681,1,5,14
34887,606.3781,3893.9546,CD4+_T_Cells,684,1,5,14
34888,626.17865,3896.886,Stromal,684,1,5,14
34889,545.96155,3898.1104,Unlabeled,686,1,5,14
34890,510.30127,3895.506,CD8+_T_Cells,703,0,5,6
34891,561.6627,3895.1736,Invasive_Tumor,687,1,5,14
34892,611.7631,3899.741,Perivascular-Like,688,1,5,14
