ligand	receptor	nichenet_v2	cellchat_v2	liana_consensus
A2M	KLK3	True	False	False
A2M	LRP1	True	False	True
A2M	MMP2	True	False	False
A2M	MMP9	True	False	False
AANAT	MTNR1A	True	False	True
AANAT	MTNR1B	True	False	True
ABCA1	APOA1	True	False	False
ABCA1	MEGF10	True	False	False
ACE	AGTR2	True	False	True
ACE	BDKRB2	True	False	True
ACE2	SLC6A19	True	False	False
ACE2	TIGIT	True	False	False
ACE2	TNFRSF11A	True	False	False
ACE2	TNFRSF11B	True	False	False
ACP4	ERBB4	True	False	False
ACP4	VSTM2B	True	False	False
ACTR2	ADRB2	False	False	True
ACTR2	LDLR	False	False	True
ACTR2	LRP2	False	False	True
ADA	DPP4	False	False	True
ADAM10	APP	True	False	False
ADAM10	AXL	True	False	True
ADAM10	CADM1	False	False	True
ADAM10	CD44	True	False	True
ADAM10	EPHA3	True	False	True
ADAM10	GPNMB	False	False	True
ADAM10	IL6R	False	False	True
ADAM10	MET	False	False	True
ADAM10	NOTCH1	True	False	True
ADAM10	NOTCH2	True	False	True
ADAM10	NOTCH3	True	False	False
ADAM10	NOTCH4	True	False	False
ADAM10	NRCAM	False	False	True
ADAM10	TREM2	False	False	True
ADAM10	TSPAN10	True	False	True
ADAM10	TSPAN12	False	False	True
ADAM10	TSPAN14	True	False	True
ADAM10	TSPAN15	True	False	True
ADAM10	TSPAN17	True	False	True
ADAM10	TSPAN33	True	False	False
ADAM10	TSPAN5	True	False	True
ADAM11	CCR4	True	False	False
ADAM11	ITGA4	True	False	True
ADAM12	ITGA9	True	False	True
ADAM12	ITGB1	True	False	True
ADAM12	SDC4	True	False	True
ADAM15	ITGA5	True	False	True
ADAM15	ITGA9	True	False	True
ADAM15	ITGAV	False	False	True
ADAM15	ITGB1	True	False	True
ADAM15	ITGB3	True	False	True
ADAM17	ERBB4	True	False	True
ADAM17	IL6R	True	False	True
ADAM17	ITGA5	True	False	True
ADAM17	ITGB1	True	False	True
ADAM17	MET	False	False	True
ADAM17	MUC1	True	False	True
ADAM17	NOTCH1	True	False	True
ADAM17	NOTCH2	True	False	False
ADAM17	NOTCH3	True	False	False
ADAM17	NOTCH4	True	False	False
ADAM17	RHBDF2	False	False	True
ADAM2	CD9	True	False	True
ADAM2	ITGA6	True	False	True
ADAM2	ITGA9	True	False	True
ADAM2	ITGB1	True	False	True
ADAM2	ITGB7	True	False	True
ADAM20	IL1RAPL1	True	False	False
ADAM20	IL1RAPL2	True	False	False
ADAM21	CLEC12B	True	False	False
ADAM21	FLT4	True	False	False
ADAM21	IGSF21	True	False	False
ADAM23	ITGA4	False	False	True
ADAM23	ITGA5	True	False	True
ADAM23	ITGB3	True	False	True
ADAM28	ITGA4	True	False	True
ADAM29	ITGA4	True	False	True
ADAM7	ITGA4	True	False	True
ADAM7	ITGB7	True	False	True
ADAM9	ITGA3	False	False	True
ADAM9	ITGA6	True	False	True
ADAM9	ITGAV	True	False	True
ADAM9	ITGB1	True	False	True
ADAM9	ITGB5	True	False	True
ADAMTS3	CCBE1	True	False	True
ADCYAP1	ADCYAP1R1	True	True	True
ADCYAP1	ADRB2	False	False	True
ADCYAP1	ADRB3	False	False	True
ADCYAP1	DPP4	False	False	True
ADCYAP1	GPR20	False	False	True
ADCYAP1	GPR84	False	False	True
ADCYAP1	PTH1R	False	False	True
ADCYAP1	RAMP2	False	False	True
ADCYAP1	RAMP3	False	False	True
ADCYAP1	SCTR	True	False	True
ADCYAP1	TSHR	False	False	True
ADCYAP1	VIPR1	True	False	True
ADCYAP1	VIPR2	True	False	True
ADGRB1	RTN4R	True	False	True
ADGRB1	RTN4RL1	False	False	True
ADGRB1	RTN4RL2	False	False	True
ADGRE5	CD55	True	False	False
ADGRF5	TREML2	True	False	False
ADIPOQ	ADIPOR1	True	True	True
ADIPOQ	ADIPOR2	True	True	True
ADIPOQ	ASGR2	False	False	True
ADIPOQ	CLEC2D	False	False	True
ADIPOQ	CNR2	True	False	True
ADIPOQ	GPR152	False	False	True
ADIPOQ	GPR42	True	False	True
ADIPOQ	PROKR2	False	False	True
ADM	ACKR3	False	False	True
ADM	ADCYAP1R1	False	False	True
ADM	ADRB2	False	False	True
ADM	ADRB3	False	False	True
ADM	CALCR	True	True	True
ADM	CALCR,RAMP1	False	True	False
ADM	CALCRL	True	True	True
ADM	DCLK3	False	False	True
ADM	GPR182	True	False	True
ADM	GPR20	False	False	True
ADM	GPR84	False	False	True
ADM	MRGPRX2	True	False	True
ADM	MRGPRX3	True	False	False
ADM	MRGPRX4	True	False	False
ADM	PTH1R	False	False	True
ADM	RAMP1	True	False	True
ADM	RAMP2	True	False	True
ADM	RAMP2,CALCR	False	True	False
ADM	RAMP3	True	False	True
ADM	RAMP3,CALCR	False	True	False
ADM	TSHR	False	False	True
ADM	VIPR1	False	False	True
ADM2	ADCYAP1R1	True	False	True
ADM2	ADRB2	True	False	True
ADM2	ADRB3	True	False	True
ADM2	CALCR	True	False	True
ADM2	CALCRL	True	False	True
ADM2	DCLK3	False	False	True
ADM2	GPR20	True	False	True
ADM2	GPR84	True	False	True
ADM2	PTH1R	True	False	True
ADM2	RAMP1	True	False	True
ADM2	RAMP2	True	False	True
ADM2	RAMP3	True	False	True
ADM2	TSHR	True	False	True
ADM2	VIPR1	True	False	True
ADO	ADORA1	False	False	True
ADO	ADORA2A	False	False	True
ADO	ADORA2B	False	False	True
ADO	ADORA3	False	False	True
ADORA3	ENTPD1	False	True	False
AFDN	EPHA7	False	False	True
AFDN	EPHB2	False	False	True
AFDN	EPHB3	False	False	True
AFDN	EPHB6	False	False	True
AGRN	ATP1A3	True	False	True
AGRN	CHRNB3	True	False	False
AGRN	DAG1	True	True	True
AGRN	ITGB1	True	False	True
AGRN	LRP1	True	False	True
AGRN	LRP2	True	False	True
AGRN	LRP4	True	False	True
AGRN	MUSK	True	False	True
AGRP	MC1R	False	False	True
AGRP	MC3R	True	False	True
AGRP	MC4R	True	False	True
AGRP	MC5R	True	False	True
AGRP	SDC1	False	False	True
AGRP	SDC3	True	False	True
AGT	ADRA2A	False	False	True
AGT	AGTR1	True	True	True
AGT	AGTR2	True	True	True
AGT	ENPEP	False	False	True
AGT	GRM7	False	False	True
AGT	LRP2	True	False	True
AGT	MAS1	True	True	True
AGT	MTNR1A	False	False	True
AGT	REN	True	False	False
AGTRAP	RACK1	False	False	True
AHSG	INSR	True	False	True
AIMP1	NTRK1	True	False	True
AKR1C3	PTGDR2	False	True	False
AKR1C3	PTGFR	False	True	False
AKR1D1	AR	False	True	False
ALB	B2M_FCGRT	False	False	True
ALB	LRP2	True	False	True
ALCAM	ALCAM	True	False	False
ALCAM	CD6	True	False	True
ALCAM	CHL1	True	False	True
ALCAM	NRP1	True	False	True
ALDH1A1	CRABP2,RARA	False	True	False
ALDH1A1	CRABP2,RXRA	False	True	False
ALDH1A1	CRABP2,RXRA,RARA	False	True	False
ALDH1A1	CRABP2,RXRB	False	True	False
ALDH1A1	CRABP2,RXRG	False	True	False
ALDH1A1	RARB,CRABP2	False	True	False
ALDH1A1	RARB,CRABP2,RXRB	False	True	False
ALDH1A1	RARG,CRABP2	False	True	False
ALDH1A1	RARG,CRABP2,RXRG	False	True	False
ALDH1A1	RORB	False	True	False
ALDH1A2	CRABP2,RARA	False	True	False
ALDH1A2	CRABP2,RXRA	False	True	False
ALDH1A2	CRABP2,RXRA,RARA	False	True	False
ALDH1A2	CRABP2,RXRB	False	True	False
ALDH1A2	CRABP2,RXRG	False	True	False
ALDH1A2	RARB,CRABP2	False	True	False
ALDH1A2	RARB,CRABP2,RXRB	False	True	False
ALDH1A2	RARG,CRABP2	False	True	False
ALDH1A2	RARG,CRABP2,RXRG	False	True	False
ALDH1A2	RORB	False	True	False
ALDH1A3	CRABP2,RARA	False	True	False
ALDH1A3	CRABP2,RXRA	False	True	False
ALDH1A3	CRABP2,RXRA,RARA	False	True	False
ALDH1A3	CRABP2,RXRB	False	True	False
ALDH1A3	CRABP2,RXRG	False	True	False
ALDH1A3	RARB,CRABP2	False	True	False
ALDH1A3	RARB,CRABP2,RXRB	False	True	False
ALDH1A3	RARG,CRABP2	False	True	False
ALDH1A3	RARG,CRABP2,RXRG	False	True	False
ALDH1A3	RORB	False	True	False
ALKAL1	ALK	True	False	True
ALKAL1	LTK	True	False	True
ALKAL2	ALK	True	False	True
ALKAL2	LTK	True	False	True
ALOX12	FPR2	False	True	False
ALOX5AP	ALOX5	True	False	False
ALOX5AP,LTC4S,ALOX5	CYSLTR1	False	True	False
ALOX5AP,LTC4S,ALOX5	CYSLTR2	False	True	False
ALOX5AP,LTC4S,ALOX5	FPR2	False	True	False
AMBN	CD63	True	False	True
AMELX	CD63	True	False	True
AMELX	LAMP1	True	False	True
AMELX	LAMP2	True	False	True
AMELY	CD63	True	False	True
AMELY	LAMP1	True	False	True
AMELY	LAMP2	True	False	True
AMH	ACVR1	True	False	False
AMH	ACVR1,AMHR2	False	True	False
AMH	ACVR1_AMHR2	False	False	True
AMH	AMHR2	True	False	False
AMH	AMHR2,BMPR1A	False	True	False
AMH	AMHR2_BMPR1A	False	False	True
AMH	AMHR2_BMPR1B	False	False	True
AMH	BMPR1A	True	False	False
AMH	BMPR1B	True	False	False
AMH	BMPR1B,AMHR2	False	True	False
AMH	EGFR	True	False	True
AMH	GREM2	True	False	True
ANG	EGFR	True	False	True
ANG	PLXNB2	True	False	True
ANGPT1	ITGA5	True	False	True
ANGPT1	ITGB1	True	False	True
ANGPT1	TEK	True	True	True
ANGPT1	TIE1	True	False	True
ANGPT2	ITGA5	True	False	False
ANGPT2	ITGA5,ITGB1	False	True	False
ANGPT2	ITGA5_ITGB1	False	False	True
ANGPT2	ITGB1	True	False	False
ANGPT2	TEK	True	True	True
ANGPT2	TIE1	True	False	True
ANGPT4	TEK	True	False	True
ANGPT4	TIE1	True	False	True
ANGPTL1	ITGA1	True	False	False
ANGPTL1	ITGA1_ITGB1	False	False	True
ANGPTL1	ITGB1	True	False	False
ANGPTL1	ITGB1,ITGA1	False	True	False
ANGPTL1	LILRB2	True	False	True
ANGPTL1	LILRB3	True	True	True
ANGPTL1	TEK	True	False	True
ANGPTL2	ITGA5	True	False	False
ANGPTL2	ITGA5,ITGB1	False	True	False
ANGPTL2	ITGA5_ITGB1	False	False	True
ANGPTL2	ITGB1	True	False	False
ANGPTL2	LILRB2	True	False	True
ANGPTL2	LILRB3	True	True	True
ANGPTL2	TIE1	True	False	True
ANGPTL2	TLR4	True	True	True
ANGPTL3	ITGA5	True	False	True
ANGPTL3	ITGAV	True	False	False
ANGPTL3	ITGAV,ITGB3	False	True	False
ANGPTL3	ITGAV_ITGB3	False	False	True
ANGPTL3	ITGB3	True	False	False
ANGPTL3	LPL	True	False	False
ANGPTL4	CDH11	True	True	True
ANGPTL4	CDH5	True	True	True
ANGPTL4	GPIHBP1	True	False	True
ANGPTL4	ITGA5	True	False	False
ANGPTL4	ITGA5,ITGB1	False	True	False
ANGPTL4	ITGA5_ITGB1	False	False	True
ANGPTL4	ITGAV	True	False	False
ANGPTL4	ITGAV,ITGB3	False	True	False
ANGPTL4	ITGAV_ITGB3	False	False	True
ANGPTL4	ITGB1	True	False	False
ANGPTL4	ITGB3	True	False	False
ANGPTL4	LPL	True	False	False
ANGPTL4	SDC1	True	True	True
ANGPTL4	SDC2	True	True	True
ANGPTL4	SDC3	True	True	True
ANGPTL4	SDC4	True	True	True
ANGPTL4	TIE1	True	False	True
ANGPTL5	TEK	True	False	False
ANGPTL6	TEK	True	False	False
ANGPTL7	LILRB2	True	False	True
ANGPTL7	LILRB3	True	True	True
ANOS1	FGFR1	True	False	True
ANOS1	SDC2	True	False	True
ANPEP	SELE	True	False	False
ANTXR1	TREML2	True	False	False
ANXA1	ADRA2A	False	False	True
ANXA1	DYSF	True	False	True
ANXA1	EGFR	True	False	True
ANXA1	FPR1	True	True	True
ANXA1	FPR2	True	True	False
ANXA1	FPR2,FPR3	False	True	False
ANXA1	FPR2_FPR3	False	False	True
ANXA1	FPR3	True	True	False
ANXA1	GRM7	False	False	True
ANXA1	MTNR1A	False	False	True
ANXA2	DYSF	True	False	False
ANXA2	EGFR	True	False	False
ANXA2	PLAT	True	False	False
ANXA2	ROBO4	True	False	True
ANXA2	TLR2	True	False	True
APELA	APLNR	True	True	True
APLN	ADRA2A	False	False	True
APLN	APLNR	True	True	True
APLN	GRM7	True	False	True
APLN	MTNR1A	False	False	True
APOA1	ABCA1	True	True	True
APOA1	AMN,CUBN	False	True	False
APOA1	LDLR	True	False	True
APOA1	LRP1	True	False	True
APOA1	LRP2	True	False	True
APOA1	TREM2,TYROBP	False	True	False
APOA2	LDLR	True	False	True
APOA2	LRP1	True	False	True
APOA2	LRP2	True	False	True
APOA2	TREM2,TYROBP	False	True	False
APOA4	LDLR	True	False	True
APOA4	LRP1	True	False	True
APOA4	LRP2	True	False	True
APOA5	LPL	True	False	False
APOB	ADRB2	True	False	True
APOB	APOBR	False	True	False
APOB	CALCR	True	False	True
APOB	ENO1	False	False	True
APOB	ITGAM	True	False	True
APOB	ITGB2	True	False	True
APOB	LDLR	True	False	True
APOB	LRP1	True	False	True
APOB	LRP2	True	False	True
APOB	LRP6	False	False	True
APOB	LRP8	True	False	True
APOB	LSR	True	False	True
APOB	MTTP	False	False	True
APOB	OLR1	True	False	True
APOB	TLR4	True	False	True
APOB	TLR6	True	False	True
APOB	TREM2	True	False	True
APOB	TREM2,TYROBP	False	True	False
APOB	VLDLR	True	False	True
APOC1	VLDLR	True	False	True
APOC2	LDLR	True	False	True
APOC2	LPL	True	False	False
APOC2	LRP1	True	False	True
APOC2	LRP2	True	False	True
APOC3	LDLR	True	False	True
APOC3	LRP1	True	False	True
APOC3	LRP2	True	False	True
APOC3	SDC2	True	False	True
APOC3	TLR2	True	False	True
APOC4	VLDLR	True	False	True
APOD	LEPR	True	False	True
APOE	ABCA1	False	False	True
APOE	APP	True	False	False
APOE	CHRNA4	False	False	True
APOE	LDLR	True	False	True
APOE	LRP1	True	False	True
APOE	LRP2	True	False	True
APOE	LRP4	False	False	True
APOE	LRP5	True	False	True
APOE	LRP6	False	False	True
APOE	LRP8	True	False	True
APOE	LSR	False	False	True
APOE	SCARB1	True	False	True
APOE	SDC2	False	False	True
APOE	SORL1	True	False	True
APOE	TREM2	True	False	True
APOE	TREM2,TYROBP	False	True	False
APOE	VLDLR	True	False	True
APOO	IL1RAPL1	True	False	False
APOO	IL1RAPL2	True	False	True
APP	ADRA2A	False	False	True
APP	AGER	False	False	True
APP	BACE1	True	False	False
APP	CD74	True	True	True
APP	DCC	False	False	True
APP	FLT1	True	False	False
APP	FPR2	True	False	True
APP	GPC1	True	False	True
APP	LRP1	True	False	True
APP	LRP10	False	False	True
APP	LRP6	False	False	True
APP	MTNR1A	False	False	True
APP	NCSTN	True	False	True
APP	NGFR	True	False	True
APP	NOTCH2	False	False	True
APP	PTGER2	False	False	True
APP	SORL1	True	True	False
APP	TNFRSF21	True	True	True
APP	TREM2,TYROBP	False	True	False
APP	TSPAN12	False	False	True
APP	TSPAN15	False	False	True
AREG	EGFR	True	True	False
AREG	EGFR_ERBB2	False	False	True
AREG	ERBB2	True	False	False
AREG	ERBB2,EGFR	False	True	False
AREG	ERBB3	True	False	True
AREG	MMP9	True	False	False
ARF1	CHRM3	False	False	True
ARF1	INSR	False	False	True
ARF1	PLD2	True	False	True
ARF6	PLD1	False	False	True
ARF6	SMAP1	False	False	True
ARMH4	TNFRSF11B	True	False	False
ARPC5	ADRB2	False	False	True
ARPC5	LDLR	False	False	True
ARPC5	LRP2	False	False	True
ARTN	GFRA1	True	False	False
ARTN	GFRA1,RET	False	True	False
ARTN	GFRA1_RET	False	False	True
ARTN	GFRA2	True	False	True
ARTN	GFRA3	True	False	False
ARTN	GFRA3,RET	False	True	False
ARTN	GFRA3_RET	False	False	True
ARTN	NCAM1	True	False	False
ARTN	RET	True	False	False
ASIP	ATRN	True	False	True
ASIP	F11R	True	False	False
ASIP	MC1R	True	False	True
ASIP	MC2R	True	False	True
ASIP	MC3R	True	False	True
ASIP	MC4R	True	False	True
ASIP	MC5R	True	False	True
ASIP	MGRN1	True	False	True
ASMT	MTNR1A	False	True	False
ASMT	MTNR1B	False	True	False
ATP1B1	NEGR1	True	False	False
AVP	ADCYAP1R1	False	False	True
AVP	ADRB2	False	False	True
AVP	ADRB3	False	False	True
AVP	AQP2	True	False	False
AVP	AVPR1A	True	True	True
AVP	AVPR1B	True	True	True
AVP	AVPR2	True	True	True
AVP	GPR20	False	False	True
AVP	GPR84	False	False	True
AVP	LDLR	False	False	True
AVP	LRP2	False	False	True
AVP	OXTR	True	False	True
AVP	PTH1R	False	False	True
AVP	RAMP2	False	False	True
AVP	RAMP3	False	False	True
AVP	TSHR	False	False	True
AVP	VIPR1	False	False	True
AZGP1	ITGAV	True	False	True
B2M	CD1A	True	False	True
B2M	CD1B	True	False	True
B2M	CD1C	False	False	True
B2M	HFE_TFRC	False	False	True
B2M	KIR2DL1	False	False	True
B2M	KIR2DL3	False	False	True
B2M	KIR3DL1	False	False	True
B2M	KLRC1	True	False	True
B2M	KLRC2	False	False	True
B2M	KLRD1	True	False	True
B2M	LILRB1	True	False	False
B2M	TAP1	True	False	False
B2M	TAP2	True	False	False
BACE1	APP	True	False	False
BACE1	SELPLG	True	False	False
BACE2	APP	True	False	False
BAG6	NCR3	False	True	True
BCAN	EGFR	True	False	True
BCAN	NRCAM	True	False	True
BDNF	BEX3	False	False	True
BDNF	DRD4	True	False	True
BDNF	ERBB2	True	False	True
BDNF	GPR152	False	False	True
BDNF	NGFR	True	True	True
BDNF	NTRK2	True	True	True
BDNF	SORT1	True	True	True
BGN	FGFR3	True	False	False
BGN	LY96	False	False	True
BGN	TLR1	True	False	True
BGN	TLR2	True	False	True
BGN	TLR4	True	False	True
BMP1	BMPR1A	True	False	True
BMP1	BMPR1B	True	False	True
BMP1	BMPR2	True	False	True
BMP10	ACVR1	True	False	False
BMP10	ACVR2A	True	False	False
BMP10	ACVR2A,ACVRL1	False	True	False
BMP10	ACVR2A_ACVRL1	False	False	True
BMP10	ACVR2B	True	False	False
BMP10	ACVR2B_ACVRL1	False	False	True
BMP10	ACVRL1	True	False	False
BMP10	ACVRL1_BMPR2	False	False	True
BMP10	BMPR1A	True	False	True
BMP10	BMPR1B	True	False	True
BMP10	BMPR2	True	False	False
BMP10	BMPR2,ACVRL1	False	True	False
BMP10	ENG	True	False	True
BMP10	FFAR2	False	False	True
BMP10	GPR152	False	False	True
BMP10	KIR2DL3	False	False	True
BMP10	KIR3DL1	False	False	True
BMP10	KIR3DS1	False	False	True
BMP10	VSIR	False	False	True
BMP15	ACTR2	False	False	True
BMP15	ACVR1	True	False	False
BMP15	ACVR2A	True	False	True
BMP15	ACVR2B	True	False	False
BMP15	BMPR1A	True	False	True
BMP15	BMPR1B	True	False	False
BMP15	BMPR1B,BMPR2	False	True	False
BMP15	BMPR1B_BMPR2	False	False	True
BMP15	BMPR2	True	False	False
BMP15	TGFBR1	True	False	True
BMP2	ACTR2	False	False	True
BMP2	ACVR1	True	False	True
BMP2	ACVR2A	True	False	False
BMP2	ACVR2A,BMPR1A	False	True	False
BMP2	ACVR2A_BMPR1A	False	False	True
BMP2	ACVR2A_BMPR1B	False	False	True
BMP2	ACVR2B	True	False	False
BMP2	ACVR2B,BMPR1A	False	True	False
BMP2	ACVR2B_BMPR1A	False	False	True
BMP2	ACVR2B_BMPR1B	False	False	True
BMP2	BMPR1A	True	False	False
BMP2	BMPR1A_BMPR2	False	False	True
BMP2	BMPR1B	True	False	False
BMP2	BMPR1B,ACVR2A	False	True	False
BMP2	BMPR1B,ACVR2B	False	True	False
BMP2	BMPR1B,BMPR2	False	True	False
BMP2	BMPR1B_BMPR2	False	False	True
BMP2	BMPR2	True	False	False
BMP2	BMPR2,BMPR1A	False	True	False
BMP2	ENG	True	False	True
BMP2	GPC1	False	False	True
BMP2	HJV	True	False	True
BMP2	RGMB	False	False	True
BMP2	SMO	False	False	True
BMP3	ACVR1	True	False	False
BMP3	ACVR1B	True	False	False
BMP3	ACVR1B_ACVR2A	False	False	True
BMP3	ACVR2A	True	False	False
BMP3	ACVR2B	True	False	True
BMP3	BMPR1A	True	False	True
BMP3	BMPR1B	True	False	True
BMP3	BMPR2	True	False	True
BMP4	ACVR1	True	False	False
BMP4	ACVR2A	True	False	False
BMP4	ACVR2A,BMPR1A	False	True	False
BMP4	ACVR2A_BMPR1A	False	False	True
BMP4	ACVR2A_BMPR1B	False	False	True
BMP4	ACVR2B	True	False	False
BMP4	ACVR2B,BMPR1A	False	True	False
BMP4	ACVR2B_BMPR1A	False	False	True
BMP4	ACVR2B_BMPR1B	False	False	True
BMP4	BMPR1A	True	False	False
BMP4	BMPR1A_BMPR2	False	False	True
BMP4	BMPR1B	True	False	False
BMP4	BMPR1B,ACVR2A	False	True	False
BMP4	BMPR1B,ACVR2B	False	True	False
BMP4	BMPR1B,BMPR2	False	True	False
BMP4	BMPR1B_BMPR2	False	False	True
BMP4	BMPR2	True	False	False
BMP4	BMPR2,BMPR1A	False	True	False
BMP4	CFC1	False	False	True
BMP4	GREM2	True	False	True
BMP4	HJV	False	False	True
BMP4	LRP6	False	False	True
BMP4	RGMB	False	False	True
BMP5	ACVR1	True	False	False
BMP5	ACVR1,ACVR2A	False	True	False
BMP5	ACVR1,ACVR2B	False	True	False
BMP5	ACVR1_ACVR2A	False	False	True
BMP5	ACVR1_ACVR2B	False	False	True
BMP5	ACVR1_BMPR2	False	False	True
BMP5	ACVR2A	True	False	False
BMP5	ACVR2A,BMPR1A	False	True	False
BMP5	ACVR2A_BMPR1A	False	False	True
BMP5	ACVR2A_BMPR1B	False	False	True
BMP5	ACVR2B	True	False	False
BMP5	ACVR2B,BMPR1A	False	True	False
BMP5	ACVR2B_BMPR1A	False	False	True
BMP5	ACVR2B_BMPR1B	False	False	True
BMP5	BMPR1A	True	False	False
BMP5	BMPR1A_BMPR2	False	False	True
BMP5	BMPR1B	True	False	False
BMP5	BMPR1B,ACVR2A	False	True	False
BMP5	BMPR1B,ACVR2B	False	True	False
BMP5	BMPR1B,BMPR2	False	True	False
BMP5	BMPR1B_BMPR2	False	False	True
BMP5	BMPR2	True	False	False
BMP5	BMPR2,ACVR1	False	True	False
BMP5	BMPR2,BMPR1A	False	True	False
BMP5	HJV	True	False	True
BMP5	PTPRD	True	False	True
BMP6	ACVR1	True	False	False
BMP6	ACVR1,ACVR2A	False	True	False
BMP6	ACVR1,ACVR2B	False	True	False
BMP6	ACVR1_ACVR2A	False	False	True
BMP6	ACVR1_ACVR2B	False	False	True
BMP6	ACVR1_BMPR2	False	False	True
BMP6	ACVR2A	True	False	False
BMP6	ACVR2A,BMPR1A	False	True	False
BMP6	ACVR2A_BMPR1A	False	False	True
BMP6	ACVR2A_BMPR1B	False	False	True
BMP6	ACVR2B	True	False	False
BMP6	ACVR2B,BMPR1A	False	True	False
BMP6	ACVR2B_BMPR1A	False	False	True
BMP6	ACVR2B_BMPR1B	False	False	True
BMP6	AMHR2	True	False	True
BMP6	BMPR1A	True	False	False
BMP6	BMPR1A_BMPR2	False	False	True
BMP6	BMPR1B	True	False	False
BMP6	BMPR1B,ACVR2A	False	True	False
BMP6	BMPR1B,ACVR2B	False	True	False
BMP6	BMPR1B,BMPR2	False	True	False
BMP6	BMPR1B_BMPR2	False	False	True
BMP6	BMPR2	True	False	False
BMP6	BMPR2,ACVR1	False	True	False
BMP6	BMPR2,BMPR1A	False	True	False
BMP6	HJV	True	False	True
BMP7	ACTR2	False	False	True
BMP7	ACVR1	True	False	False
BMP7	ACVR1,ACVR2A	False	True	False
BMP7	ACVR1,ACVR2B	False	True	False
BMP7	ACVR1B	False	False	True
BMP7	ACVR1_ACVR2A	False	False	True
BMP7	ACVR1_ACVR2B	False	False	True
BMP7	ACVR1_BMPR2	False	False	True
BMP7	ACVR2A	True	False	False
BMP7	ACVR2A,BMPR1A	False	True	False
BMP7	ACVR2A_BMPR1A	False	False	True
BMP7	ACVR2A_BMPR1B	False	False	True
BMP7	ACVR2B	True	False	False
BMP7	ACVR2B,BMPR1A	False	True	False
BMP7	ACVR2B_BMPR1A	False	False	True
BMP7	ACVR2B_BMPR1B	False	False	True
BMP7	BMPR1A	True	False	False
BMP7	BMPR1A_BMPR2	False	False	True
BMP7	BMPR1B	True	False	False
BMP7	BMPR1B,ACVR2A	False	True	False
BMP7	BMPR1B,ACVR2B	False	True	False
BMP7	BMPR1B,BMPR2	False	True	False
BMP7	BMPR1B_BMPR2	False	False	True
BMP7	BMPR2	True	False	False
BMP7	BMPR2,ACVR1	False	True	False
BMP7	BMPR2,BMPR1A	False	True	False
BMP7	ENG	True	False	True
BMP7	HJV	False	False	True
BMP7	PTPRK	False	False	True
BMP8A	ACVR1	True	False	False
BMP8A	ACVR1,ACVR2A	False	True	False
BMP8A	ACVR1,ACVR2B	False	True	False
BMP8A	ACVR1_ACVR2A	False	False	True
BMP8A	ACVR1_ACVR2B	False	False	True
BMP8A	ACVR1_BMPR2	False	False	True
BMP8A	ACVR2A	True	False	False
BMP8A	ACVR2A,BMPR1A	False	True	False
BMP8A	ACVR2A_BMPR1A	False	False	True
BMP8A	ACVR2A_BMPR1B	False	False	True
BMP8A	ACVR2B	True	False	False
BMP8A	ACVR2B,BMPR1A	False	True	False
BMP8A	ACVR2B_BMPR1A	False	False	True
BMP8A	ACVR2B_BMPR1B	False	False	True
BMP8A	BMPR1A	True	False	False
BMP8A	BMPR1A_BMPR2	False	False	True
BMP8A	BMPR1B	True	False	False
BMP8A	BMPR1B,ACVR2A	False	True	False
BMP8A	BMPR1B,ACVR2B	False	True	False
BMP8A	BMPR1B,BMPR2	False	True	False
BMP8A	BMPR1B_BMPR2	False	False	True
BMP8A	BMPR2	True	False	False
BMP8A	BMPR2,ACVR1	False	True	False
BMP8A	BMPR2,BMPR1A	False	True	False
BMP8A	TGFBR1	True	False	True
BMP8A	TGFBR2	True	False	True
BMP8B	ACVR1	True	False	False
BMP8B	ACVR1,ACVR2A	False	True	False
BMP8B	ACVR1,ACVR2B	False	True	False
BMP8B	ACVR1_ACVR2A	False	False	True
BMP8B	ACVR1_ACVR2B	False	False	True
BMP8B	ACVR1_BMPR2	False	False	True
BMP8B	ACVR2A	True	False	False
BMP8B	ACVR2A,BMPR1A	False	True	False
BMP8B	ACVR2A_BMPR1A	False	False	True
BMP8B	ACVR2A_BMPR1B	False	False	True
BMP8B	ACVR2B	True	False	False
BMP8B	ACVR2B,BMPR1A	False	True	False
BMP8B	ACVR2B_BMPR1A	False	False	True
BMP8B	ACVR2B_BMPR1B	False	False	True
BMP8B	BMPR1A	True	False	False
BMP8B	BMPR1A_BMPR2	False	False	True
BMP8B	BMPR1B	True	False	False
BMP8B	BMPR1B,ACVR2A	False	True	False
BMP8B	BMPR1B,ACVR2B	False	True	False
BMP8B	BMPR1B,BMPR2	False	True	False
BMP8B	BMPR1B_BMPR2	False	False	True
BMP8B	BMPR2	True	False	False
BMP8B	BMPR2,ACVR1	False	True	False
BMP8B	BMPR2,BMPR1A	False	True	False
BMP8B	PLAUR	True	False	True
BOC	LILRA6	True	False	False
BOC	PTCH1	True	False	False
BOC	PTCH2	True	False	False
BOC	SMO	True	False	False
BPI	SLAMF9	True	False	True
BSG	SLC16A1	False	False	True
BSG	SLC16A7	False	False	True
BST1	CAV1	False	False	True
BST2	LILRA4	True	False	True
BTC	EGFR	True	True	False
BTC	EGFR_ERBB2	False	False	True
BTC	ERBB2	True	False	False
BTC	ERBB2,EGFR	False	True	False
BTC	ERBB2,ERBB4	False	True	False
BTC	ERBB2_ERBB4	False	False	True
BTC	ERBB3	True	False	True
BTC	ERBB4	True	True	False
