ligand	receptor	nichenet_v2	cellchat_v2	liana_consensus
ICAM4	ITGA4	True	False	True
ICAM4	ITGAL	True	False	True
ICAM4	ITGAM	True	False	True
ICAM4	ITGAV	True	False	True
ICAM4	ITGB1	True	False	True
ICAM4	ITGB2	True	False	True
ICAM4	ITGB3	True	False	True
ICAM4	RHAG	True	False	True
ICAM5	CD209	True	True	False
ICAM5	IGDCC4	True	False	False
ICAM5	ITGAL	True	False	True
ICAM5	ITGB2	True	False	True
ICAM5	PRTG	True	False	False
ICOSLG	CD28	True	True	True
ICOSLG	CTLA4	True	True	True
ICOSLG	ICOS	True	True	True
ICOSLG	NTM	True	False	False
IFITM1	CD81	True	False	False
IFNA1	CR2	False	False	True
IFNA1	IFNAR1	True	False	False
IFNA1	IFNAR1,IFNAR2	False	True	False
IFNA1	IFNAR1_IFNAR2	False	False	True
IFNA1	IFNAR2	True	False	False
IFNA10	IFNAR1	True	False	False
IFNA10	IFNAR1,IFNAR2	False	True	False
IFNA10	IFNAR1_IFNAR2	False	False	True
IFNA10	IFNAR2	True	False	False
IFNA13	CR2	True	False	False
IFNA13	IFNAR1	True	False	False
IFNA13	IFNAR1,IFNAR2	False	True	False
IFNA13	IFNAR2	True	False	False
IFNA14	IFNAR1	True	False	False
IFNA14	IFNAR1,IFNAR2	False	True	False
IFNA14	IFNAR1_IFNAR2	False	False	True
IFNA14	IFNAR2	True	False	False
IFNA16	IFNAR1	True	False	False
IFNA16	IFNAR1,IFNAR2	False	True	False
IFNA16	IFNAR1_IFNAR2	False	False	True
IFNA16	IFNAR2	True	False	False
IFNA17	IFNAR1	True	False	False
IFNA17	IFNAR1,IFNAR2	False	True	False
IFNA17	IFNAR1_IFNAR2	False	False	True
IFNA17	IFNAR2	True	False	False
IFNA2	CR2	True	False	True
IFNA2	IFNAR1	True	False	False
IFNA2	IFNAR1,IFNAR2	False	True	False
IFNA2	IFNAR1_IFNAR2	False	False	True
IFNA2	IFNAR2	True	False	False
IFNA21	IFNAR1	True	False	False
IFNA21	IFNAR1,IFNAR2	False	True	False
IFNA21	IFNAR1_IFNAR2	False	False	True
IFNA21	IFNAR2	True	False	False
IFNA4	IFNAR1	True	False	False
IFNA4	IFNAR1,IFNAR2	False	True	False
IFNA4	IFNAR1_IFNAR2	False	False	True
IFNA4	IFNAR2	True	False	False
IFNA5	IFNAR1	True	False	False
IFNA5	IFNAR1,IFNAR2	False	True	False
IFNA5	IFNAR1_IFNAR2	False	False	True
IFNA5	IFNAR2	True	False	False
IFNA6	IFNAR1	True	False	False
IFNA6	IFNAR1,IFNAR2	False	True	False
IFNA6	IFNAR1_IFNAR2	False	False	True
IFNA6	IFNAR2	True	False	False
IFNA7	IFNAR1	True	False	False
IFNA7	IFNAR1,IFNAR2	False	True	False
IFNA7	IFNAR1_IFNAR2	False	False	True
IFNA7	IFNAR2	True	False	False
IFNA8	GPR152	False	False	True
IFNA8	IFNAR1	True	False	False
IFNA8	IFNAR1,IFNAR2	False	True	False
IFNA8	IFNAR1_IFNAR2	False	False	True
IFNA8	IFNAR2	True	False	False
IFNB1	IFNAR1	True	False	False
IFNB1	IFNAR1,IFNAR2	False	True	False
IFNB1	IFNAR1_IFNAR2	False	False	True
IFNB1	IFNAR2	True	False	False
IFNE	ADGRV1	True	False	True
IFNE	IFNAR1	True	False	False
IFNE	IFNAR1,IFNAR2	False	True	False
IFNE	IFNAR1_IFNAR2	False	False	True
IFNE	IFNAR2	True	False	False
IFNG	IFNGR1	True	False	False
IFNG	IFNGR1,IFNGR2	False	True	False
IFNG	IFNGR1_IFNGR2	False	False	True
IFNG	IFNGR2	True	False	False
IFNG	MPL	False	False	True
IFNK	IFNAR1	True	False	False
IFNK	IFNAR1,IFNAR2	False	True	False
IFNK	IFNAR1_IFNAR2	False	False	True
IFNK	IFNAR2	True	False	False
IFNL1	IFNLR1	True	False	False
IFNL1	IFNLR1_IL10RB	False	False	True
IFNL1	IL10RB	True	False	False
IFNL2	IFNLR1	True	False	False
IFNL2	IFNLR1_IL10RB	False	False	True
IFNL2	IL10RB	True	False	False
IFNL3	IFNL3_IFNLR1_IL10RB	False	False	True
IFNL3	IFNLR1	True	False	False
IFNL3	IFNLR1_IL10RB	False	False	True
IFNL3	IL10RB	True	False	False
IFNL4	IFNLR1	True	False	True
IFNL4	IL10RB	True	False	True
IFNW1	IFNAR1	True	False	False
IFNW1	IFNAR1,IFNAR2	False	True	False
IFNW1	IFNAR1_IFNAR2	False	False	True
IFNW1	IFNAR2	True	False	False
IGF1	IGF1R	True	True	True
IGF1	IGF2R	False	False	True
IGF1	INSR	True	False	True
IGF1	ITGA6	True	False	False
IGF1	ITGA6,ITGB4	False	True	False
IGF1	ITGA6_ITGB4	False	False	True
IGF1	ITGAV	True	False	False
IGF1	ITGAV,ITGB3	False	True	False
IGF1	ITGAV_ITGB3	False	False	True
IGF1	ITGB3	True	False	False
IGF1	ITGB4	True	False	False
IGF1	TRPV2	True	False	False
IGF2	GPR152	False	False	True
IGF2	IGF1R	True	True	True
IGF2	IGF2R	True	True	True
IGF2	INSR	True	False	True
IGF2	ITGA6	True	False	False
IGF2	ITGA6,ITGB4	False	True	False
IGF2	ITGA6_ITGB4	False	False	True
IGF2	ITGAV	True	False	False
IGF2	ITGAV,ITGB3	False	True	False
IGF2	ITGAV_ITGB3	False	False	True
IGF2	ITGB3	True	False	False
IGF2	ITGB4	True	False	False
IGFBP3	EGFR	True	False	False
IGFBP3	TMEM219	False	True	False
IGFBP4	FZD8	True	False	True
IGFBP4	LRP6	True	False	True
IGFBP7	MPIG6B	True	False	True
IGFBPL1	DCC	True	False	True
IGFL1	IGFLR1	True	False	True
IGFL2	IGFLR1	True	False	True
IGFL3	IGFLR1	True	True	True
IGHG1_IGLC1	FCGR2B	False	False	True
IGHG1_IGLC1	FCGR3B	False	False	True
IGSF1	ACVR1B	False	False	True
IGSF10	CD200R1L	True	False	True
IGSF10	IGSF11	True	False	False
IGSF10	MAG	True	False	True
IGSF10	MILR1	True	False	True
IGSF10	SLAMF9	True	False	True
IGSF11	CLEC2L	True	False	False
IGSF11	TMEM190	True	False	False
IGSF11	VSIR	True	False	True
IGSF21	CD22	True	False	False
IGSF21	CD79B	True	False	False
IGSF21	CSF3R	True	False	False
IGSF21	HAVCR1	True	False	False
IGSF21	ILDR2	True	False	False
IGSF21	IYD	True	False	False
IGSF21	KIR2DS5	True	False	False
IGSF21	MUC15	True	False	False
IGSF21	NRXN2	True	False	False
IGSF3	PTGFRN	True	False	False
IHH	BOC	True	False	True
IHH	CDON	True	False	True
IHH	HHIP	True	False	True
IHH	PTCH1	True	False	False
IHH	PTCH1,SMO	False	True	False
IHH	PTCH1_SMO	False	False	True
IHH	PTCH2	True	False	False
IHH	PTCH2,SMO	False	True	False
IHH	PTCH2_SMO	False	False	True
IL10	CD27	False	False	True
IL10	CD70	False	False	True
IL10	IFNLR1	False	False	True
IL10	IL10RA	True	False	False
IL10	IL10RA,IL10RB	False	True	False
IL10	IL10RA_IL10RB	False	False	True
IL10	IL10RB	True	False	False
IL11	IL11RA	True	False	False
IL11	IL11RA,IL6ST	False	True	False
IL11	IL11RA_IL6ST	False	False	True
IL11	IL6R	True	False	True
IL11	IL6ST	True	False	False
IL12A	CD28	True	False	True
IL12A	IL12RB1	True	False	False
IL12A	IL12RB2	True	False	False
IL12A_IL12B	IL12RB1_IL12RB2	False	False	True
IL12A_IL27	IL12RB2_IL27RA	False	False	True
IL12B	BOC	True	False	True
IL12B	IL12RB1	True	False	False
IL12B	IL12RB2	True	False	False
IL12B	IL23R	True	False	False
IL12B,IL12A	IL12RB1,IL12RB2	False	True	False
IL12B,IL23A	IL12RB1,IL23R	False	True	False
IL12B_IL23A	IL12RB1_IL23R	False	False	True
IL13	IL13RA1	True	True	False
IL13	IL13RA1,IL4R	False	True	False
IL13	IL13RA1_IL4R	False	False	True
IL13	IL13RA2	True	True	False
IL13	IL13RA2,IL4R	False	True	False
IL13	IL13RA2_IL4R	False	False	True
IL13	IL13_IL13RA1_IL4R	False	False	True
IL13	IL2RG	True	False	True
IL13	IL4R	True	False	False
IL13	TMEM219	False	False	True
IL15	IL15RA	True	False	False
IL15	IL15RA,IL2RB,IL2RG	False	True	False
IL15	IL15RA_IL2RB_IL2RG	False	False	True
IL15	IL2RA	True	False	True
IL15	IL2RB	True	False	False
IL15	IL2RG	True	False	False
IL15RA	AXL	False	False	True
IL16	CCR5	False	False	True
IL16	CD4	True	True	True
IL16	CD9	True	False	True
IL16	GRIN2A	True	False	True
IL16	GRIN2B	True	False	True
IL16	GRIN2C	True	False	True
IL16	GRIN2D	True	False	True
IL16	KCNA3	True	False	True
IL16	KCND1	True	False	True
IL16	KCND2	True	False	True
IL16	KCNJ10	True	False	True
IL16	KCNJ15	True	False	True
IL16	KCNJ4	True	False	True
IL17A	IL17RA	True	False	False
IL17A	IL17RA,IL17RC	False	True	False
IL17A	IL17RC	True	False	False
IL17A,IL17F	IL17RA,IL17RC	False	True	False
IL17A_IL17F	IL17RA_IL17RC	False	False	True
IL17B	IL17RB	True	True	True
IL17C	IL17RA	True	False	False
IL17C	IL17RA,IL17RE	False	True	False
IL17C	IL17RA_IL17RE	False	False	True
IL17C	IL17RE	True	False	False
IL17F	IL17RA	True	False	False
IL17F	IL17RA,IL17RC	False	True	False
IL17F	IL17RC	True	False	False
IL18	IL18BP	False	False	True
IL18	IL18R1	True	False	False
IL18	IL18R1_IL18RAP	False	False	True
IL18	IL18RAP	True	False	False
IL18	IL18RAP,IL18R1	False	True	False
IL18	IL18_IL18R1_IL18RAP	False	False	True
IL18	IL1RAPL1	True	False	True
IL18	IL1RL2	True	False	True
IL18BP	IL6R	True	False	False
IL18BP	KIR3DL3	True	False	False
IL18BP	LILRA3	True	False	False
IL18BP	MAG	True	False	False
IL19	IL20RA	True	False	False
IL19	IL20RA,IL20RB	False	True	False
IL19	IL20RA_IL20RB	False	False	True
IL19	IL20RB	True	False	False
IL1A	IL1R1	True	False	False
IL1A	IL1R1_IL1RAP	False	False	True
IL1A	IL1R2	True	True	False
IL1A	IL1R2_IL1RAP	False	False	True
IL1A	IL1RAP	True	False	False
IL1A	IL1RAP,IL1R1	False	True	False
IL1B	ADRB2	True	False	True
IL1B	IL12RB2	True	False	False
IL1B	IL1R1	True	False	False
IL1B	IL1R1_IL1RAP	False	False	True
IL1B	IL1R2	True	True	False
IL1B	IL1R2_IL1RAP	False	False	True
IL1B	IL1RAP	True	False	False
IL1B	IL1RAP,IL1R1	False	True	False
IL1B	SIGIRR	False	False	True
IL1F10	IL1R1	True	False	True
IL1F10	IL1RAP,IL1RL2	False	True	False
IL1F10	IL1RAPL1	True	False	True
IL1F10	IL1RAPL2	True	False	True
IL1F10	IL1RAP_IL1RL2	False	False	True
IL1F10	IL1RL2	True	False	False
IL1F10	SIGIRR	True	False	True
IL1RAPL1	PTPRD	False	False	True
IL1RAPL1	PTPRF	False	False	True
IL1RAPL1	PTPRS	False	False	True
IL1RN	IL1R1	True	False	False
IL1RN	IL1R2	True	False	False
IL1RN	IL1RL2	True	False	True
IL2	CD53	True	False	True
IL2	IL20RA_IL20RB_IL2RG	False	False	True
IL2	IL2RA	True	False	False
IL2	IL2RA,IL2RB,IL2RG	False	True	False
IL2	IL2RA_IL2RB_IL2RG	False	False	True
IL2	IL2RB	True	False	False
IL2	IL2RB,IL2RG	False	True	False
IL2	IL2RB_IL2RG	False	False	True
IL2	IL2RG	True	False	False
IL2	NGFR	True	False	True
IL20	IL20RA	True	False	False
IL20	IL20RA,IL20RB	False	True	False
IL20	IL20RA_IL20RB	False	False	True
IL20	IL20RB	True	False	False
IL20	IL20RB,IL22RA1	False	True	False
IL20	IL20RB_IL22RA1	False	False	True
IL20	IL22RA1	True	False	False
IL21	IL21R	True	False	False
IL21	IL21R_IL2RG	False	False	True
IL21	IL2RG	True	False	False
IL21	IL2RG,IL21R	False	True	False
IL21	IL4R	True	False	True
IL22	IL10RA	True	False	True
IL22	IL10RB	True	False	False
IL22	IL10RB,IL22RA1	False	True	False
IL22	IL10RB_IL22RA1	False	False	True
IL22	IL20RA	True	False	True
IL22	IL20RB	True	False	False
IL22	IL20RB_IL22RA1	False	False	True
IL22	IL21R	False	False	True
IL22	IL22RA1	True	False	False
IL22	IL22RA2	True	False	True
IL22	IL22_IL22RA1	False	False	True
IL23A	GP6	True	False	True
IL23A	IL12RB1	True	False	False
IL23A	IL12RB2	True	False	True
IL23A	IL23R	True	False	False
IL23A	LILRA1	True	False	True
IL23A	LILRB2	True	False	True
IL23A	SIGLEC6	True	False	True
IL24	IL10RB	True	False	True
IL24	IL20RA	True	False	False
IL24	IL20RA,IL20RB	False	True	False
IL24	IL20RA_IL20RB	False	False	True
IL24	IL20RB	True	False	False
IL24	IL20RB,IL22RA1	False	True	False
IL24	IL20RB_IL22RA1	False	False	True
IL24	IL22RA1	True	False	False
IL24	NOTCH2	False	False	True
IL25	IL17RA	True	False	False
IL25	IL17RA,IL17RB	False	True	False
IL25	IL17RA_IL17RB	False	False	True
IL25	IL17RB	True	False	False
IL26	IL10RB	True	False	False
IL26	IL10RB,IL20RA	False	True	False
IL26	IL10RB_IL20RA	False	False	True
IL26	IL20RA	True	False	False
IL26	IL20RB	True	False	True
IL27	IL27RA	True	False	False
IL27,EBI3	IL27RA,IL6ST	False	True	False
IL3	BCL2	True	False	False
IL3	CSF2RA	True	False	True
IL3	CSF2RB	True	False	False
IL3	CSF2RB_IL3RA	False	False	True
IL3	IL3RA	True	False	False
IL3	IL3RA,CSF2RB	False	True	False
IL31	IL31RA	True	False	False
IL31	IL31RA,OSMR	False	True	False
IL31	IL31RA_OSMR	False	False	True
IL31	OSMR	True	False	False
IL32	ITGB3	True	False	True
IL33	IL1RAP	True	False	False
IL33	IL1RAP,IL1RL1	False	True	False
IL33	IL1RAP_IL1RL1	False	False	True
IL33	IL1RL1	True	False	False
IL34	CSF1R	True	True	False
IL34	PTPRZ1	True	False	True
IL36A	IL1RAP	True	False	False
IL36A	IL1RAP,IL1RL2	False	True	False
IL36A	IL1RAP_IL1RL2	False	False	True
IL36A	IL1RL2	True	False	False
IL36B	IL1RAP	True	False	False
IL36B	IL1RAP,IL1RL2	False	True	False
IL36B	IL1RAP_IL1RL2	False	False	True
IL36B	IL1RL2	True	False	False
IL36G	IFNAR1	True	False	True
IL36G	IFNAR2	True	False	True
IL36G	IL1RAP	True	False	False
IL36G	IL1RAP,IL1RL2	False	True	False
IL36G	IL1RAP_IL1RL2	False	False	True
IL36G	IL1RL2	True	False	False
IL36RN	IL1RAP	True	False	False
IL36RN	IL1RAP_IL1RL2	False	False	True
IL36RN	IL1RL2	True	False	False
IL37	IL18R1	True	False	False
IL37	IL18R1_IL18RAP	False	False	True
IL37	IL18R1_SIGIRR	False	False	True
IL37	IL18RAP,IL18R1	False	True	False
IL37	IL1RAPL1	True	False	True
IL37	SIGIRR	True	False	False
IL4	CD53	True	False	True
IL4	IL13RA1	True	False	False
IL4	IL13RA1,IL4R	False	True	False
IL4	IL13RA1_IL4R	False	False	True
IL4	IL13RA2	True	False	False
IL4	IL13RA2,IL4R	False	True	False
IL4	IL13RA2_IL4R	False	False	True
IL4	IL13_IL13RA1_IL4R	False	False	True
IL4	IL21R	False	False	True
IL4	IL2RG	True	False	False
IL4	IL2RG,IL4R	False	True	False
IL4	IL2RG_IL4R	False	False	True
IL4	IL4R	True	True	False
IL5	CSF2RA	False	False	True
IL5	CSF2RB	True	False	False
IL5	CSF2RB,IL5RA	False	True	False
IL5	CSF2RB_IL5RA	False	False	True
IL5	IL5RA	True	False	False
IL6	F3	False	False	True
IL6	FCGR3B	False	False	True
IL6	HRH1	False	False	True
IL6	IL6R	True	False	False
IL6	IL6R_IL6ST	False	False	True
IL6	IL6ST	True	False	False
IL6	IL6ST,IL6R	False	True	False
IL6	MUSK	False	False	True
IL7	IL2RG	True	False	False
IL7	IL2RG,IL7R	False	True	False
IL7	IL2RG_IL7R	False	False	True
IL7	IL7R	True	False	False
IL9	IL2RG	True	False	False
IL9	IL2RG,IL9R	False	True	False
IL9	IL2RG_IL9R	False	False	True
IL9	IL9R	True	False	False
ILDR2	CLEC12B	True	False	False
ILDR2	CSF2RB	True	False	False
ILDR2	FLT4	True	False	False
ILDR2	IGSF21	True	False	False
IMPG2	CADM3	True	False	False
IMPG2	PRLR	True	False	True
INHA	ACVR1	True	False	True
INHA	ACVR1B	True	False	False
INHA	ACVR2A	True	False	False
INHA	ACVR2B	True	False	False
INHA	TGFBR3	True	False	True
INHA,INHBB	ACVR2B	False	True	False
INHA_INHBA	ACVR2A	False	False	True
INHA_INHBB	ACVR2B	False	False	True
INHBA	ACTR2	False	False	True
INHBA	ACVR1	True	False	False
INHBA	ACVR1B	True	False	False
INHBA	ACVR1B,ACVR2A	False	True	False
INHBA	ACVR1B,ACVR2B	False	True	False
INHBA	ACVR1C	True	False	False
INHBA	ACVR2A	True	False	False
INHBA	ACVR2B	True	False	False
INHBA	BAMBI	True	False	True
INHBA	ENG	True	False	True
INHBA	TGFBR3	True	False	True
INHBA,INHA	ACVR2A	False	True	False
INHBA,INHBB	ACVR1B,ACVR2A	False	True	False
INHBA,INHBB	ACVR1B,ACVR2B	False	True	False
INHBA,INHBB	ACVR1C,ACVR2A	False	True	False
INHBA,INHBB	ACVR1C,ACVR2B	False	True	False
INHBA_INHBB	ACVR1B_ACVR2A	False	False	True
INHBA_INHBB	ACVR1B_ACVR2B	False	False	True
INHBA_INHBB	ACVR1C_ACVR2A	False	False	True
INHBA_INHBB	ACVR1C_ACVR2B	False	False	True
INHBA_INHBB	ACVR1_ACVR2A	False	False	True
INHBA_INHBB	ACVR1_ACVR2B	False	False	True
INHBB	ACVR1	True	False	False
INHBB	ACVR1B	True	False	False
INHBB	ACVR1B,ACVR2A	False	True	False
INHBB	ACVR1B,ACVR2B	False	True	False
INHBB	ACVR1C	True	False	False
INHBB	ACVR1C,ACVR2A	False	True	False
INHBB	ACVR1C,ACVR2B	False	True	False
INHBB	ACVR2A	True	False	False
INHBB	ACVR2B	True	False	False
INHBB	BAMBI	True	False	False
INHBB	CFC1	True	False	True
INHBB	CFC1B	True	False	True
INHBC	ACVR1	True	False	True
INHBC	ACVR1B	True	False	False
INHBC	ACVR1B,ACVR2A	False	True	False
INHBC	ACVR1B,ACVR2B	False	True	False
INHBC	ACVR1B_ACVR2A	False	False	True
INHBC	ACVR1B_ACVR2B	False	False	True
INHBC	ACVR1C,ACVR2A	False	True	False
INHBC	ACVR1C,ACVR2B	False	True	False
INHBC	ACVR1C_ACVR2A	False	False	True
INHBC	ACVR1C_ACVR2B	False	False	True
INHBC	ACVR2A	True	False	False
INHBC	ACVR2B	True	False	False
INHBE	ACVR1	True	False	False
INHBE	ACVR1B	True	False	False
INHBE	ACVR1B,ACVR2A	False	True	False
INHBE	ACVR1B,ACVR2B	False	True	False
INHBE	ACVR1B_ACVR2A	False	False	True
INHBE	ACVR1B_ACVR2B	False	False	True
INHBE	ACVR1C,ACVR2A	False	True	False
INHBE	ACVR1C,ACVR2B	False	True	False
INHBE	ACVR1C_ACVR2A	False	False	True
INHBE	ACVR1C_ACVR2B	False	False	True
INHBE	ACVR2A	True	False	False
INHBE	ACVR2B	True	False	False
INS	IGF1R	True	False	True
INS	INSR	True	True	True
INS	LILRB1	False	False	True
INS	LILRB2	False	False	True
INS	LRP2	True	False	True
INSL3	ADCYAP1R1	True	False	True
INSL3	ADRB2	True	False	True
INSL3	ADRB3	True	False	True
INSL3	GPR20	True	False	True
INSL3	GPR84	True	False	True
INSL3	PTH1R	True	False	True
INSL3	RAMP2	True	False	True
INSL3	RAMP3	True	False	True
INSL3	RXFP1	True	True	True
INSL3	RXFP2	True	True	True
INSL3	RXFP3	False	True	True
INSL3	RXFP4	False	True	True
INSL3	TSHR	True	False	True
INSL3	VIPR1	True	False	True
INSL5	ADRA2A	True	False	True
INSL5	GRM7	True	False	True
INSL5	MTNR1A	True	False	True
INSL5	RXFP1	False	True	True
INSL5	RXFP2	False	True	True
INSL5	RXFP3	True	True	True
INSL5	RXFP4	True	True	True
IRAK4	TLR4	False	False	True
IRAK4	TLR6	False	False	True
IRAK4	TLR7	False	False	True
ITGA4	VCAM1	True	False	False
ITGA4,ITGB1	VCAM1	False	True	False
ITGA4,ITGB7	VCAM1	False	True	False
ITGA9	VCAM1	True	False	False
ITGA9,ITGB1	VCAM1	False	True	False
ITGAL	CD226	True	False	False
ITGAL	ICAM1	True	False	False
ITGAM	ICAM1	True	False	False
ITGAV	THY1	False	False	True
ITGAV,ITGB1	ADGRE2	False	True	False
ITGAV,ITGB1	ADGRE5	False	True	False
ITGAV,ITGB3	ADGRA2	False	True	False
ITGAV,ITGB3	ADGRE2	False	True	False
ITGAV,ITGB3	ADGRE5	False	True	False
ITGAV,ITGB5	ADGRB1	False	True	False
ITGB1	VCAM1	True	False	False
ITGB2	CD226	True	False	True
ITGB2	CD82	True	False	False
ITGB2	ICAM1	True	False	False
ITGB2	ICAM3	True	False	False
ITGB2	THY1	True	False	True
ITGB3BP	ITGB3	False	False	True
ITGB3BP	ITGB5	False	False	True
ITIH2	FCER1A	True	False	True
ITM2B	ROR2	True	False	False
IZUMO1	CD9	True	False	True
IZUMO1	IZUMO1R	True	False	True
IZUMO1	LILRA5	True	False	False
JAG1	CD46	True	False	True
JAG1	NOTCH1	True	True	True
JAG1	NOTCH2	True	True	True
JAG1	NOTCH3	True	True	True
JAG1	NOTCH4	True	True	True
JAG2	NOTCH1	True	True	True
JAG2	NOTCH2	True	True	True
JAG2	NOTCH3	True	True	True
JAG2	NOTCH4	True	True	True
JAM2	F11R	True	True	False
JAM2	ITGA3	True	False	False
JAM2	ITGA3,ITGB1	False	True	False
JAM2	ITGA3_ITGB1	False	False	True
JAM2	ITGA4	True	False	False
JAM2	ITGA4_ITGB1	False	False	True
JAM2	ITGAV	True	False	False
JAM2	ITGAV,ITGB1	False	True	False
JAM2	ITGAV_ITGB1	False	False	True
JAM2	ITGB1	True	False	False
JAM2	JAM2	True	True	False
JAM2	JAM3	True	True	False
JAM3	F11R	True	True	False
JAM3	ITGAM	True	False	False
JAM3	ITGAM,ITGB2	False	True	False
JAM3	ITGAM_ITGB2	False	False	True
JAM3	ITGB1	True	False	True
JAM3	ITGB2	True	False	False
JAM3	JAM2	True	False	False
JAM3	JAM3	True	True	False
JAML	CD320	True	False	False
JAML	CXADR	True	False	True
JAML	FCRL4	True	False	False
KCNA1	CNTN1	True	False	False
KCNA1	CNTNAP1	True	False	False
KCNA1	RTN4	True	False	False
KIAA0319L	ILDR1	True	False	False
KIAA0319L	MPZL3	True	False	False
KIAA0319L	SIGLEC8	True	False	False
KIAA0319L	UNC5A	True	False	False
KIR2DL5A	LEPR	True	False	False
KIR2DL5A	PVR	True	False	False
KIR2DL5A	TMEM167A	True	False	False
KIR2DL5A	VSIG4	True	False	False
KIR2DS3	NEGR1	True	False	False
KIR2DS5	FLT4	True	False	False
KIR2DS5	IGSF21	True	False	False
KIRREL1	KIRREL1	True	False	False
KIRREL3	CD33	True	False	False
KISS1	KISS1R	True	True	True
KISS1	MMP24	False	False	True
KITLG	EPOR	True	False	True
KITLG	KIT	True	True	True
KITLG	LRRN3	True	False	True
KL	FGFR1	True	False	True
KL	FGFR3	True	False	False
KL	FGFR4	True	False	False
KL	IGF1R	True	False	False
KL	INSR	True	False	False
KL	TRPV5	True	False	False
KL	TRPV6	True	False	False
KLK1	F2R	False	True	False
KLK14	F2R	False	True	False
KLK14	F2RL1	False	True	False
KLK2	F2R	False	True	False
KLK2	F2RL1	False	True	False
KLK3	EPOR	True	False	True
KLK3	NGFR	False	True	False
KLK3	NTRK1	True	True	True
KLK4	F2R	False	True	False
KLK4	F2RL1	False	True	False
KLK5	F2RL1	False	True	False
KLK6	F2R	False	True	False
KLK6	F2RL1	False	True	False
KLK7	F2RL1	False	True	False
KLK8	F2R	False	True	False
KLKB1	F12	True	False	False
KLRA1P	CXADR	True	False	False
KMT2E	NCR2	False	False	True
KNG1	ADRA2A	False	False	True
KNG1	BDKRB1	True	True	True
KNG1	BDKRB2	True	True	True
KNG1	CD93	True	False	True
KNG1	GP1BA	True	False	True
KNG1	GPR135	True	False	True
KNG1	GRM7	False	False	True
KNG1	ITGAM	False	False	True
KNG1	ITGB2	True	False	True
KNG1	MTNR1A	False	False	True
KNG1	PLAUR	True	False	True
KNG1	RXFP4	True	False	True
KNG1	SDC2	True	False	True
L1CAM	ALCAM	True	False	False
L1CAM	CD9	True	False	True
L1CAM	CHL1	True	False	False
L1CAM	CNTN1	True	False	True
L1CAM	EGFR	True	False	True
L1CAM	EPHB2	True	False	True
L1CAM	ERBB2	True	False	True
L1CAM	ERBB3	True	False	True
L1CAM	EZR	True	False	False
L1CAM	FGFR1	True	False	False
L1CAM	FGFR2	False	False	True
L1CAM	ITGA4	True	False	False
L1CAM	ITGA4,ITGB7	False	True	False
L1CAM	ITGA4_ITGB7	False	False	True
L1CAM	ITGA5	True	False	False
L1CAM	ITGA5_ITGB1	False	False	True
L1CAM	ITGAV	True	False	False
L1CAM	ITGAV,ITGB3	False	True	False
L1CAM	ITGAV_ITGB3	False	False	True
L1CAM	ITGB3	True	False	False
L1CAM	ITGB7	True	False	False
L1CAM	L1CAM	True	True	False
L1CAM	LVRN	True	False	False
L1CAM	NCAM1	True	False	False
L1CAM	NRP1	True	False	False
L1CAM	PLXNA1	True	False	False
L1CAM	PTPRZ1	True	False	True
LACRT	SDC1	True	False	True
LAIR1	LILRB4	False	True	False
LAIR2	FGFR4	True	False	False
LAMA1	CD44	True	True	True
LAMA1	DAG1	True	True	True
LAMA1	GPC1	False	False	True
LAMA1	ITGA1	True	False	True
LAMA1	ITGA2	True	False	False
LAMA1	ITGA2,ITGB1	False	True	False
LAMA1	ITGA2_ITGB1	False	False	True
LAMA1	ITGA3	True	False	False
LAMA1	ITGA3,ITGB1	False	True	False
LAMA1	ITGA3_ITGB1	False	False	True
LAMA1	ITGA6	True	False	False
LAMA1	ITGA6,ITGB1	False	True	False
LAMA1	ITGA6,ITGB4	False	True	False
LAMA1	ITGA6_ITGB1	False	False	True
LAMA1	ITGA6_ITGB4	False	False	True
LAMA1	ITGA7	True	False	False
LAMA1	ITGA7,ITGB1	False	True	False
LAMA1	ITGA7_ITGB1	False	False	True
LAMA1	ITGA9	True	False	False
LAMA1	ITGA9,ITGB1	False	True	False
LAMA1	ITGA9_ITGB1	False	False	True
LAMA1	ITGAV	True	False	False
LAMA1	ITGAV,ITGB8	False	True	False
LAMA1	ITGAV_ITGB8	False	False	True
LAMA1	ITGB1	True	False	False
LAMA1	ITGB1,ITGA1	False	True	False
LAMA1	ITGB4	True	False	False
LAMA1	ITGB8	True	False	False
LAMA1	NT5E	True	False	True
LAMA1	RPSA	True	False	True
LAMA1	RPSAP58	True	False	False
LAMA1	SDC2	False	False	True
LAMA1	SDC4	False	False	True
LAMA1	SV2A	True	True	False
LAMA1	SV2B	False	True	False
LAMA1	SV2C	False	True	False
LAMA1	TMPRSS6	True	False	False
LAMA2	ADGRG6	False	True	False
LAMA2	CD44	False	True	True
LAMA2	DAG1	True	True	True
LAMA2	ITGA1	True	False	True
LAMA2	ITGA2	True	False	False
LAMA2	ITGA2,ITGB1	False	True	False
LAMA2	ITGA2_ITGB1	False	False	True
LAMA2	ITGA3	True	False	False
LAMA2	ITGA3,ITGB1	False	True	False
LAMA2	ITGA3_ITGB1	False	False	True
LAMA2	ITGA6	True	False	False
LAMA2	ITGA6,ITGB1	False	True	False
LAMA2	ITGA6,ITGB4	False	True	False
LAMA2	ITGA6_ITGB1	False	False	True
LAMA2	ITGA6_ITGB4	False	False	True
LAMA2	ITGA7	True	False	False
